 	il	lenzuolo	vuole	lavato	</S>
o	0.735142399	0.2375590276	0.005869098163	0.00386549450149	0.0175639454993
p	0.524241963467	0.353380247933	0.0408183824743	0.0440947304612	0.037464687169
l	0.379683468089	0.431301649378	0.0598424214448	0.0664849800184	0.062687512619
a	0.312064236763	0.572528809126	0.0369177674616	0.0343629714635	0.0441262609617
ù	0.193799533699	0.702741022375	0.0672201771539	0.0164269661772	0.0198122976712
n	0.108030549171	0.667852025458	0.168397226318	0.0158728010824	0.0398473218344
a	0.0697400121037	0.483098431819	0.347633332039	0.0324070084941	0.0671212106648
t	0.0348958591934	0.280945436206	0.52595203688	0.049616903498	0.108589808871
è	0.0192289737713	0.146177973902	0.65009751016	0.0658389538327	0.11865661214
l	0.0192991363944	0.0870302376007	0.694254418053	0.0986543580776	0.1007618531
i	0.0191846569191	0.0413806074229	0.520496348018	0.301282883359	0.117655472887
p	0.00817604349968	0.0178222518496	0.284677769339	0.520493998453	0.168829994017
l	0.00590131007207	0.0309298957785	0.14887609788	0.573002644818	0.24129016836
i	0.00419337787836	0.0329030243498	0.0686848883067	0.607853516273	0.28636524102
m	0.00646065248095	0.0164168600946	0.0387760770622	0.678093241424	0.260253207888
è	0.00749345921454	0.011593038986	0.0310368745474	0.714700416475	0.235176270178
n	0.0220216736144	0.0284454140299	0.0474216491425	0.673665212425	0.228446057393
o	0.0266058203931	0.0334529984702	0.0445044277328	0.530462610808	0.364974049798
</S>	0.0136970569494	0.0171900335599	0.0232607566744	0.415809574004	0.530042441899
