 	la	pasta	vuole	sale	</S>
i	0.7798497425	0.16855443284	0.030337132577	0.0067471608057	0.0145116067962
p	0.516702887807	0.26817667646	0.064176212807	0.0957566871332	0.055187578066
à	0.265220940176	0.4739990756	0.066442169949	0.125985710971	0.06835208527
s	0.154928274259	0.6062464132	0.11923569145	0.053810565697	0.0657790003867
t	0.0959517642197	0.5728314984	0.146514151537	0.090140363519	0.0945622239246
a	0.0538094999466	0.4542292112	0.289376574899	0.128675822213	0.0739089274659
ì	0.0235560354202	0.214571355629	0.568278820166	0.150529466204	0.043064314022
t	0.0102294858014	0.0772102162837	0.645123748722	0.206988006068	0.0604485400053
e	0.00591032744847	0.0297513620692	0.510208327841	0.344844236023	0.109285779966
l	0.0150192735267	0.0222986316287	0.30155392668	0.485105064008	0.176023155772
e	0.0238319812844	0.019095252241	0.158235437227	0.549353883336	0.249483509974
à	0.0150686195328	0.00780713585975	0.093964614849	0.683285202445	0.199874500925
l	0.00519648488553	0.0030732989978	0.0604556694697	0.833393544148	0.0978810342617
a	0.00193598550139	0.00130124421841	0.0260476432586	0.645695297383	0.325019802841
</S>	0.00116463213062	0.000838344306425	0.0137359748623	0.406050578692	0.578210426421
