 	voglio	che	Maria	venga	domani	</S>
i	0.821161378	0.092967608	0.017938350278	0.011815248265	0.0273484634738	0.0287689302906
t	0.729445535067	0.0701461746667	0.054543304724	0.0319611956572	0.0379748538139	0.0759289019761
è	0.697115780756	0.0686060395556	0.0627993284593	0.0380062466906	0.0410334417984	0.0924391450656
l	0.751510080252	0.116115951119	0.0529007348284	0.0149671572015	0.0205602354772	0.0439458773861
o	0.477394364171	0.361862339706	0.0867884003648	0.0270694701205	0.0171808516057	0.029704647218
i	0.170259365892	0.407007003769	0.300144564988	0.0619277195868	0.0282206102552	0.0324407736817
M	0.083873500446	0.306130586523	0.426384568169	0.0860725341489	0.0513015300851	0.0462373192726
a	0.062033145524	0.352859416041	0.362760515881	0.111196971203	0.0455677725617	0.0655822200656
r	0.0430789572833	0.347988851814	0.325853517878	0.119746533121	0.0356081641206	0.127723958067
ì	0.0463745146478	0.250073102125	0.314770000826	0.172701967627	0.0907636477269	0.125316747834
a	0.0358248020681	0.129647984073	0.365620581389	0.280706266542	0.116598645196	0.0716017516913
n	0.0238097267623	0.116701839336	0.31426646951	0.272170690847	0.136898451865	0.136152930284
a	0.027469253415	0.141203736989	0.198773301281	0.309682499616	0.176664488155	0.146206832475
r	0.0609927692291	0.193292980528	0.133418317605	0.286781473745	0.178761232852	0.146753336998
t	0.124477020247	0.229621474297	0.121457995028	0.122333037922	0.127825717084	0.274284909477
i	0.116541387	0.178326329498	0.129206188175	0.137208404774	0.137756081895	0.300961694404
à	0.0519315735889	0.087192554356	0.0899049487883	0.190276045738	0.375360585298	0.205334342455
v	0.0205061307816	0.0338155819923	0.0409214805468	0.142319244545	0.608317916433	0.15411971156
v	0.0612038459382	0.046961742742	0.0296907045009	0.113566054167	0.490606232744	0.257971430775
r	0.145203370889	0.0977000285437	0.0281502160723	0.0965296845557	0.228654032848	0.403762624618
i	0.148061518869	0.0903117140603	0.019289107468	0.0542600397852	0.105247329929	0.582830252333
</S>	0.113462890474	0.0555727228972	0.0153633162799	0.0369655987926	0.0644833534345	0.714152090166
