 	hai	già	mangiato	</S>
ì	0.875643882	0.04076867374	0.0211749597934	0.0624123889489
s	0.831747112	0.08355513806	0.0242069269231	0.0604907659836
e	0.666511793333	0.278189791353	0.0220263782877	0.0332720982172
g	0.363569337444	0.470314955784	0.105850699009	0.0602651131397
i	0.152492024441	0.596957417928	0.157254451936	0.0932961341872
à	0.0896884071897	0.648214560643	0.196947434912	0.0651495525824
f	0.0606844129926	0.494040062881	0.400669265637	0.0446061744341
a	0.0303154841262	0.281877525627	0.555854483879	0.131952383018
m	0.0166756090274	0.130319515749	0.635742153293	0.217262572313
è	0.0116827410071	0.0713740496963	0.707348993098	0.209594092411
n	0.0100552701555	0.0433923001521	0.794449814366	0.15210254967
a	0.00754219535563	0.0210758509247	0.645055700255	0.32632624009
</S>	0.00416690134581	0.0113848252534	0.433073232328	0.551375059045
