 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a	0.892326373	0.03567259742	0.001900506726	0.0025827656016	0.002661091004	0.00418080684119	0.00842120409651	0.00826451351265	0.00302868016637	0.00945329466968	0.00247103183956	0.0113777781368	0.00272313651736	0.00474709772439	0.000263041052663	0.00290738753423	0.00102811376938	0.000811550377139	0.000543835128724	0.00102507375573	0.00361008379159
l	0.728553412933	0.115224662007	0.0335362066387	0.0248193074223	0.027219693628	0.00425658818619	0.00885591365351	0.00349897407405	0.00213251237437	0.00462494290801	0.00271752000676	0.00477463288611	0.00298785436809	0.00512938049342	0.00150732960217	0.00286958136626	0.00107308809815	0.00432026525671	0.000714775266101	0.00180422907371	0.0193790760468
l	0.483375704244	0.199554632336	0.0557490437796	0.0616777193221	0.063086092844	0.0214505412761	0.0216954443272	0.00411739629728	0.00325522316286	0.00785313050534	0.00735778128912	0.00573265575084	0.00757448892223	0.00789489067857	0.00309011463096	0.00864289591413	0.00291838610095	0.00593863762547	0.00189689441534	0.00223110721008	0.0249071783336
ò	0.383540050748	0.348772119912	0.0362751440865	0.0518912344407	0.0514377032313	0.0250991607296	0.0209812783177	0.00399280615329	0.00303060245135	0.00886874435865	0.00725337467074	0.00634922905541	0.00739422629358	0.00650559997786	0.00264582972872	0.0100046198134	0.00312289348612	0.00296545442849	0.00232633283158	0.00205130444345	0.0154923164296
r	0.362038058916	0.402609072437	0.0347610807888	0.0330675096402	0.0625528974004	0.0174902192188	0.0184255858252	0.00242015900596	0.00192985878085	0.00765015751575	0.00513813757395	0.00539125621694	0.00509964003136	0.00954692967429	0.00351341764624	0.00621486326913	0.00161153273157	0.00220972187643	0.00156207482579	0.00217936630184	0.0145885662016
a	0.302438513665	0.427065136612	0.0763976439296	0.0353035218467	0.0738980788868	0.0157808519149	0.0168911744744	0.00249804984601	0.00146125108519	0.00652186417238	0.00467932344616	0.00410894841675	0.00431163287059	0.00944445259727	0.00365141171419	0.00372300396957	0.000875426811015	0.0014839119701	0.000771274081751	0.00110024641966	0.00759437763758
e	0.15251180861	0.488981067271	0.241961356377	0.0294602035422	0.0413317872223	0.0076764546163	0.00732716044813	0.00255230599267	0.00127937021121	0.00354465982813	0.00219717477739	0.00218111674279	0.00189751798829	0.003858208657	0.00166329904831	0.00142652570384	0.000766868167316	0.000678322621453	0.000514572252231	0.000440038963659	0.00775021721064
v	0.0589396984053	0.37904963441	0.341188885526	0.0813875585207	0.0630309706274	0.00799023389477	0.0102167756867	0.0027063440842	0.00140145238631	0.00457479122558	0.00315293040228	0.0025594389675	0.00316070986205	0.00565279045241	0.0023001023609	0.00140938622228	0.00147389131189	0.00113835455866	0.00134533032428	0.00153612206634	0.0257845737361
ò	0.0255567238018	0.34945500639	0.343295389575	0.120278117374	0.0696550657558	0.00798137298492	0.0235644180222	0.00228726467273	0.0013132150721	0.00445115855519	0.00346060358516	0.00235109679697	0.00358082303448	0.00581011303547	0.00253018214563	0.00146390311569	0.0013614117604	0.00124901848306	0.00143359135661	0.00191446683905	0.0270070219262
à	0.0179213341673	0.28797861583	0.454275106858	0.0889040215247	0.0398616969253	0.00560589682631	0.0234537363094	0.00135652935573	0.00194473436451	0.0046099130599	0.00211671701599	0.00584630398992	0.00229668626978	0.00400653841708	0.00323159510498	0.00800131914563	0.00110939214088	0.0137923699947	0.00126045748371	0.0120862204087	0.0203408025397
