 	da	da	un	famoso	poeta	</S>
p	0.8180423696	0.0520598578	0.029492672082	0.0141869179346	0.0055085279278	0.0807096158739
u	0.605790838067	0.270494392733	0.0401885550407	0.0139346761625	0.00375273509993	0.0658387275689
s	0.328096949089	0.530320497578	0.0897156526602	0.0114698900384	0.00420245181164	0.0361944921229
s	0.198232462496	0.515405796193	0.169759527573	0.0282770514195	0.0132295398772	0.075095615673
è	0.132935182672	0.479062083731	0.254180950811	0.0373638361665	0.0144820336831	0.0819759652633
n	0.0635562302307	0.49899466591	0.345047884937	0.0376605894888	0.0080687558917	0.0466719266958
a	0.0343657254551	0.339840748503	0.533726834312	0.0513449803763	0.00715587921723	0.0335658411599
f	0.0270200327535	0.173433949328	0.611892246104	0.122520850739	0.0157406874257	0.0493922540865
a	0.0237344340341	0.101790002183	0.481969466035	0.29755404978	0.0306355625419	0.0643164990354
m	0.0140341770347	0.0567207984743	0.332223882012	0.49539736726	0.0389582463473	0.0626655037562
ò	0.0109442285311	0.0428988121248	0.255889628004	0.57608611842	0.0490815894491	0.0650996137298
s	0.0121627272467	0.0309353572956	0.238887969601	0.575560134807	0.0908642883164	0.0515895192699
o	0.0122932481001	0.023393143294	0.140828427554	0.505438654269	0.253721833639	0.0643246685166
p	0.00841811099879	0.0142828494489	0.058668025698	0.44250254009	0.388536920546	0.0875915189975
o	0.00698793427425	0.0106951853592	0.0256160797373	0.322029899563	0.538848492849	0.0958224160245
è	0.00301408695808	0.00454969240926	0.0180578409194	0.156046173728	0.71659371095	0.101738528642
t	0.00130426088371	0.00257973247208	0.0156349693861	0.0912519394493	0.808200050317	0.081029053674
a	0.000633332217868	0.00135466038943	0.00638964071737	0.0432919010898	0.691608112106	0.256722361251
</S>	0.000436416527874	0.000937247773315	0.00377275151568	0.0252904716549	0.516764002053	0.452799142626
