 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.7355327622	0.1684791842	0.006352823294	0.0061888310546	0.00332317599866	0.0035114679274	0.0027927514775	0.00336415331962	0.0130540334025	0.00833723522478	0.00178773423256	0.00122556806607	0.00488487564718	0.00363963569106	0.00308959706331	0.00242273253653	0.0320133745023
ò	0.7986495338	0.159451883267	0.00418153386733	0.00392863913127	0.00141848685579	0.00185570130027	0.00106376226403	0.00123138064303	0.0054153016971	0.00293525892473	0.000757188782219	0.000894493194657	0.00179709834785	0.00139341686209	0.00147004573603	0.000942414403359	0.0126137786623
t	0.751311253	0.190497967622	0.00555388168911	0.00534572693709	0.00279368598106	0.00329042541362	0.00235949604534	0.00191246147322	0.00266207036577	0.00163362495872	0.000918583924129	0.000976514255186	0.000956515270057	0.000833871901363	0.00088868990297	0.000946425160945	0.0271187498328
t	0.630459247667	0.188385493254	0.029011981303	0.0318481932057	0.0165092597724	0.0196764854779	0.0143615557854	0.00983562314321	0.0114471843666	0.00225330544451	0.00380875780498	0.00302238619793	0.00161205061203	0.00219383884456	0.00152285809032	0.00144286697313	0.0326088929996
e	0.372318362538	0.433061442265	0.0438184391277	0.0390104477819	0.0194326284145	0.0230470058166	0.0167264690307	0.011224012869	0.0140400733161	0.001944748136	0.00424268200345	0.00317087334198	0.00151339946294	0.00230536236214	0.00139877852442	0.00102225197889	0.0117230432183
j	0.182356529068	0.610493464088	0.0790926345092	0.0344834811806	0.0144310453278	0.0155221157695	0.00893273034757	0.0067666437508	0.00732353070797	0.0024357441769	0.00354167515134	0.00350643226159	0.00222861096038	0.00242297019878	0.00167704247236	0.00198956413217	0.0227958239819
è	0.115771421057	0.663247448029	0.102356805503	0.0325212541469	0.0124115954246	0.0128659426032	0.00618174410212	0.0051525137723	0.00485044777399	0.00250948392437	0.00324765795815	0.00357103950233	0.00243671612637	0.00244691234784	0.00171620081238	0.00231754383304	0.0263952739329
n	0.069579015565	0.754985394676	0.0968951187677	0.0199932133356	0.00716474008353	0.0088211483744	0.00417054854431	0.0037656592128	0.00394050111066	0.00321833946752	0.00258674404442	0.00234643461924	0.00142211909736	0.00204584772993	0.00103150541285	0.00096045991773	0.0170732287785
n	0.10793115873	0.610854262892	0.144707174523	0.0372173511319	0.0139517060118	0.0178332075338	0.00711989110144	0.00699765247253	0.0149976102862	0.00484318595711	0.00475009334881	0.00386449743195	0.00194740535412	0.00422478933504	0.00211060705848	0.00161169284798	0.0150377670374
o	0.0978603033718	0.483020001564	0.265154738374	0.053223305664	0.0177128696126	0.0212678769696	0.00850514314981	0.00777763555964	0.0177406333327	0.00409458132337	0.00449936451047	0.00355518179365	0.00174652276329	0.00378504690673	0.00210099629284	0.0016880075855	0.00626780142909
