 	credo	che	stanno	ancora	svegli	</S>
p	0.869222681	0.05311728429	0.009858707014	0.010779591634	0.0064035725297	0.0506181143808
i	0.861607159667	0.0772126568567	0.00855390052333	0.0126408179673	0.0045159945507	0.0354694182475
s	0.733490849889	0.164362823112	0.0256285243344	0.0244737090358	0.00362935483943	0.0484146486917
t	0.570891969296	0.234370012537	0.0557533989381	0.0444272057567	0.0223296630357	0.0722277214221
è	0.502999705099	0.310275646679	0.0688116924394	0.041204090645	0.0277080215851	0.0490008685663
o	0.324477112193	0.46576895256	0.12729520358	0.0463738839383	0.0120035341724	0.0240813156828
k	0.116580291904	0.515783990187	0.231235300393	0.0504962300748	0.0172822129348	0.0686219800363
a	0.0458063455627	0.389371118329	0.412222819464	0.0391345288183	0.0293219803643	0.0841432121441
s	0.0231203837733	0.273238470976	0.523232202488	0.0336663923461	0.0415708382281	0.105171693126
t	0.0281584368622	0.236529373259	0.462948108829	0.0315528859954	0.079780616312	0.161030558414
è	0.0320324214207	0.17626656232	0.49481223161	0.0635765133318	0.083239483242	0.150072830899
o	0.0193132256098	0.0829953667933	0.490893322537	0.243822547944	0.0570310551787	0.105944543066
n	0.00999461781571	0.0404806348711	0.374753822179	0.336129289675	0.0765421357262	0.162099497615
e	0.0101640782969	0.0240246734677	0.260134174393	0.445134465585	0.0838628970687	0.176679687465
a	0.00923158244293	0.0102044648126	0.136120802126	0.636543094528	0.109100437676	0.0987996318283
n	0.00518570204111	0.0073160241056	0.0722180234173	0.589644908309	0.169128846879	0.156506511966
k	0.051985630035	0.0208270201605	0.0697542051191	0.384489576436	0.13323873508	0.339704820139
ò	0.103829566229	0.0269432441168	0.101130447953	0.228996540525	0.0598934960933	0.47920668298
r	0.0909659235347	0.0277580311189	0.132273437458	0.358471311022	0.0449907038311	0.34554061326
a	0.0582062252108	0.0290283035575	0.0977972940093	0.481879370341	0.10315778761	0.229931024687
a	0.0309186905971	0.0172561557837	0.0389929007488	0.345428434247	0.347387008137	0.220016815829
t	0.0155848916213	0.0113861170832	0.0156113262653	0.197057688636	0.543824483006	0.216535516943
s	0.0365097458212	0.0198010860331	0.0112233917804	0.119231793232	0.487793040495	0.325440927914
ù	0.0411489453553	0.0194418431271	0.0204813257641	0.0637452925773	0.517401004698	0.337781589971
n	0.0153851593472	0.00956764917389	0.0223772594543	0.0525182826924	0.613849265899	0.286302385724
n	0.0509793470559	0.0324360170767	0.0252886055657	0.0444530786308	0.475829766966	0.371013173108
i	0.06261891128	0.0416808064357	0.0293754447524	0.0333169372149	0.468517024322	0.364490865369
t	0.0255750293966	0.0215512360773	0.0176930608101	0.050139344883	0.468620657441	0.416420669856
i	0.0216751209228	0.0141590310739	0.0146985718333	0.053388132661	0.284717614814	0.611361569152
</S>	0.02537641447	0.0122506516263	0.0191730512784	0.0422947094705	0.232405579907	0.668499658576
