 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.744576721274	0.0021267096803	0.116497884868	0.081275453435	0.0066514208845	0.0098108777369	0.039060910191
c	0.743407514319	0.0253202264161	0.145402918088	0.0510852265353	0.00971257107617	0.0069087595959	0.0181628083165
h	0.702186698487	0.0602895891954	0.130373980703	0.0527245065695	0.0244383753247	0.0154608739873	0.0145259946388
a	0.558364372596	0.208258445478	0.122975805911	0.0458913492511	0.0371490637944	0.0171991903369	0.0101617264569
n	0.397955572165	0.340866031039	0.113630206394	0.0377845783065	0.0526847565287	0.0389256640221	0.018153112743
a	0.355680012154	0.346730064326	0.112096230151	0.0405559722612	0.0741281373033	0.047821163508	0.022988360541
a	0.279767294153	0.371823607838	0.176204205737	0.0614491661201	0.0657697558844	0.0227022548353	0.0222837180137
g	0.148229711614	0.295543162529	0.311409938379	0.12648405682	0.0667883954748	0.0238915473878	0.0276531937932
o	0.106051606242	0.194728361036	0.40118059546	0.152297538807	0.0794531286116	0.0290836865159	0.0372050651197
r	0.152990245489	0.159989513072	0.394400493553	0.158846945402	0.0637717258239	0.0208843015186	0.049116774999
à	0.125969546921	0.0919863745773	0.387211263851	0.218649967101	0.116261136176	0.0168341239862	0.0430875794454
s	0.0695995325543	0.0734727205724	0.395471374217	0.238935046667	0.146710206993	0.0374032803287	0.0384078973018
o	0.0675508414612	0.0991423492241	0.363141592806	0.282480106956	0.105298116918	0.0437123733496	0.0386747033006
o	0.0605008380386	0.103355123294	0.261011350402	0.316880391452	0.175566438706	0.0345511761965	0.0481346848469
s	0.0361490553368	0.0857999282553	0.165211989601	0.339615964484	0.228990608835	0.0509013630255	0.093331122329
s	0.0172925603209	0.0787599010018	0.141531950967	0.408446565495	0.175321526292	0.0608231867685	0.11782436409
o	0.0214780169863	0.0635111297319	0.109360585016	0.332565985165	0.149178179377	0.115314441589	0.208591672043
m	0.0233638825918	0.026670761292	0.0696941437653	0.277766036388	0.233958571926	0.147558967036	0.220987613047
ì	0.012510831158	0.0136764847253	0.0457466378018	0.224236973529	0.350234475109	0.182550301519	0.171044254048
k	0.0283757318005	0.0147414442839	0.0197409370339	0.11896829291	0.381355381703	0.273047041506	0.163771164416
a	0.0314918031952	0.0141922202417	0.0103083200492	0.0815738811633	0.346428299634	0.324396867769	0.191608599205
m	0.0125432202534	0.0065949766242	0.0056935996838	0.0342079825944	0.336046828278	0.377289189523	0.227624215717
è	0.00701827776775	0.00436417359386	0.0035346027326	0.0163770624261	0.285643263159	0.486583993841	0.196478656821
r	0.0053778834706	0.00336505326165	0.00304526730233	0.0104803590634	0.187512819386	0.601813859947	0.188404716627
i	0.00552659248746	0.00229589910255	0.00295068605332	0.00850108503953	0.110014540342	0.510679442916	0.360031729629
</S>	0.00621227528623	0.00163634015837	0.00202833370108	0.00526301598736	0.059204520091	0.381573155858	0.544082370814
