 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.7141367975	0.1349250859	0.01489721703	0.005526951734	0.017076203088	0.0036268161116	0.00130509257845	0.00112203105675	0.000602532920211	0.00388409759438	0.102897193752
n	0.439112704004	0.331175780767	0.0596364253167	0.027246494318	0.029692527822	0.0050367822072	0.00158104996112	0.00098070845795	0.000661665491411	0.00378288425798	0.101092981014
ì	0.159448090689	0.639423550922	0.0874325624256	0.0334406112967	0.0243910983812	0.00518592922073	0.00293888290904	0.00112349491538	0.00071380923989	0.00235710756259	0.0435448172271
c	0.0838931437361	0.720280782974	0.0882864887285	0.0229052045296	0.0110148965796	0.00487483381391	0.00354484475095	0.00126747422652	0.00071568407695	0.00191400407866	0.0613026035824
h	0.0669025147447	0.716856726991	0.100620397576	0.0214419952299	0.00770841237653	0.00531924415194	0.00312923064703	0.00268190474883	0.00201793764514	0.00215545569075	0.0711661556857
e	0.0364915195156	0.549605860617	0.283255963259	0.0715211675966	0.0153304430242	0.00612706105262	0.00213640022959	0.00279976552121	0.00215251390037	0.00129830412758	0.0292809088678
n	0.0176382918679	0.243427180626	0.500336277753	0.168662343066	0.0228872901227	0.00865004663554	0.00556531297433	0.00267797365467	0.00282815393592	0.00211094735986	0.0252161176805
d	0.014958201488	0.176846391209	0.483773043651	0.203966171022	0.0311915595116	0.0166068732185	0.0102895326594	0.0124623523036	0.00808250468224	0.0112615016486	0.0305618629748
ì	0.0157862113724	0.144988445922	0.43498155095	0.272818024074	0.0519416865172	0.0164479664928	0.00947122752247	0.0148147695032	0.00793522091035	0.0132494113515	0.0175654861752
s	0.0113707262469	0.108853522061	0.42905222965	0.333181352025	0.0596846302724	0.0095866536776	0.0109115123435	0.0117862032924	0.00548573397118	0.0095663064725	0.0105211309211
o	0.00728345464257	0.0791218465849	0.31491673895	0.450212593342	0.0913924006241	0.0150503866592	0.0107703035445	0.0106180095268	0.00469820316093	0.0079965925131	0.00793943500837
n	0.00387358924327	0.0310166784707	0.177312991783	0.620663000447	0.108403923675	0.0223032660397	0.00889951173817	0.00571997158493	0.00307825336418	0.0059369058933	0.0127918469387
t	0.00321303229173	0.0204885907027	0.155930540928	0.622199557482	0.084045427425	0.0374129251866	0.0162833317594	0.0107129415976	0.00575720419206	0.0140928030578	0.0298636444068
a	0.00197497497996	0.0137814370263	0.113818008743	0.590208828494	0.148157781408	0.0548142242822	0.0177863640065	0.0121686574619	0.00593297595802	0.0144509410259	0.0269058267349
i	0.000907546758041	0.00515413354046	0.047147417591	0.474740783498	0.343564479136	0.0878236307607	0.0136654717528	0.0062156635713	0.00295187542647	0.0062243136877	0.0116046702163
k	0.00119089916438	0.00576703579996	0.0349783064003	0.351236913833	0.392253734379	0.12759449332	0.0227498161216	0.0084134762411	0.00420974571262	0.0197677049816	0.0318378590934
