 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.633969979	0.3334490073	0.003898144492	0.007802448124	0.001652762121	0.00150887522804	0.0020090212296	0.00130607449557	0.000803718041768	0.00306913059225	0.00225865531465	0.000591406739095	0.00127196020848	0.00640883080847
p	0.405168863267	0.452911848513	0.0152477570173	0.0583776247373	0.0171481754243	0.00236922264504	0.00532777566627	0.00295176659423	0.00238405210283	0.0205204549003	0.00719439538865	0.000756484019908	0.00158277885173	0.00805884063674
e	0.329839686589	0.480519255851	0.0252289280791	0.0775178970724	0.0237372574784	0.00304017358541	0.00673038988076	0.00402610972412	0.00324753326377	0.0261790375707	0.00879286022721	0.000961359676481	0.00174489551008	0.00843467086311
t	0.309619791296	0.505705260404	0.0420466119797	0.0657813141508	0.0194967672324	0.0048028843282	0.00811714217092	0.00984160710375	0.00408133835782	0.013600492245	0.00688741469713	0.00167544100433	0.00171570200735	0.0066282168606
ì	0.206346983557	0.505676341921	0.0750494937466	0.10489807115	0.0179423561248	0.0057839099824	0.0159941322256	0.0118799987809	0.00462749527061	0.0166497287125	0.0230320564002	0.00228804647524	0.00186460530705	0.00796671208757
a	0.0965492931237	0.42420671724	0.217265771249	0.14251828585	0.0203481277863	0.0081315021568	0.0173438096185	0.0105831563783	0.00669010923314	0.0183591818758	0.0282636641358	0.00184672240162	0.00125715480474	0.00663645595789
e	0.0418029955743	0.22190486654	0.33794508315	0.264525040083	0.0449793537954	0.0115359786649	0.0127639792262	0.0124599001288	0.00915140252371	0.0141890648872	0.019454636464	0.00175918554662	0.00133966915406	0.00618887549926
s	0.0229007971222	0.0936668267867	0.255358774917	0.441958284694	0.0703233869785	0.0109377439856	0.0193567388287	0.0117017833983	0.0091678659659	0.0200341752906	0.0246590491119	0.00322357708861	0.00464382267112	0.0120672552828
ò	0.0155998723114	0.0507571252756	0.173805596106	0.584031780898	0.0659951253062	0.00964449650853	0.0240550993789	0.0087604818939	0.00690801741143	0.0193084953977	0.0200685819417	0.00318639885772	0.00534578272211	0.0125331540293
z	0.00872842326547	0.0370389858739	0.161918340769	0.601044532299	0.100386424949	0.0131125143375	0.019966498169	0.00520530332817	0.00422268379894	0.0204695601591	0.00821714760779	0.00133667790563	0.00316303628177	0.0151898754191
u	0.00643568292009	0.0199495127153	0.14891067179	0.423215644766	0.27789515265	0.0372167657205	0.024388241443	0.0100752561958	0.00622412032531	0.0221418178673	0.00375548355453	0.000850333890743	0.00246688028559	0.0164744563071
n	0.00368798191115	0.0111608996684	0.107535081263	0.309472708922	0.398816084217	0.0485306904868	0.0447475730143	0.0155560811186	0.00808267264844	0.0210320233658	0.0131068116372	0.00253216079205	0.00368578512686	0.0120533547997
e	0.00281923508823	0.00611450851103	0.0555720160743	0.248710249641	0.475840692072	0.0679389195423	0.0617221260048	0.0171080321729	0.00817995134281	0.0212396671853	0.0165527885257	0.00320139068515	0.00419239691762	0.0108079369246
f	0.0047637418645	0.00540079225091	0.0303010323248	0.157998309214	0.519807261091	0.0809465720474	0.0800626780016	0.0232926402643	0.0121376584743	0.0323433743951	0.0322711653486	0.00562354032618	0.00570342816787	0.00934786250153
à	0.00550937384615	0.0062158025885	0.0165027621016	0.179478044938	0.441485990364	0.0818366292825	0.131869109867	0.0282830022014	0.0129154551981	0.0346255301917	0.0374603105829	0.00670380145939	0.00683366930196	0.0102806287738
i	0.00216030572227	0.00474671466962	0.00949923569387	0.149304815199	0.397160950588	0.158067824828	0.176979205556	0.0414552530871	0.0150028770394	0.0160340463572	0.0144255015763	0.00315670564126	0.00336258686609	0.0086440170486
e	0.000902397135024	0.00251576145754	0.00542504947729	0.0560416895243	0.327752718663	0.222590586609	0.249808233185	0.0703942911624	0.0281562359465	0.0142889264791	0.0108184485257	0.00263983990995	0.00188427715413	0.00678152383953
s	0.00102787665439	0.00153570204913	0.0027682930539	0.0241938114728	0.227452711954	0.173498472683	0.376108043062	0.0852745827208	0.0344789618688	0.0308090465197	0.0192675501668	0.00566622352872	0.00651907523738	0.0113996077725
ò	0.00102064728368	0.00200829747992	0.00144514788237	0.0162501369976	0.145072182078	0.114387189441	0.516068435687	0.0903957934403	0.0321141925763	0.0333307860066	0.0179371882423	0.00684913372924	0.00890864695286	0.0142122222675
