 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.6989808525	0.1534603394	0.02852678217	0.009800169295	0.003881500025	0.00117042088077	0.0033390046795	0.0043261322318	0.00253354546652	0.00358355393067	0.00224471857175	0.000864390713324	0.00256048829125	0.00141974834371	0.008763196976	0.0745451714839
n	0.420566499066	0.361850885267	0.07940868949	0.0314256492137	0.00658833381433	0.00237819933077	0.00276293881617	0.0030766895978	0.00229067774052	0.00196550253587	0.00107574993102	0.000843157923657	0.00205138038452	0.00105405226655	0.00744957734916	0.0752120406405
ì	0.151301882858	0.651027684422	0.109568175603	0.0341570141579	0.00715216453278	0.00307049901332	0.00176221517852	0.00144928729193	0.0019055865216	0.00125628944202	0.000670748712273	0.00106615462161	0.00139637657457	0.000475762306897	0.00274256825393	0.0309975708533
c	0.059105064866	0.730597682141	0.137920840708	0.0208124234726	0.00502212690626	0.00261886766284	0.00244657224824	0.00214978672651	0.00154309777506	0.00078960233556	0.000442014928671	0.00118407416478	0.00204187206314	0.000336900266179	0.00179312472078	0.0311959311627
h	0.0352651004733	0.70130794938	0.173816657369	0.0196938065162	0.00696649099835	0.0032519479992	0.00531045402611	0.0056235980734	0.00631872455149	0.00237227445654	0.000413848773557	0.00133703564607	0.00448976040671	0.00046241356364	0.00157253852868	0.0317973841107
a	0.022564709357	0.534654849927	0.330774197323	0.0585160775641	0.0105492198237	0.00308448872108	0.00512342000247	0.00553850357037	0.00742203648502	0.00264722810559	0.000374313301286	0.00103056610974	0.00435336867108	0.00040922817025	0.000674927921734	0.0122828197768
t	0.0150123232376	0.296871323109	0.512667122441	0.111072160855	0.0226403816499	0.00637444654879	0.00532812288016	0.00414646342799	0.00535267243683	0.00226961803774	0.000958963074475	0.00215215694381	0.00276693152203	0.000456071018967	0.000583475129459	0.0113476978385
o	0.0113136297969	0.175438210474	0.555419656814	0.167678494352	0.04497896815	0.00868156219686	0.00566320964072	0.00472487648866	0.00481224007714	0.00268874324287	0.00160202559273	0.00253535041824	0.00217243729913	0.000579727060159	0.00058303251943	0.0111277821924
r	0.00815570577137	0.111163983383	0.515263331605	0.209247810451	0.0753778439167	0.0212738715996	0.00895364750757	0.00639476975889	0.0108045698306	0.00453193022885	0.00296393321758	0.00512107473658	0.0035655384231	0.001421594932	0.00166219795638	0.0140981864804
ì	0.00711303268706	0.128766610939	0.402341275868	0.247338928484	0.0885890063722	0.0527844406599	0.0103619568559	0.0064467917663	0.0137215537235	0.00543329852588	0.00357258678266	0.00712926055619	0.00455262846103	0.00177418758643	0.00264750152059	0.0174269226549
