 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.587374298	0.353999075	0.03523625035	0.0012764063738	0.0039763754984	0.000764844874812	0.00413842330226	0.0132343200747
m	0.4046334372	0.415002494267	0.0879839404433	0.0197326611245	0.0209387613674	0.0124034284621	0.00865998132796	0.030645310047
a	0.331061540133	0.458375849356	0.0974191417011	0.0261141150795	0.0257659184785	0.0162725785132	0.00986850426912	0.0351223393528
r	0.233116632378	0.566191681119	0.11182981532	0.0199108662445	0.0336633066355	0.0140165657482	0.00419651882211	0.0170745671745
ì	0.163639345819	0.565575066373	0.17994320264	0.0195800329748	0.0399227082765	0.0141064847701	0.00301659724477	0.0142165147912
o	0.0954653240397	0.515877212124	0.322107883547	0.0196168437183	0.0305485303368	0.0059404392587	0.00186449037708	0.00857925132947
e	0.0348413096352	0.311644439375	0.557553781182	0.0459138170394	0.0395086179589	0.00382272227357	0.00095595826612	0.00575937891956
t	0.0151691967704	0.126993125205	0.667332735061	0.0830056986798	0.0517850402863	0.00832648172852	0.00791576640671	0.0394719659832
è	0.0082830019428	0.054396951815	0.72750658302	0.0922204842933	0.0483934542288	0.00848608384951	0.0106608319176	0.0500525562617
l	0.00653592043693	0.031138807925	0.785787029673	0.0911658895644	0.0369915962096	0.00390893042317	0.0063901984312	0.0380816100846
i	0.00595710379691	0.017270210699	0.547840617824	0.315317508121	0.0663759498032	0.00811518843439	0.00505672941707	0.0340667269542
f	0.00724674762967	0.00992323120233	0.247282772408	0.517934239374	0.103526684401	0.0486451985048	0.0175765407657	0.0478646349347
a	0.00803155585239	0.00731133537978	0.125630738469	0.525487594458	0.144807513934	0.0834975945683	0.0272584313352	0.0779752738916
m	0.00762812793976	0.00729018524473	0.0638766907497	0.526511065486	0.184017170178	0.0914157858228	0.0256144244211	0.0936465279865
è	0.00799743504804	0.00905255694964	0.0466642839966	0.464448424829	0.277355144926	0.0832895557743	0.0266608559964	0.0845317200382
n	0.0215234159848	0.0207535051909	0.0486307170922	0.358034253276	0.381449388975	0.0605194018581	0.0371021193721	0.0719871535661
o	0.0255831319052	0.0218941214086	0.0381772258866	0.234822214359	0.417881828992	0.142441608953	0.0406574716574	0.0785423328954
a	0.00914038701493	0.00826775004182	0.0157660761463	0.126615357186	0.482742694997	0.273658576318	0.0262057700458	0.0576033734785
p	0.00460634589453	0.00364862033183	0.00740846474237	0.0564795485953	0.463676757532	0.342145309639	0.0408823510686	0.0811526051395
p	0.0102015711634	0.00355550193048	0.0111173392461	0.0411020117278	0.294146600051	0.330000762346	0.117912472614	0.191963733995
è	0.0202009918442	0.00799987076523	0.0160576522887	0.0560555602386	0.21844406769	0.248647712382	0.193696518742	0.238897592727
n	0.0341615586751	0.0167131138932	0.0188554607223	0.0616181497929	0.27691181723	0.241716451461	0.183016349647	0.167007065242
a	0.0314699447329	0.016067855858	0.0190022388979	0.0437734347226	0.234603396877	0.309045416487	0.200116481082	0.145921253081
o	0.0129039109149	0.00769432827231	0.0148329592676	0.0248290223771	0.132585204426	0.311411733496	0.293918099494	0.201824784427
m	0.00654151938442	0.00424563906248	0.0104000237009	0.0155286225637	0.0988327368487	0.319933355165	0.338043516431	0.206474575122
a	0.00471440351333	0.00360832926352	0.013473299856	0.016868546817	0.0718861677029	0.296753294922	0.37783788141	0.214858063621
r	0.00956221898542	0.00356199484178	0.0157913323267	0.0167884403157	0.0368737583476	0.237289836774	0.417269155737	0.262863351114
è	0.010867592476	0.00268578289104	0.00914573436927	0.0147897926037	0.0431526884359	0.171607548198	0.471410180512	0.276340763611
i	0.00391465110975	0.0029247062069	0.0135605613933	0.0159130500643	0.0429192499666	0.097907215686	0.463358746837	0.35950175487
</S>	0.00219761189515	0.00357128720334	0.0199401725017	0.0148852150706	0.0259379513353	0.089920276263	0.398324628419	0.445222720935
