 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.868209666	0.0865145469	0.00845722689	0.0033288244748	0.00166297154572	0.00114615811424	0.0017894398454	0.000546240831491	0.00239082633425	0.0259541429203
a	0.670991988767	0.160225063633	0.111707361383	0.00879013200147	0.00635208398612	0.00135098313804	0.0027159395318	0.000910384783891	0.00124727731625	0.035708776678
d	0.380609081356	0.336809110544	0.187467668128	0.0261507706938	0.0111441081587	0.00370113830401	0.0047031691446	0.00299148788983	0.00163969129395	0.0447837292433
e	0.188786285885	0.598165794848	0.127839250776	0.0312737702033	0.00891535404957	0.004274717907	0.00442206815613	0.00334445643208	0.00146861159958	0.031509659926
r	0.101848756462	0.690985190283	0.102438596725	0.0348549277731	0.0110090294012	0.00826916895	0.00760185194664	0.00599918672936	0.00188990398559	0.03510342972
f	0.0806805024207	0.593560974094	0.0988110497417	0.058307104191	0.0330962390871	0.0430949050967	0.0180071128155	0.0217207905358	0.00719587586853	0.045525509153
ì	0.0808597169936	0.521752538031	0.156369631781	0.071397860397	0.040091560203	0.0510196361996	0.0183099271758	0.0235282628544	0.00885100689662	0.0278198255515
m	0.0905769684179	0.54423928201	0.20128663396	0.058435550199	0.0204473156217	0.0212619383986	0.0101747253893	0.0100915526675	0.00685954191998	0.0366264018452
m	0.124863752506	0.513281981737	0.206055167987	0.0582259503997	0.0103726960626	0.0134793639775	0.0135441042298	0.0054410994647	0.00846930778066	0.0462665072333
u	0.100135520053	0.361016067846	0.303542184062	0.131941503667	0.0332469684362	0.0164129024058	0.0171873717079	0.0041993831969	0.00651091160462	0.0258071540084
f	0.038556078869	0.199527132949	0.350402261687	0.223572272556	0.0558273476787	0.0323035172019	0.0263149251673	0.030429028429	0.0114180625926	0.0316493683809
è	0.017126690587	0.0918917326763	0.395811014562	0.304250040852	0.0449302504262	0.0333512874806	0.0264942757158	0.0381189858222	0.0137875046913	0.0342382447978
t	0.00952318303567	0.0467729509188	0.440404382854	0.365505250951	0.0398502614554	0.0201579937402	0.0151478622386	0.0238741117966	0.0102018781642	0.0285621394126
i	0.00683585712518	0.0255416904516	0.329564039818	0.431391696317	0.120124190665	0.0215617308267	0.0112980351789	0.0194663365551	0.0082318040634	0.0259846350706
p	0.00595822372549	0.0155591574789	0.194899724073	0.479030704772	0.191945815288	0.0391688522222	0.0161187900323	0.0190684940793	0.00617509520847	0.0320751909059
ò	0.005480202358	0.0122852402926	0.191393435891	0.479575241591	0.180292656363	0.0493017356007	0.0191695771141	0.0188373849742	0.00737457297189	0.036289949029
r	0.00489962160382	0.0077276180862	0.17684089423	0.461996941864	0.221595820054	0.0542710536869	0.0144895705214	0.00986257213133	0.0121957338294	0.0361201438799
k	0.0100448032294	0.0113447669541	0.11355555321	0.413367582621	0.215635023285	0.070988742389	0.0177823061605	0.00964620761724	0.0488853973182	0.0887496124492
e	0.0107178959382	0.0109222989492	0.07225053603	0.35272485796	0.256283028428	0.118903602463	0.0270294095735	0.00836979765908	0.0552761460663	0.0875224548497
t	0.00747007508785	0.00628326382992	0.0303422005967	0.272970514073	0.321542764143	0.204078191221	0.0456952438778	0.0168155124064	0.027339685029	0.0674625732396
e	0.00547063569008	0.0043469852571	0.0151857161142	0.172504603404	0.313738252714	0.33207294174	0.0548414506993	0.0220619369821	0.0183959185743	0.0613815464362
e	0.00286510167572	0.0024438514041	0.00649243845807	0.0808428516213	0.288685351838	0.45471792698	0.102101872673	0.024795856394	0.0104613645994	0.0265933903747
n	0.00154077725492	0.0018106284563	0.00387536669669	0.0448562950471	0.214058592679	0.48331044206	0.145606473091	0.0288059736647	0.0117259465098	0.0644094759306
a	0.0012433764696	0.0018254443621	0.00336277737356	0.031180315753	0.150603060406	0.52953434402	0.145415328297	0.0339420815349	0.0201946727699	0.0826985351199
s	0.00197139162022	0.00318995007088	0.00362895216319	0.0167255680617	0.0946375190487	0.567087268873	0.144711357466	0.0472370891116	0.0297597999233	0.0910510956033
t	0.00262224125433	0.00396538505719	0.00387448235773	0.0399605271406	0.0731719406429	0.487266147824	0.127236845655	0.0503620409039	0.0742768715744	0.137263490617
u	0.00153005951738	0.00243344494038	0.00278375912731	0.0465688437169	0.053854579541	0.391359789675	0.206846101285	0.0711601903013	0.0993389605915	0.124124171552
d	0.00322519001949	0.00628239933093	0.0033071814045	0.0212551621023	0.0365154161403	0.338958917558	0.255823042562	0.1010478925	0.110739764197	0.122844948271
i	0.00397252662693	0.00787296976618	0.00416926299617	0.0127870923981	0.0282857603801	0.290360041386	0.248614474987	0.135251155367	0.131028337266	0.137658337377
è	0.00182567798346	0.00377736759183	0.003829425143	0.0072978030067	0.0182271384554	0.183719131275	0.414052416329	0.157032668122	0.114119676222	0.0961187091257
t	0.00149573525924	0.00281812635923	0.00379358934802	0.0043539395969	0.0131522985751	0.100174758498	0.54947782651	0.125879610907	0.124619404874	0.0742346924419
s	0.00193334616365	0.00258074136981	0.00299437979409	0.00459433859697	0.0103450635384	0.0848546566927	0.441790658103	0.086504230569	0.216741432091	0.14766109197
i	0.00159680168644	0.00205917780386	0.0023170770901	0.00433322252668	0.00746901118933	0.0584877878756	0.321692959368	0.13992580619	0.27531932763	0.186798837946
j	0.00200362814696	0.00246942660019	0.00221372844744	0.00286766058992	0.00545680144764	0.0418056170699	0.295638846256	0.209743406063	0.27466043321	0.163140493318
a	0.00216603306712	0.00247651887315	0.00209281312937	0.00248841746051	0.00462124429188	0.0329367395833	0.209760067685	0.262801263488	0.334682076403	0.145974838575
m	0.00302952141247	0.00252336105095	0.00209343462328	0.00215525870662	0.00321787287423	0.0237928974524	0.155447775828	0.276574169963	0.373984472134	0.157181224811
è	0.00330693122827	0.00244276973983	0.00203225623884	0.00156514203017	0.00299794129491	0.0190841292981	0.156510885576	0.195012149654	0.435813908045	0.18123388969
d	0.00411147096354	0.00441442545336	0.00404145106242	0.00282747148636	0.0042361429862	0.01387643066	0.168111073999	0.160561585751	0.460463928015	0.177356059163
i	0.0044146594425	0.00506374243863	0.004428292219	0.00331702798572	0.00430148432477	0.010786993226	0.145490512686	0.162999121564	0.451506578672	0.207691622054
k	0.0063272184069	0.00482688478541	0.00339869950476	0.00241223322669	0.00247669892708	0.0061942969124	0.0756389375367	0.139999959701	0.503767319557	0.254957761345
o	0.00699037505244	0.00492568544306	0.00328777842847	0.00234567654121	0.00187766350821	0.00483005943987	0.0412236974536	0.115232118947	0.542224289186	0.277062660442
</S>	0.00379644501483	0.00320178541702	0.0024391868267	0.00188913654091	0.00113165751071	0.00361545780994	0.0290820439468	0.104914388443	0.565714283593	0.284215620221
