 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.54319001	0.31908798833	0.0145097022912	0.0040978281416	0.003314494884	0.00645303891061	0.0156795528358	0.0936673621168
t	0.299182437749	0.515756765783	0.0385871594237	0.0182358020005	0.00632057572667	0.00845295190511	0.0403827806491	0.0730814967377
è	0.117893858252	0.725790518268	0.0451475764746	0.0219983266535	0.00729146250889	0.00729344663824	0.046234603409	0.0283501836566
l	0.0860641419107	0.810858642756	0.0341836036915	0.0101016895578	0.011687426183	0.00469611838641	0.0220609176769	0.0203474648718
i	0.0729707603129	0.631550539252	0.201873609097	0.0282933473393	0.0216982587877	0.00612585623794	0.0194681353245	0.0180194619826
f	0.0376588939203	0.373183435817	0.419123087699	0.0793338969131	0.0367967408092	0.0188048752546	0.0145111082512	0.0205878917762
a	0.0223681640321	0.210845483208	0.5039951499	0.141344501104	0.0472297041031	0.0287974278649	0.0160170618744	0.0294024663541
m	0.015462257098	0.137341583272	0.505192138633	0.186466887701	0.0817904686677	0.0263235381016	0.0163178927775	0.0311052633414
è	0.0146485104073	0.097581875764	0.481257712878	0.240722625234	0.0964995201559	0.0213947474139	0.0209423760158	0.0269526756705
n	0.022465728156	0.086811897608	0.435108032959	0.288270167211	0.108710397185	0.0154948999713	0.0238693956053	0.0192694877168
o	0.0229208185503	0.0666139812621	0.279761181593	0.333738766804	0.216519001595	0.0381286885571	0.0187964620884	0.0235210841723
o	0.00828841767125	0.0268037799079	0.123883107918	0.348685865201	0.330561117198	0.115997200786	0.0202523528855	0.0255281310334
l	0.0039492995402	0.0110471270546	0.0528792090793	0.247337989	0.451115065733	0.134573433662	0.0423257509325	0.0567720796838
i	0.00287564835841	0.00873621626493	0.0248159824178	0.133272954133	0.493940433911	0.161426648287	0.0783957034388	0.0965363560179
m	0.00270294994502	0.00875692102113	0.0167274124959	0.084749804711	0.514565804637	0.190036836562	0.0742146577349	0.108245606431
i	0.0025093971107	0.00677107981029	0.013185242448	0.0531367809503	0.440953837479	0.290278132654	0.0864025843536	0.106762926169
a	0.00142886781407	0.00493830822926	0.00759703057769	0.0264824092368	0.23190974896	0.519137706218	0.108311599971	0.100194256523
f	0.00110544028925	0.00346871658489	0.00627631663756	0.0165671682189	0.200917330187	0.500888184073	0.13613679791	0.134639993754
o	0.00112131741376	0.00601701016263	0.00528174333585	0.0105411799996	0.172674800136	0.361472906691	0.257848243557	0.185042816498
r	0.00131698359652	0.0072849768242	0.00583222210128	0.00745649205987	0.0840419177853	0.31125957323	0.339258708639	0.243549151899
à	0.00119916813984	0.00428913485434	0.00916656945053	0.0205604635111	0.0525497615951	0.21707372181	0.376294083946	0.318867049966
</S>	0.000715411094773	0.00249241405968	0.0103509065404	0.0326420625922	0.0347493977975	0.147309885505	0.418060239573	0.353679605583
