 	la	macchina	vuole	riparata	dal	meccanico	</S>
i	0.763705265	0.20295477667	0.00749255003	0.0040737675132	0.00196923219169	0.00305848359673	0.0167459247213
m	0.556820231247	0.33232011989	0.0455061391167	0.0101366944664	0.00506680644502	0.00466662341913	0.0454833819444
à	0.346346001329	0.507433665963	0.0677396289989	0.0121712168135	0.00577072138301	0.00520546721558	0.0553332828863
k	0.257019415976	0.638968408654	0.047317541093	0.00553290893183	0.003809639617	0.00216580395639	0.0451862357012
i	0.199925639799	0.665663206885	0.079258486431	0.00969998783994	0.00318665731367	0.00122771817553	0.0410382800416
n	0.138687104869	0.614927113628	0.176270506877	0.0279455665	0.00806244303789	0.00287166674924	0.0312356338661
a	0.0856491862543	0.457448504543	0.355537160292	0.0553550909	0.011026470486	0.00494113902041	0.0300424671276
t	0.0462607569034	0.299661791781	0.521953601431	0.06309788624	0.0276480349753	0.0117440752395	0.0296338669579
è	0.0281794360645	0.17608861926	0.64770605781	0.06863231952	0.0341006233251	0.0129026499998	0.0323902573413
l	0.0204879593995	0.10455641982	0.724009356603	0.06998407624	0.0225105333817	0.00815740469327	0.0502941845064
i	0.0172341407896	0.05779237723	0.583067002868	0.251064591813	0.0273648790872	0.00789586031776	0.0555810905548
s	0.00993617361847	0.0276889829233	0.480620162289	0.385736279938	0.0433713091291	0.00983160773059	0.0428154560769
t	0.011106215623	0.0291279974378	0.41494106343	0.290048572646	0.0652888033097	0.102664972037	0.0868223320083
i	0.00813620748593	0.0228627099399	0.228525941477	0.431338228215	0.0760048892699	0.138328551466	0.0948034082001
a	0.00341534245509	0.0092823582393	0.101748761026	0.650437336738	0.12672976689	0.0592958988878	0.04909051378
m	0.00353320029954	0.00778642968777	0.0532874098087	0.637464321313	0.162546849163	0.0420470021217	0.0933348206677
m	0.011186271274	0.0116389578786	0.0532380963362	0.547161064438	0.125357397521	0.0542489471072	0.197169358979
è	0.0246084168758	0.0174043774862	0.0560994122787	0.491254931746	0.156008195107	0.0538124233651	0.200812241515
n	0.0511818791867	0.0304421917787	0.0670950493929	0.404418917915	0.269998385502	0.0462787551177	0.130584788805
i	0.047766151784	0.0272974934985	0.0569521170323	0.299511846972	0.350956879967	0.126228040639	0.0912874862683
à	0.0168393153993	0.0102135518834	0.0231038534208	0.191260304173	0.511915728656	0.173650609213	0.0730166465561
t	0.00612965758186	0.00444902352803	0.0114584637956	0.0944687285597	0.611976877219	0.166746880471	0.104770369612
t	0.00460516713696	0.0041004961367	0.00997308145187	0.0619186307732	0.480395266073	0.22714755669	0.211859765051
o	0.00460676426005	0.00417511898837	0.00961749370862	0.0435731920477	0.287591819424	0.407473012897	0.24296253917
m	0.00456409594131	0.00580919801482	0.00627589764527	0.0256740811426	0.220303056875	0.513927228966	0.223446415261
e	0.00521395143195	0.00676646255405	0.00586236591476	0.0192177523215	0.192779355558	0.558546098989	0.211614036958
k	0.00449947104388	0.00556109363269	0.00512004915445	0.0141526355712	0.105969167993	0.638961532996	0.225736063485
k	0.00710689398311	0.00559878383433	0.00541163651935	0.00844968222373	0.0714274932043	0.625808803665	0.276196690244
à	0.0185910265996	0.00688383952171	0.00767492153038	0.0168217896106	0.0844367164014	0.520694433888	0.344897307665
n	0.0262097081891	0.010742412185	0.0105273737707	0.0206292290443	0.117857724134	0.447232593963	0.366800987888
i	0.0191221813952	0.00982965361021	0.0104367610407	0.0159435466489	0.0900426167247	0.489573055321	0.365052187963
k	0.0120500537901	0.00977271579142	0.00655093341427	0.0111765468498	0.0400049750282	0.571139593107	0.349305184491
o	0.00878338199007	0.00925891614314	0.00481881236814	0.00713487819387	0.0213144145361	0.558867836369	0.389821729334
</S>	0.00624452867268	0.00565968177017	0.00437734400837	0.00725209514653	0.0130889483981	0.483081748185	0.480295628667
