 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.738772822	0.17227341889	0.018788870005	0.00790399135	0.0047444436133	0.00316555825383	0.0025789922023	0.00362742502977	0.0481444515247
ò	0.797464254133	0.145736205003	0.0221531189263	0.00805002334667	0.00289851724463	0.00165372419983	0.00111831272863	0.00202593697045	0.0188998388319
t	0.759751976178	0.126029415841	0.0553849861601	0.0123884018256	0.00462409809821	0.00327235944328	0.00085622893217	0.00253812802239	0.0351543673578
t	0.670668286059	0.119576282947	0.07462189792	0.0265667837805	0.0394976147514	0.0163437308304	0.00280181353642	0.00461000003	0.0453136290007
i	0.419552519961	0.325802687316	0.122823813507	0.0385944198855	0.0481730975118	0.0182872614001	0.0030497279473	0.00365423794126	0.0200622727697
è	0.155992621282	0.457090125505	0.294123880502	0.0534838975818	0.0180454998553	0.00702857272217	0.00170655173339	0.00382925819809	0.00869961530274
t	0.0676745802873	0.326880027102	0.457482114834	0.0822164037073	0.0127538207631	0.00812058537552	0.00274032824378	0.0058906625111	0.0362415208335
t	0.0975268818691	0.237067193034	0.453639482278	0.0856014947291	0.028013696461	0.0193432322358	0.00727496378271	0.00928257088503	0.0622505042665
a	0.0986112689397	0.229389979858	0.479443676759	0.0889472219764	0.0294588055337	0.0187065358426	0.00735995505104	0.00849964138588	0.0395829063902
s	0.0362491167922	0.194439191533	0.553507370253	0.119604878459	0.0264172511379	0.0258689987782	0.0108925795511	0.00733138691816	0.0256892369106
e	0.0153983020822	0.118335032598	0.539299802751	0.23028066942	0.027442714206	0.0283873824061	0.0123665541977	0.00732888607283	0.0211607166048
o	0.00592114762705	0.0618124926193	0.418812147464	0.45822657914	0.0235502468287	0.0120240214554	0.0052459046581	0.00539810030835	0.00900943097387
G	0.00351853689108	0.0320399419864	0.311751921035	0.55480798238	0.0372537678096	0.0100720307251	0.00470887406897	0.0118654040661	0.0339815657993
i	0.00268720771308	0.0208744329221	0.297876096345	0.532155166793	0.0626249055365	0.0180120085297	0.00867337965786	0.014089500282	0.043007309552
o	0.00148743675845	0.0127078514227	0.208402632182	0.572314616264	0.137746008912	0.0272517632579	0.00938881375275	0.0126904935833	0.0180104401807
v	0.00218505853674	0.00688390773757	0.111070882727	0.585251926755	0.175760173771	0.025675864826	0.00581603721792	0.0359501506044	0.0514060841919
à	0.00320780939253	0.0152977680085	0.0922192276823	0.542774267585	0.207694028324	0.0263469658087	0.00513807100764	0.0393977853588	0.067924121295
n	0.00477336109712	0.0190881572168	0.0960998468674	0.453594323862	0.285906762641	0.0323915102829	0.00529272653988	0.0251332378923	0.0777200847217
n	0.00761454632694	0.0143730011349	0.0791835397558	0.387023511287	0.307264669014	0.0543217950476	0.01063032623	0.0256080766974	0.113980569473
i	0.00630366463674	0.010805201308	0.0428412775413	0.352665269762	0.380869993005	0.0844515850492	0.02089501683	0.0209525721951	0.080215507551
e	0.00270407553811	0.00441846929202	0.0171152332678	0.293884133567	0.478716018335	0.13469521675	0.0208505381567	0.015970379379	0.0316459955103
A	0.00110999910005	0.00250220982703	0.00800724558727	0.268928942336	0.475857733712	0.197707102317	0.0190585271209	0.012107363171	0.0147208661711
n	0.0010636680269	0.00220619516596	0.00583662217309	0.261058367279	0.455362212437	0.193282101639	0.0186252336063	0.0188242899003	0.043741255804
n	0.00366169084549	0.00349019197027	0.0057841443017	0.194187673426	0.453741895746	0.201227757413	0.0198813039594	0.0304870823294	0.0875382726387
a	0.0046307297784	0.00355473714966	0.00497141159619	0.108727321149	0.404986173249	0.314366047804	0.0554287640865	0.0311287883365	0.0722061301776
ì	0.00233389418735	0.0018027499805	0.00270406959919	0.0567493353243	0.33260574555	0.467897363935	0.0776283320955	0.0249554146542	0.0333231271379
s	0.00115803428887	0.00122011874366	0.00170590256816	0.0392958826828	0.287095622983	0.502436873312	0.0688848322718	0.0437590259827	0.054443686548
t	0.00112989695521	0.00110398010901	0.00181998611365	0.0333972702409	0.232794730328	0.426259509104	0.0662260638639	0.0747119389476	0.16255657796
i	0.00159599096304	0.00112114161338	0.00218226398523	0.0242757558883	0.163825164063	0.392228618368	0.178048695821	0.0689228481359	0.167799388354
g	0.00289478643095	0.00215613972461	0.00306577148773	0.0251000927774	0.120038385974	0.415562365789	0.253546415607	0.0710895041786	0.106546414575
g	0.00388216648783	0.00228167611291	0.00297598610855	0.0265755472858	0.109686003791	0.429838638263	0.179861762736	0.0837140809729	0.161184101782
h	0.0212704616646	0.00254971411257	0.00306903697218	0.0214761681019	0.0890915437303	0.385031587421	0.146419690112	0.0823881895043	0.248703606358
e	0.0272095251027	0.00274162832657	0.00299717397293	0.013154525174	0.0565683550501	0.342032310474	0.259510099371	0.0815062478348	0.214280147584
c	0.0123770937066	0.00207826926114	0.00240782908036	0.00757688246	0.0391307041034	0.281958182225	0.308020943857	0.182133109145	0.164317004958
è	0.00677738749225	0.00240613216945	0.00231405066723	0.00531556038867	0.0350088438811	0.280647394808	0.236996424019	0.250479006315	0.180055201216
p	0.00442062485646	0.0024295835422	0.00285240972264	0.00465921852956	0.0427832500604	0.283876586736	0.188765285273	0.305670964038	0.164542113405
l	0.00402052370791	0.00293395213231	0.00405925238044	0.00618262610519	0.0505006167068	0.220600676485	0.140442817291	0.393498252013	0.177761372068
o	0.00405754908933	0.00274287647186	0.00363548493753	0.00680572123906	0.0378617742029	0.155265363815	0.191373841364	0.394108345338	0.204149093556
n	0.00324699574256	0.00186790201485	0.00242981970739	0.00518832971169	0.017406519475	0.081179487585	0.210296267055	0.442601157779	0.235783632331
n	0.0023219324233	0.00196681536493	0.00322927624271	0.00668140857576	0.0123302608757	0.0535011178283	0.154974304285	0.419832498593	0.3451624945
e	0.0019351927035	0.00166365149398	0.00362286394713	0.00769659934939	0.00953441615303	0.0352975419761	0.137472819428	0.371881656864	0.430895236745
</S>	0.00147715828676	0.00122515482778	0.00282326745369	0.0063437442581	0.00665250318222	0.0229638047381	0.135743778714	0.390281423432	0.432489131373
