 	è	possibile	che	è	entrato	da	qui	</S>
i	0.7710229232	0.2133201899	0.0076041625765	0.0017059089303	0.0004237899139	0.0003106393579	0.000480886378	0.00513155898867
s	0.498132169833	0.37376147226	0.0251656993322	0.0208928721264	0.00166576285663	0.0045794991143	0.0283395462681	0.0474629942995
o	0.240690089631	0.567969951047	0.0534691058907	0.0294098706984	0.00273840426754	0.00623843487677	0.037845311464	0.0616388121462
g	0.12156544287	0.677117429882	0.0870982228302	0.0430204675415	0.00862474884985	0.0100278690503	0.0139362710693	0.0386095683465
g	0.0682963076033	0.675202304827	0.0937029088101	0.0505966688902	0.043735580177	0.0129091242688	0.00693613497343	0.0486210286813
è	0.0555734493078	0.663820655609	0.11089780987	0.0490715201511	0.0673066778193	0.00858841282897	0.00430261167481	0.0404389308264
s	0.0494757785693	0.570305112536	0.193237142423	0.0527244592104	0.0566801575571	0.0301461725363	0.0057048002916	0.0417264194801
t	0.0485353580964	0.402954717312	0.230534746741	0.0510265802901	0.0657902562524	0.0455412376521	0.0285363568112	0.127080687402
e	0.0300344806317	0.232423907097	0.30437596418	0.14536254125	0.0766072662841	0.0417579954507	0.0342040029844	0.13523371917
k	0.0137307010411	0.130738185932	0.375375336727	0.19568930455	0.118803245895	0.0457602845169	0.0167254903081	0.10317740609
a	0.00933660610023	0.0932524743181	0.314736361576	0.20833070265	0.163821216032	0.104056448172	0.0136474142994	0.092818753891
m	0.00738422631234	0.0593005218081	0.246576459525	0.198072062483	0.220800865811	0.151735225857	0.0184461003165	0.0976844960287
b	0.0131952474341	0.042987189604	0.174943316975	0.140977722894	0.321829229337	0.124012844152	0.0231826578655	0.158871733157
ì	0.0237643482447	0.0331248613347	0.101450486192	0.165235548498	0.344993585179	0.154151310717	0.0277349829152	0.149544857755
k	0.0368506461642	0.0214048114416	0.067446357904	0.159748725033	0.37990208746	0.184865046372	0.0346583431717	0.115124011795
e	0.0379653763084	0.0226958503421	0.0440844497211	0.097158588767	0.307189020453	0.345995513124	0.0580341775906	0.086877054275
a	0.0199986061499	0.0257196607031	0.0192957613334	0.0472894971117	0.126290275991	0.451434003041	0.237930706464	0.072041494605
p	0.00839734551803	0.0182284269122	0.00815568914413	0.0232125918106	0.056937378057	0.308273969814	0.468339289155	0.108455277908
ò	0.00449627097566	0.0101132597542	0.00420551073704	0.0132031319369	0.036510251359	0.178200522071	0.639593815385	0.113677221696
t	0.00312930554706	0.00728427179061	0.00286362223117	0.00937254214497	0.0316863976793	0.10246881781	0.743901010462	0.0992940771653
t	0.0045064896152	0.0118625881581	0.00307059981121	0.0107437262143	0.0294592905061	0.0712459456567	0.701946600821	0.167164842615
u	0.00546318437299	0.0248864298982	0.00231804668582	0.00927389060743	0.0188162080533	0.0416817631602	0.553799058607	0.343761480365
</S>	0.00550640135537	0.0332847822397	0.00153879768904	0.00488955341772	0.00973501004355	0.0276463325921	0.452530519804	0.464868648183
