 	ho	messo	uno	specchio	sul	muro	</S>
è	0.447560687	0.35929351847	0.108235997385	0.049228959172	0.001895542393	0.0057095125568	0.0280757589653
v	0.242324252802	0.529850424157	0.14324358732	0.0605861493207	0.00149569675953	0.0051703744424	0.0173295546689
a	0.152965232896	0.680498309386	0.123390613973	0.0330900818576	0.00090841647011	0.00242636049553	0.00672104331963
l	0.0865943643253	0.637385397795	0.211495392791	0.0473687699012	0.00643301245997	0.00449029501698	0.00623279785654
a	0.0677562556798	0.474959845598	0.37716826313	0.0579235718537	0.00867700000466	0.00572375799699	0.00779134985351
è	0.0631722093453	0.424206855246	0.446792578977	0.0487496255312	0.00526848149802	0.0042668458914	0.00754343887384
n	0.0385264274651	0.417173301729	0.442865220659	0.0809004388704	0.00586471898047	0.00405956631287	0.010610313694
a	0.0221651856681	0.314471326103	0.485981108886	0.150552753757	0.0120653368202	0.00347773185896	0.0112864634314
n	0.0138239406121	0.167412995024	0.440284399295	0.307459186652	0.0283197546801	0.00733168783632	0.0353679049426
j	0.0126569941897	0.105707242191	0.346599403432	0.353399550951	0.0676551614	0.0241412535286	0.0898403546037
a	0.0110318240195	0.0687374567823	0.327645366011	0.350694555984	0.11166243984	0.0322256465761	0.0980027596186
l	0.00985891932583	0.0320957676221	0.266168334337	0.391943776461	0.13323063592	0.0566088341654	0.110093811117
ì	0.0106406684245	0.0205598265767	0.175451961379	0.349117925954	0.14592550228	0.161615980988	0.13668814611
s	0.0135501210803	0.0274177085102	0.105881126193	0.333166423985	0.15441948176	0.241902168729	0.123662870037
t	0.0130374249594	0.0303790649947	0.0753675769977	0.262224986528	0.249750838453	0.225886308153	0.143353719656
o	0.00600379359853	0.0140559617767	0.0477367238992	0.141555034976	0.447641165484	0.184228085841	0.158779187329
t	0.00333442432916	0.00662619427744	0.0200750686991	0.102439817659	0.445475805161	0.247859791827	0.174188831788
ì	0.00231620170539	0.00390074941932	0.00949446535903	0.0889796392063	0.253764684654	0.458278653542	0.183265532875
c	0.00209057584062	0.00173841807323	0.0106049226797	0.0647980204154	0.159043877151	0.615883949847	0.145840163798
h	0.00324548228234	0.00238716301708	0.0142019145732	0.0470509808985	0.236845276384	0.570019575282	0.126249608703
o	0.00279670701905	0.00283936132516	0.0089502843404	0.0251300243128	0.248056395661	0.426811182827	0.285416080964
</S>	0.00198782534483	0.00225210009278	0.0050644307742	0.0136191346764	0.171441490131	0.361377438013	0.444257587482
