 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.618952037	0.232559383134	0.05076921018	0.032990065928	0.0052470632238	0.0103742524265	0.00672280595315	0.0423851822669
g	0.397512403587	0.421220819245	0.0768889377267	0.0333814680733	0.00565710864327	0.0104322383415	0.00644637000915	0.0484606334198
r	0.258690610229	0.617717280415	0.0630160304422	0.0184607499778	0.00492133232376	0.00491119674983	0.00452262696305	0.0277601589963
a	0.207882621968	0.619318636138	0.138098416881	0.0133971864926	0.00415869262792	0.00260972701528	0.00332157727382	0.0112131265148
t	0.116010293507	0.623831230713	0.18814383736	0.0184026629709	0.00866010720797	0.00278082291776	0.00419837193741	0.0379726596812
s	0.0997851086223	0.631287068904	0.152702482987	0.0232595567703	0.0152433467027	0.0126810501099	0.00811368202714	0.0569276833885
a	0.0878015016428	0.457684839968	0.358049059262	0.0270000639701	0.0133694714916	0.0166649978673	0.00816951114971	0.0312605399816
è	0.0416045141787	0.219089092588	0.589797651754	0.0911812498567	0.0126803630579	0.0112431173231	0.0135380735225	0.0208659307165
n	0.0211454381493	0.117246675374	0.628076735918	0.147404489819	0.02015805158	0.0114161268224	0.0161509727054	0.038401461015
a	0.0118756989003	0.070604752434	0.618106469306	0.182599099406	0.0496977987733	0.0158947153615	0.00985571081713	0.0413657156571
n	0.00754251596857	0.0344437062353	0.483752620702	0.272331207602	0.0985232727444	0.0202668265672	0.00913945738304	0.0740003754197
g	0.0106595541748	0.0276396456398	0.314126677167	0.315391430734	0.120903254715	0.0302160455091	0.0231152881477	0.157948043993
r	0.0221501119316	0.0474378365466	0.242804902656	0.295989142445	0.105561733305	0.0442346138497	0.0351878739026	0.206633680863
à	0.0216150012041	0.0481014006552	0.167084174352	0.324266148348	0.120002637302	0.0439833474699	0.108218724908	0.166728505548
m	0.0154350835357	0.0288957043342	0.100540181317	0.388678544383	0.170306642701	0.0374861065433	0.143592926903	0.115064809699
m	0.0327800186213	0.0346967611809	0.0974555159057	0.392204059861	0.192220413167	0.0347072334278	0.111873792148	0.104062194813
a	0.0330071533898	0.0268296123794	0.0768685953086	0.25516650498	0.255980685856	0.171924607589	0.0933671838893	0.086855624651
u	0.0125086296485	0.011113347905	0.0321768213002	0.0973377693733	0.291324288419	0.43763767653	0.0563817179498	0.0615197494037
d	0.00486047901099	0.00822304303512	0.0136354591307	0.0533167748978	0.26963777914	0.44463341951	0.13153125553	0.0741618925626
e	0.00270242557598	0.00766093249317	0.0073807133173	0.0370820699993	0.221817242613	0.423765992503	0.207141686843	0.0924490945422
r	0.00201193287895	0.0055652863523	0.00443861461083	0.0198261395878	0.149807054424	0.419959117501	0.279324566948	0.119067372367
f	0.00202265755392	0.00564817597155	0.00486562281494	0.0232191323659	0.137850621988	0.2385008005	0.355008210983	0.23288481317
ù	0.00181027984186	0.00409912424834	0.00637935188065	0.02391396402	0.120611163376	0.1518790693	0.435750978994	0.255556103318
m	0.00261431900996	0.00351105903535	0.00667702756788	0.0231642754313	0.087621322512	0.164706122233	0.523331248998	0.188374644939
m	0.0120665549864	0.0106081393165	0.0156861459413	0.0358347553991	0.0658471973707	0.143757187078	0.491446642999	0.224753335884
u	0.0142855403123	0.0120476920556	0.0174007894876	0.030778310209	0.0410088073836	0.101434122986	0.428105895	0.354938768365
</S>	0.00809208906888	0.00733439678845	0.0102599583846	0.0157595049185	0.0269549062818	0.101301764933	0.3955921175	0.434705198182
