 	mi	si	gonfiò	il	dito	</S>
m	0.5302704409	0.18268263805	0.03210373034	0.017166802018	0.0479957931542	0.189780686424
u	0.4073613503	0.32399001375	0.0805850968067	0.0264064927327	0.0289119221847	0.132745177012
b	0.2800325633	0.361886796983	0.230096272336	0.0362235998376	0.0223707637516	0.0693900791507
r	0.187332509073	0.319959515394	0.322014701979	0.0335545769659	0.0449861767872	0.0921525920052
i	0.110535191783	0.291272029731	0.398751341993	0.0592003092553	0.0487630345424	0.0914781468077
s	0.0728698596193	0.262701692844	0.440256515331	0.0993552228184	0.0452718256808	0.0795449305799
t	0.0858198642638	0.242831369215	0.361117181777	0.119507025073	0.0609817524536	0.129742829
ì	0.0650585534146	0.176592634692	0.316475831926	0.209280565891	0.122039938331	0.110552502342
o	0.0296689088962	0.088792309624	0.265436009842	0.401891397964	0.16436055969	0.0498507923007
d	0.0149820997874	0.0383446295213	0.181459511947	0.479100492121	0.22412978641	0.0619834191689
à	0.00838442446508	0.0199169082758	0.102987534582	0.388791226174	0.409512959737	0.070406906205
t	0.00548721103027	0.0111559504126	0.0750525370273	0.280474570458	0.561253357912	0.0665762962683
t	0.00494622970738	0.0087145947762	0.0697361033958	0.168637895519	0.525648637304	0.222316504896
i	0.00269443563782	0.00480746628547	0.049637935138	0.103298662773	0.510187657768	0.329373842972
l	0.00575259502723	0.00656675670389	0.0280721724034	0.0843570799243	0.634451371923	0.240799987422
o	0.00670561774808	0.0072905763209	0.0216850536593	0.0711462997281	0.625420283308	0.267752141639
</S>	0.00388272938664	0.00429820419685	0.0196290730599	0.066828804944	0.552881128654	0.35248004362
