 	i	bambini	non	si	vestono	da	soli	</S>
t	0.911583757	0.05924341336	0.001364751385	0.0024929240725	0.0013490510389	0.000547015414	0.0041069770446	0.0193120676521
a	0.732573053467	0.247532395927	0.00389620711767	0.0027318235075	0.00162427942015	0.00034271573497	0.0016319950509	0.00966749644961
p	0.481531868956	0.399183276236	0.0494948503772	0.0249592618492	0.0138243466842	0.00220410553063	0.0083201413776	0.0204821265716
e	0.393151929859	0.441605330272	0.0740849906171	0.0350955228497	0.0192629176639	0.00296461397308	0.0106477368507	0.0231869522492
t	0.34224727914	0.479062345291	0.084533850539	0.0366157012632	0.0193661181505	0.00752929616456	0.0118050199444	0.0188403794857
ì	0.231561103704	0.518535418297	0.11480808498	0.0506628525544	0.0194733174872	0.0120955489222	0.0172506297695	0.0356130240352
a	0.116334879269	0.442692336966	0.278277313593	0.0831577434115	0.0170979723193	0.00984335629769	0.0132308520148	0.039365560448
e	0.0513925932862	0.217841693589	0.423107719864	0.198453117164	0.0431246344803	0.00808628883018	0.00975077637356	0.0482431710829
n	0.0254811736959	0.0984920743963	0.326059826221	0.326665753055	0.124964726607	0.0189047479641	0.0144667989876	0.064964833105
i	0.016226910356	0.0427794323321	0.247053171007	0.415689394352	0.183383498436	0.0240724190374	0.0156778328019	0.055117296475
n	0.0188080952019	0.022098555394	0.182179430536	0.445227896784	0.234625694312	0.0257149759285	0.0186084496933	0.0527368498983
d	0.0330155698035	0.0165695540347	0.0982825245787	0.345794029195	0.263899393237	0.0366034078362	0.0513565498444	0.154478928746
ì	0.0282296823108	0.0196144692049	0.0952017015729	0.265020472865	0.282192247546	0.0499361115387	0.0712636336948	0.188541686275
n	0.0243260169364	0.0247452470203	0.107677495938	0.259178069595	0.359131158115	0.0495050359796	0.0597678573943	0.115669091925
n	0.0435552394049	0.0426079403788	0.084506078946	0.193362133972	0.348427486438	0.0546561032599	0.0841239004941	0.148761073742
o	0.040522008932	0.0399201002883	0.0476542303153	0.142328594991	0.286870106279	0.16254994022	0.106249017898	0.173905921247
t	0.0174883090443	0.0166814160157	0.0225062218404	0.117980672164	0.320744084093	0.238975270073	0.110547266366	0.155076726576
t	0.00897509644858	0.0120930331228	0.0120720549488	0.0764629951547	0.314042270164	0.224197542691	0.148868824122	0.203288231099
e	0.00605501930066	0.0100883497821	0.00858503375453	0.0633563729982	0.202534512588	0.308655654897	0.183580026041	0.21714512818
m	0.0103002871396	0.00561122441449	0.00654619998911	0.0566976013594	0.177666101263	0.377608327966	0.17986453668	0.185705840839
a	0.0117202637957	0.00334614718872	0.0045153078297	0.0361045034038	0.160647971954	0.402869636322	0.21073760756	0.170058634792
n	0.00738290312043	0.00260896650684	0.00265139025657	0.0190279391719	0.101084244651	0.401779288441	0.30770718652	0.157758101661
e	0.0049130038138	0.00236072861781	0.00204281320046	0.0121528292093	0.069089286817	0.325465091814	0.41633584084	0.167640388884
c	0.00452381094678	0.00148515496961	0.00167871457175	0.0074897937649	0.040810032539	0.262176739271	0.489548328947	0.192287336126
h	0.00697610729773	0.00125379270437	0.00156394504278	0.00563576221143	0.0271808984597	0.178581005157	0.557572597649	0.221235810048
à	0.00773925815758	0.00356251152079	0.00224881787708	0.00439660553616	0.0305743789422	0.102461538179	0.656766823216	0.192250127124
t	0.012826224806	0.00851493846574	0.00478502830703	0.00701864648227	0.0363980886143	0.073575839073	0.705655923739	0.151225373241
u	0.0128480589189	0.00747337703941	0.00452344717286	0.00689271905562	0.0267034695134	0.0533577413843	0.63394866658	0.25425247568
</S>	0.00718746657873	0.0038781635962	0.00248909874013	0.00398441464331	0.0196095822327	0.0413688883021	0.56324450129	0.35823779784
