 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.770087746	0.15582533956	0.0111765695	0.00470099500528	0.00250091632117	0.00454652809992	0.00385684937638	0.0473050922043
ò	0.826773111267	0.13866749832	0.00898492475467	0.00307498167528	0.00126335370357	0.00196982179874	0.00167885439764	0.0175874594456
t	0.773242593022	0.164315785173	0.0149336892862	0.00403976900976	0.00265276651626	0.00305186137587	0.00123835750834	0.0365251766218
t	0.694349181007	0.148066656924	0.0362779240687	0.0502156883433	0.00740615170209	0.0118856359396	0.00386404661251	0.0479347378134
i	0.451597572984	0.371622964375	0.0672251639296	0.0642568881578	0.00710059048632	0.0125840958847	0.00418918318539	0.0214236236849
ì	0.179528368299	0.688360182125	0.0912097139099	0.0237140222453	0.00292746288073	0.00452523119471	0.00183050278438	0.00790460410443
r	0.0737250153363	0.709163457375	0.156469579037	0.0179802804844	0.00359037091064	0.00510999182174	0.00208960128949	0.0318717503915
t	0.0732637804254	0.516641515792	0.214389433079	0.0453104344348	0.0171729066143	0.0311568961155	0.0147639852952	0.0873010532742
e	0.0658941536833	0.371433437931	0.360126233693	0.0506648341449	0.0199719531781	0.0366927374318	0.0180068214987	0.0772097781249
o	0.0232266554858	0.250139490517	0.642434560231	0.0285236472283	0.0078191444545	0.0129678635405	0.00651478593569	0.0283737997759
G	0.009574835676	0.148810369312	0.73342871341	0.0321694090561	0.0119095685333	0.0127443774567	0.0106595916644	0.0407030892446
i	0.00510039085964	0.129315722717	0.729791893137	0.0431291970187	0.0176595804331	0.0178625347696	0.0130895797648	0.0440510259455
o	0.00262026895955	0.079119380899	0.746780761712	0.116728526006	0.0158629572064	0.0147084737219	0.0064466726936	0.0177329280063
v	0.00231272873194	0.032015791113	0.705509337904	0.179511212335	0.0153707006815	0.0136889909246	0.00845551763987	0.0431357453381
à	0.00259472633725	0.022286478291	0.621286673968	0.237281321512	0.0412417343732	0.0131341947602	0.00973920854396	0.0524356686044
n	0.00386939307087	0.0204340981303	0.508086052656	0.327945950637	0.0510925813711	0.00840502526273	0.0103369250253	0.0698300260735
n	0.0070016968076	0.0189795348901	0.438186093885	0.322288978012	0.043960249437	0.0160196343142	0.0484818513911	0.105082008015
i	0.00628672662087	0.0152291854234	0.377806430295	0.369000072004	0.076473249879	0.0257461074047	0.059286731949	0.070171468905
e	0.00299103599891	0.00608935870113	0.286740702832	0.511867239335	0.0986539031597	0.0371850168082	0.0254763151063	0.030996372071
A	0.00132502166498	0.00292160585038	0.218729541431	0.500057250445	0.191237960587	0.0574372132227	0.0122309183128	0.0160604131903
n	0.00124967875212	0.00259023810413	0.200282323964	0.441821995082	0.241232159796	0.0553014981609	0.0123448521943	0.0451771976981
n	0.00363041328595	0.00452511984071	0.150882263588	0.418705975961	0.225849258865	0.0566720742603	0.0569911443981	0.0827437759254
a	0.00465887464692	0.0043388023449	0.080292729036	0.341197244787	0.269382629622	0.146178577687	0.0827834676194	0.0711676228705
g	0.00439284998632	0.00254880809409	0.059207670932	0.293450784396	0.272356338207	0.216913916562	0.0707635526331	0.0803659825252
i	0.00473922362369	0.00202950805242	0.0465527236213	0.231805111179	0.247323439069	0.319912696187	0.0610420975644	0.0865951890501
à	0.00326623664828	0.00160653050734	0.0218404167911	0.141707009973	0.31882408169	0.411865548729	0.0498618258081	0.05102836923
ì	0.00165944861781	0.00521313261038	0.0103036244224	0.085930559791	0.372650989097	0.41393845091	0.0765939280694	0.0337099115833
c	0.00722176962006	0.0131966753196	0.00923607051947	0.0680272453703	0.333643521566	0.332569586037	0.172828992756	0.0632762166844
h	0.00931750207595	0.0118698592951	0.00918985794649	0.0609801360568	0.298085262055	0.201860624746	0.285917678252	0.122779163825
e	0.00454066889601	0.00498377774317	0.0063401920631	0.0515129224589	0.199248716858	0.262127770582	0.344546420217	0.126699592348
p	0.00656418588053	0.00516109719352	0.010564058498	0.0373756426176	0.117877713433	0.312729542061	0.359964571539	0.149763206627
l	0.00705850767272	0.00500202902397	0.0110274505887	0.0234124060579	0.0878925298677	0.2455228046	0.36457826118	0.255505934155
ò	0.00339576671676	0.00292244564914	0.00536004896623	0.0138505098066	0.0554166310166	0.175643148447	0.47021057506	0.273200811253
s	0.0030424870274	0.00370429920757	0.00423568817208	0.0119298942802	0.0468747375295	0.144756999069	0.578239471687	0.207216454151
o	0.0078221875019	0.0041214550901	0.00766561825229	0.0134725862319	0.036936096769	0.13438333469	0.586088520562	0.209510213584
n	0.00954653692951	0.00396462376188	0.0137065619122	0.0107421533912	0.0185199651622	0.103548464603	0.590231796854	0.249739865441
t	0.00681911674889	0.00860347933898	0.0199338841559	0.0147919001557	0.0199196855414	0.108326528534	0.526456981618	0.295148377185
a	0.0051728173909	0.00872087693209	0.0181946606415	0.0154218583978	0.0179296226611	0.0934543379847	0.471302267206	0.369803500186
</S>	0.00402507704082	0.00492635185374	0.0137534860371	0.0093051583797	0.00978103231055	0.0642230533423	0.484851822603	0.409133980093
