 	perché	aveva	lavorato	tutta	la	settimana	</S>
j	0.924161501	0.02245599305	0.0116632267426	0.00436084269425	0.00237416830762	0.00385645068158	0.0311278155276
a	0.872269065667	0.04808034357	0.0230903643721	0.0146645251389	0.00791789120629	0.0194635500375	0.0145142363841
t	0.676767134822	0.174828703077	0.0592942982202	0.0244687677294	0.0155627484874	0.0303586501107	0.0187196579969
ì	0.497806981207	0.344592282826	0.0679111151667	0.0236566452825	0.0165147611124	0.0280426786971	0.0214755126408
ì	0.382546722802	0.502320296942	0.0499408760689	0.0174717161135	0.0114542782179	0.0225499789802	0.0137161148347
c	0.300514554667	0.571194925314	0.0697509862896	0.0158166488845	0.00555789835377	0.013104476041	0.0240605017964
h	0.251549927222	0.570399017438	0.105395869963	0.0206762606655	0.00420164966286	0.0110010483957	0.0367761794927
e	0.160255628965	0.451925405413	0.336235512654	0.0170053333592	0.00285916216882	0.00641490664657	0.0253039404801
p	0.0911276496615	0.265258145004	0.504151172885	0.0507062272931	0.0122274746125	0.0207798819482	0.055749367984
o	0.064157707807	0.168739400001	0.523775582962	0.129448608631	0.0188305796442	0.0272750703294	0.0677729696787
l	0.0387710369078	0.122572143934	0.559955789654	0.176515756944	0.0275165331681	0.0323562355898	0.0423123890162
e	0.0202968697051	0.0874110761447	0.494957251218	0.256021937648	0.043890899676	0.0460153945966	0.0514064889154
m	0.0117920133053	0.0502533264816	0.435159304406	0.320994087216	0.0563519600587	0.0560731625322	0.0693761653101
ì	0.0115070031339	0.0426116074872	0.441886045469	0.280327740539	0.0699940230996	0.0486743850934	0.104999233995
s	0.0152074799953	0.0333170747324	0.43256001849	0.280965046313	0.0697535027465	0.0573305204405	0.110866375372
o	0.0136229037042	0.0219030871125	0.28337637427	0.417260291438	0.117059978116	0.0762539024402	0.070523488744
n	0.0076432665281	0.0113843580786	0.13455875273	0.513352663146	0.200322277572	0.0656850505467	0.0670536336193
t	0.00915261270803	0.0160932477957	0.08369892491	0.457924386382	0.195607783657	0.100522752782	0.137000256823
a	0.00736960213097	0.0143606474175	0.0509401841367	0.389888646127	0.273383082419	0.116935266527	0.147122501453
ò	0.00336854279427	0.00661387345928	0.0331112512589	0.325977192042	0.396356125473	0.150983286776	0.083589667711
l	0.00301997661186	0.00537260840269	0.030830587333	0.302608419347	0.366732970491	0.235844021325	0.0555913485257
i	0.00266830836321	0.0036683957419	0.0162936164177	0.233525571609	0.40106458483	0.274796543975	0.0679828953706
t	0.00211843850047	0.00242082100447	0.00674016793337	0.11309807243	0.407719842277	0.325692971325	0.142209644144
i	0.00189765945031	0.00222223431119	0.00357124440294	0.0577707155633	0.351474000092	0.384855505108	0.198208670801
n	0.00140818676245	0.00174598367485	0.00218873322693	0.0267399855144	0.314698171697	0.446369166369	0.206849823319
a	0.00108319190351	0.00148544785052	0.001609178282	0.0148816053481	0.255762740366	0.502312144123	0.222865746958
d	0.00228526695055	0.00241070428612	0.00201160595194	0.0181531618594	0.186333211722	0.542802162708	0.246003940446
d	0.00406822579058	0.00468788902348	0.00344094089716	0.0290054279598	0.112713633707	0.588246550236	0.257837364829
o	0.00284888177049	0.0042386366714	0.00386037348229	0.0236589367866	0.099951153169	0.572668991412	0.292773035363
m	0.0022530748465	0.0028383050922	0.00440217623594	0.0243061469882	0.0797975095097	0.590350536471	0.296052248161
à	0.00211842040387	0.00266900348434	0.00530647002751	0.0310106181721	0.0575425651566	0.61416885149	0.287184097094
d	0.00312772629511	0.00335850520571	0.0079547009221	0.0272265769687	0.0502753171189	0.637529125163	0.270528102098
a	0.00348241612892	0.00337907038899	0.00777047713247	0.0180708700326	0.0319514807596	0.615042047054	0.320303664433
</S>	0.00192055549222	0.00248485756439	0.00484371595988	0.0106471803889	0.0214114665598	0.543987769527	0.414704440216
