 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
m	0.7491118484	0.163188904	0.006784782543	0.007712264036	0.00672561710232	0.0045747238117	0.00505240636146	0.00294289553581	0.00251154389645	0.00348925524934	0.00252245101904	0.00253199428915	0.0428513708527
ò	0.806390475067	0.1556389938	0.004255323443	0.00416640926567	0.00253434611279	0.00215432846917	0.00186282678706	0.00187862044493	0.000970763149283	0.00138089413334	0.00130968366875	0.00101551200154	0.0164418754809
t	0.754512519956	0.1866595428	0.00898773642767	0.00513273381622	0.0039026181614	0.00359646967239	0.00182932348702	0.00210682005631	0.000839784952194	0.00107058999456	0.000909612791003	0.0010833273556	0.0293689926935
t	0.638606893985	0.18734619208	0.0331879829626	0.0297398474387	0.0281600505738	0.0203599557915	0.00490593569881	0.0108566907	0.0038431407034	0.00411627298443	0.00211536146318	0.00199041571447	0.0347713099019
e	0.381742174968	0.43594814424	0.0454175121209	0.0363811817996	0.0338596433866	0.0235468579365	0.00489795801758	0.0125809860246	0.00440192672493	0.00456917705614	0.00212021737501	0.0016086903209	0.0129255172351
j	0.182236623816	0.615665499413	0.0958986930403	0.0322369497265	0.0159702743882	0.0155368978042	0.00357798222924	0.0070823904802	0.00272137143944	0.00321209365911	0.0018429775433	0.00244100953998	0.0215771729536
è	0.112585178043	0.657603895138	0.135373961813	0.0302888758022	0.00962636520207	0.0127318598638	0.00303836716141	0.0051430529698	0.00211657384535	0.00273270967897	0.00168658026294	0.00272475563757	0.024347797712
n	0.0638729112623	0.726921650379	0.154852014604	0.0179027368941	0.00456415436669	0.00693402591033	0.00312826975147	0.003408071013	0.00128347296332	0.00207628968732	0.000898593496887	0.0010970821581	0.0130607320088
o	0.0404905504159	0.639992504926	0.254092003401	0.0296463710314	0.00646986411823	0.00777529117344	0.00408622010122	0.0037136631348	0.00121598648057	0.00188836557491	0.000671356500709	0.000580039024016	0.00937775266411
m	0.0215356351532	0.486345721775	0.377819583134	0.0483040907438	0.0145841772154	0.0124312170811	0.00590667034714	0.00404164534607	0.00219853970666	0.0028417167037	0.00194049657538	0.00159039545099	0.020460077804
e	0.0152348552834	0.348827083418	0.450031489045	0.0865487859813	0.0264299625185	0.0216718056337	0.0101611173452	0.00433593797402	0.00386593696162	0.00373322548377	0.00252216544033	0.00221317607181	0.0244244763786
v	0.00793867970445	0.232842589566	0.520424068348	0.124729573527	0.0338751521835	0.0272455919312	0.0114565315006	0.00481692250601	0.00394486903587	0.00373695263179	0.00220327924784	0.00244655901508	0.0243392369271
è	0.00560844427731	0.143849387702	0.530132285316	0.215871692376	0.0327951172785	0.0238346308637	0.0080062476982	0.00525147376534	0.00273996154156	0.00325613431793	0.00197601686648	0.00236228318321	0.0243162783621
k	0.00478386860368	0.142809837481	0.457948304305	0.276283330925	0.0279271214395	0.0206326881012	0.0066158892634	0.00549197011178	0.00214684319785	0.00408735017264	0.00160648858769	0.00558497018592	0.0440812545297
k	0.00803312891103	0.114769644827	0.439713334102	0.260725934775	0.0295237821265	0.0276460669691	0.0118464922965	0.0103089147986	0.00580473947715	0.0109477795594	0.00453148266196	0.00959360518531	0.0665550617882
i	0.0070710799918	0.0559927803117	0.375298812034	0.327513991592	0.0784536462088	0.0482624498384	0.0248489714835	0.0131274371675	0.00800439040358	0.0111141444863	0.00480694275719	0.00665746417693	0.0388478600403
o	0.00288310637607	0.0214129214946	0.233706533825	0.408920332531	0.174067814403	0.0864625166128	0.0259373281592	0.0147241868758	0.00569920473453	0.00527944871343	0.00334569514853	0.00280381536567	0.0147570196376
