 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.849506187	0.08906124066	0.020305376886	0.0008372432952	0.0040321181983	0.00340528138443	0.00204362993204	0.00844703092557	0.0223618696849
a	0.634741373	0.305202221553	0.028677711246	0.00390911679253	0.0047446615265	0.00354744759018	0.00172372973913	0.00472082852658	0.0127329154027
ì	0.29738846072	0.608550935851	0.026039142742	0.00797081840418	0.00865399222037	0.00491135540314	0.00778305038313	0.0164342246401	0.022267989533
s	0.129977951571	0.715452695284	0.034506315618	0.0106422523739	0.0173542477488	0.00795316299595	0.0134295698743	0.0231952263817	0.0474884819388
s	0.0934078792017	0.650800888428	0.0553460534433	0.0148554995591	0.0367525614249	0.023415014866	0.0182584919504	0.0266708982039	0.0804926867744
e	0.0588078854206	0.542393399076	0.197329893748	0.028274331035	0.0367366499216	0.0260972223649	0.0165336992235	0.024829935744	0.0689970413121
r	0.0322626663202	0.389401612559	0.352739873116	0.0543260977583	0.0458521202205	0.0171536758323	0.0224218365905	0.026470855684	0.059371300241
e	0.0203098659197	0.202605694986	0.489231163039	0.105627130173	0.0553837193402	0.0169139037228	0.0254379407795	0.0276770382947	0.0568135722243
k	0.0188012037506	0.096781676882	0.58368995368	0.139182844104	0.0621704645134	0.0207910628329	0.0153932209545	0.0168913261049	0.0462983131443
a	0.0177451425535	0.047512781614	0.504490925227	0.249141705415	0.0840746050378	0.0279236599856	0.0128596748615	0.0132336500423	0.0430179306636
e	0.00716242093183	0.021210522674	0.322701023676	0.370299589138	0.186379765546	0.0293329665552	0.0353916096158	0.00784789174477	0.0196741796972
s	0.00728333897881	0.0112565165713	0.164902208665	0.273745347846	0.375447516515	0.0577109908451	0.0596555501453	0.0155722271116	0.0344262280264
ò	0.00674179052956	0.00882466328387	0.0919988222283	0.153850182149	0.551779719505	0.0843071503017	0.0453627241818	0.0191650218172	0.0379698724541
z	0.00402594279928	0.0126672932296	0.0499115430361	0.115326334823	0.624321177168	0.106500432987	0.0292031871273	0.0247994093191	0.033244641064
i	0.00345803166182	0.0119945894526	0.0306235549187	0.097058818621	0.457078822056	0.190743319949	0.137347009976	0.0306262628664	0.041069538296
k	0.00949265480076	0.0105466541256	0.0202129919596	0.0766214685537	0.303005375019	0.23040850645	0.219625562925	0.0794534719821	0.0506332651553
à	0.0118118635285	0.012433768417	0.0165214244132	0.0415167743779	0.30399899034	0.241870983617	0.192371674575	0.126814151527	0.0526603614618
i	0.0050839631076	0.00788294615089	0.00755370712493	0.023594009586	0.21013213228	0.217626476446	0.341555200858	0.104874721042	0.0816968734273
o	0.00232507870621	0.00380557271992	0.00324541638024	0.0108006547967	0.0777524275933	0.139550854465	0.568390194953	0.104127890747	0.0900020039624
b	0.00526893795294	0.00381200279067	0.00253493862441	0.00549105448103	0.0402909750511	0.0935246510483	0.594224026384	0.172631395849	0.0822220455335
à	0.00637177708648	0.00982513602186	0.00221938715376	0.00329021149301	0.0352734804217	0.0562005273661	0.381210893175	0.40003498995	0.105573555651
g	0.00379194605158	0.0159886708798	0.00161591581974	0.00237103991827	0.0241815054119	0.0328697990887	0.174275468238	0.631711187317	0.113194434057
n	0.00934771589382	0.0186605962376	0.00794549875105	0.00777944850149	0.021623633524	0.0264383029962	0.105684821013	0.593954579772	0.208565398806
o	0.0113636849731	0.0140435515309	0.00975740612795	0.00960396796803	0.0195062384203	0.0263327585607	0.073548515311	0.415933592857	0.419910324869
</S>	0.00795483209671	0.0079260432009	0.00547711228737	0.00589045090532	0.0115484700786	0.0216205423233	0.0628558170155	0.333631418829	0.543095358434
