 	Anna	ora	sta	vicino	a	me	dormendo	</S>
i	0.917917125	0.03978391458	0.0009872128771	0.0179140767802	0.00091478415571	0.00172633728233	0.00221858172288	0.0185379675401
A	0.85262428576	0.12435287856	0.00309710104377	0.00713071792953	0.000594923197443	0.000720319724332	0.00133083228517	0.0101489200396
n	0.798200916013	0.15402115272	0.00864259322126	0.00492231518118	0.000676304104214	0.000533451444244	0.00315903106616	0.0298442399079
n	0.722362219804	0.126433224107	0.0441584758871	0.0359951751004	0.0085370736594	0.00966680664021	0.00932675069755	0.0435203126831
a	0.462512378068	0.324568721369	0.098977327029	0.0535981316535	0.0115745847505	0.0133683229178	0.00957291216198	0.0258275781123
à	0.217712700636	0.621990038456	0.101704999743	0.0317574871445	0.00525940628977	0.005594228997	0.00483715110133	0.0111438894334
r	0.089838070092	0.665785048152	0.165950859648	0.0300249414015	0.00609846395906	0.00718915967313	0.00361995018678	0.0314934782954
t	0.0578254328973	0.438263857784	0.288345134549	0.0640220182272	0.0189690700399	0.0191057869438	0.0168574582823	0.0966112419422
e	0.0407918647184	0.263040056528	0.457470028183	0.0828434482757	0.02291855386	0.0191777315779	0.0207491305408	0.0930091220854
n	0.0174326710135	0.192900407709	0.604563647394	0.0862278274252	0.0162828850467	0.0107334027893	0.0104441479536	0.0614149501204
a	0.0101322882431	0.131708332236	0.666817519798	0.108697624008	0.0150430756956	0.0090277969531	0.00717697833373	0.0513963476701
s	0.00741298197133	0.0825800249187	0.673987515266	0.137917550603	0.0196132381452	0.00996924966103	0.00602187232711	0.06249753912
t	0.00690492705014	0.0554070334462	0.595335337089	0.165081069334	0.0313276940617	0.0235161763937	0.014406420749	0.108021263565
è	0.00552703108471	0.0533526572487	0.526053451696	0.214357402845	0.0676839164206	0.0295166363979	0.0200434684563	0.083465305004
i	0.00353528603902	0.0370264761696	0.406708376232	0.361534253415	0.115239517407	0.0267972718926	0.0145717805295	0.0345869727013
i	0.00206181701986	0.0166521422452	0.224938632944	0.471661592472	0.211239157802	0.0372858693775	0.0156520905319	0.0205086989604
t	0.00172685909142	0.00948813030373	0.105111959428	0.502468825891	0.242527583934	0.0381655250058	0.0222627847686	0.0782483663941
t	0.00177244673501	0.00631232556391	0.064229171656	0.508755444564	0.153971940911	0.0377209208819	0.0567220097095	0.170515814076
u	0.00179820501004	0.00421855941197	0.0384999676853	0.440225724121	0.216072349237	0.071860290694	0.0689164216165	0.158408553035
m	0.00274109377164	0.00304284934159	0.0267113450284	0.406278033374	0.295191839079	0.092775187018	0.0453200058322	0.127939713313
b	0.00680933508951	0.0038605522368	0.0357148200095	0.437578657791	0.209415305226	0.0665341596593	0.0349126973241	0.205174583978
r	0.0351947155004	0.0179875568123	0.0718888340032	0.381768379597	0.141777150609	0.0510312848864	0.0400351125347	0.26031709227
ò	0.0412947192854	0.0219917383241	0.0698221686877	0.329953269532	0.19535542527	0.0797271708955	0.0714182093449	0.19043736485
s	0.0280382787619	0.012910930578	0.0330382085492	0.277090550977	0.30843105549	0.133555223365	0.086908858635	0.120026927383
e	0.0240902263276	0.00917589607821	0.0191875549371	0.147399615379	0.35320378463	0.258859135788	0.0864563480983	0.101627500394
m	0.0163639255868	0.00579448547894	0.0137019705697	0.0765532977797	0.30589471301	0.357815413263	0.110630787119	0.113245436862
è	0.0134384387995	0.00523518778918	0.0130218226099	0.0508376876646	0.25658758307	0.371058294421	0.159053776126	0.130767148151
n	0.0160223902192	0.00987441504803	0.0130136335266	0.0357393628395	0.206670930223	0.362050214807	0.212299026595	0.144330006584
a	0.0187715121469	0.0113620300792	0.0153784507725	0.0275643189025	0.126985148148	0.389064381602	0.261279959665	0.149594249261
s	0.00962093434688	0.00505162840907	0.0106186530656	0.0166509366302	0.064668730816	0.339144762934	0.344360110022	0.20988424836
t	0.00430750241949	0.00338332805962	0.009597315493	0.0125770102367	0.042844071832	0.209292985911	0.348062261341	0.369935535137
e	0.00268148987348	0.00259358427941	0.0103318232099	0.0128196088226	0.0313964940307	0.206022402637	0.32236707398	0.411787525056
p	0.00262634580763	0.00226604449402	0.00681936292463	0.00783661697053	0.0157855773736	0.183394922359	0.39944014286	0.381830949592
l	0.00299363185011	0.00277251727816	0.00690793321068	0.00960981997284	0.0129431239639	0.113235925813	0.426592122287	0.424944864945
ò	0.00230369095196	0.00193772503359	0.00625038826043	0.0112677313089	0.0161972188973	0.083791847671	0.462947473429	0.41530388509
n	0.0036352264054	0.00180891348533	0.00469425173034	0.0068993464965	0.0136271116258	0.0592914040237	0.54432312381	0.365720614497
n	0.0136330189635	0.0136182575124	0.0169198098001	0.0179400653717	0.0119870995353	0.0404961118279	0.446855719937	0.438549872372
i	0.0152717036366	0.0172449837437	0.0265883221976	0.0335532951512	0.0120584263151	0.0547293182093	0.282684959979	0.557868946864
</S>	0.0087780230147	0.00968976836685	0.0240907865501	0.0357092719056	0.00946482874255	0.0753464598946	0.24267560099	0.594245250432
