 	la	casa	la	costruirono	i	muratori	</S>
o	0.766026523	0.2042025119	0.004590636397	0.00413970920172	0.00189447044344	0.00138576621525	0.0177604302301
s	0.546824007533	0.367288601433	0.034292562001	0.0156948829354	0.00775530303237	0.00175086058358	0.0263937882074
p	0.360566617711	0.450240493944	0.090594729507	0.0403298785518	0.0176612116577	0.00367455275719	0.0369324774185
ì	0.236076266704	0.574852193315	0.102767289856	0.0440595730773	0.0148759518968	0.00338520004773	0.0239835135036
t	0.160332505235	0.648951173772	0.098809498952	0.0380716753858	0.0277537857523	0.00316286118524	0.0229185138412
i	0.108992598605	0.568736202591	0.235148031451	0.0311229297419	0.0325414211508	0.00322619924575	0.0202326225484
o	0.0395103136343	0.384288397264	0.51824645715	0.0318646885606	0.0145400502823	0.00169514395792	0.00985499484413
f	0.0175403955434	0.174208246288	0.64909178305	0.0900464371202	0.0250408022261	0.013173397298	0.0308989533027
a	0.0103068465258	0.0918495679627	0.67133701835	0.13441081604	0.0319102185687	0.019102469586	0.0410830789782
b	0.0068501858108	0.0655307904809	0.601804368783	0.210157068347	0.0285433214362	0.0152216217287	0.0718926917177
b	0.0259250129605	0.0786459759203	0.425539743594	0.251648324982	0.0287290282054	0.0304757030669	0.159036283359
r	0.0521604265602	0.119685050973	0.297641195865	0.211801181327	0.0236868399285	0.0480031786063	0.247022242884
i	0.0410707519698	0.095335751911	0.204357725288	0.367486780576	0.0345378717095	0.0466991683888	0.210512002631
k	0.0175439522776	0.044700705203	0.149187549229	0.545923921525	0.0633070847032	0.0436834714296	0.135653349822
è	0.00907920817675	0.026222026537	0.127583262676	0.619752387842	0.0762984205011	0.0370406734299	0.104024108319
t	0.00897714280548	0.0171267209307	0.121873349092	0.638425512614	0.0679495074337	0.0428216689566	0.102826165946
s	0.0117614060355	0.0228662310053	0.085250226964	0.552840986871	0.0586104249446	0.109587804492	0.159082954022
a	0.00805459634966	0.0191303967741	0.045999875148	0.477988396957	0.158620411848	0.139773362831	0.150433009607
n	0.00495382814693	0.00947847669893	0.0217313602427	0.417830906986	0.323865893949	0.104131882277	0.118007721098
e	0.00406767382997	0.00668236838342	0.0121909211082	0.298177410862	0.475686281316	0.103671736226	0.0995236677083
e	0.00241724805432	0.00498387964363	0.00663224696673	0.168517082521	0.597596637772	0.142119618675	0.0777333130628
f	0.00307231958585	0.00706304019834	0.00507136917024	0.119305005474	0.572622722591	0.216847955892	0.0760176328876
a	0.00345501802323	0.00724333941498	0.00354805629075	0.0928105226047	0.431969062864	0.366738435297	0.0942356220292
b	0.00224682838382	0.00557263627916	0.00248520759098	0.0707771971509	0.280572807955	0.487115527766	0.151229817472
b	0.00698962342266	0.00629034377355	0.00385432720173	0.0676375266863	0.174477441185	0.469893931522	0.270856795793
r	0.0272151568716	0.00749074124452	0.00798998088058	0.0761268722954	0.128140275662	0.398335733441	0.354701210417
i	0.0300271186144	0.00740604618317	0.00742252157506	0.0649428736985	0.0975590084207	0.472282315147	0.320360117406
k	0.0130016801345	0.00582045289505	0.00353486482196	0.0277301171599	0.0581890528736	0.667130697049	0.224593129929
a	0.00647148785184	0.00469155864585	0.00204441758726	0.011357948241	0.0475323509112	0.714290943683	0.213611310236
t	0.00308999826508	0.00309856987112	0.00156120980195	0.00667174499747	0.0465872901771	0.694137158561	0.244854085192
ù	0.00134616098559	0.00191229197129	0.00320104573045	0.00511081504096	0.062339731959	0.692634910854	0.233455079511
r	0.00108219067555	0.00184571888776	0.00470822214945	0.00401391955205	0.0616900682063	0.668957746285	0.257702151837
i	0.00132092810272	0.00259187104486	0.00358746004652	0.00337816244708	0.0309002470288	0.530175147428	0.428046199946
</S>	0.001226915529	0.00279281983823	0.00241993922156	0.00324459498854	0.0229340386944	0.393852225714	0.573529473973
