 	sto	ancora	cucinando	</S>
s	0.809916115	0.04437366588	0.052017272748	0.0936929000067
t	0.750967902333	0.0774582854933	0.0571529800267	0.114420838115
e	0.594029562778	0.254668470564	0.0578851986622	0.0934168014077
a	0.315949524566	0.499879860855	0.0939921216407	0.0901784836226
n	0.123547162849	0.516168390387	0.200896622794	0.159387736387
k	0.171130430103	0.334247331598	0.199720630345	0.29490146576
ò	0.241622374234	0.240016115233	0.133606876615	0.384754541119
r	0.182041964191	0.388250021078	0.155796325052	0.273911659573
a	0.132188992334	0.393442277159	0.298339897017	0.176028797258
m	0.0856677049199	0.25383947932	0.475759402606	0.184733346856
a	0.0817571650718	0.167714017616	0.534905977135	0.215622767389
r	0.0825694340016	0.123422792021	0.529004977445	0.265002811416
è	0.039851136722	0.133371166783	0.543800102882	0.282977681425
o	0.0167152640953	0.082952380695	0.617007320961	0.283325068075
n	0.0392365177977	0.0595385292697	0.578914543854	0.322310364425
t	0.0644797565593	0.0831543211166	0.514368688151	0.337997214248
a	0.0421626092579	0.0656047870482	0.481554608984	0.410678007389
</S>	0.0243078740498	0.0381318259081	0.427298038892	0.510262283694
