 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.803914572	0.06946020407	0.008474961353	0.00721437288943	0.00724219802253	0.00976972413185	0.00540750331777	0.00648575421431	0.00283596074487	0.0244855537706	0.05470926157
t	0.819504032333	0.0549565914233	0.025523562951	0.0039802033461	0.0045003888752	0.00443688658952	0.00344815181244	0.00298310065464	0.00168459209154	0.00838046754278	0.07060205068
t	0.822730140444	0.0391499071211	0.0361633575423	0.00445539811203	0.00503136091807	0.00523859213797	0.00402353511045	0.00233202649575	0.00155597175595	0.00316841525209	0.0761512712995
ù	0.696382688548	0.153417595067	0.0408953159128	0.0157787380773	0.00858815482702	0.00948957111346	0.00463716639672	0.00239519908452	0.00257708042762	0.00211816867724	0.063720299689
a	0.342930937743	0.407241891289	0.131501693691	0.0209360263944	0.012386232169	0.00893046361115	0.00722221864651	0.00204645937453	0.00301194390624	0.00195164519698	0.0618404867588
n	0.129062191037	0.50180911263	0.22612040423	0.0202153476355	0.0143572429563	0.00693672890505	0.0100107403622	0.002589446365	0.00477885969991	0.00394544204709	0.0801745027261
k	0.190331394775	0.38140207041	0.199872604477	0.0397520892918	0.0318532979948	0.0138316577657	0.0198203961174	0.0111775232839	0.00812237954984	0.00790015000926	0.095936505349
ò	0.207498481112	0.250571562203	0.210494051492	0.101120383391	0.0547218462209	0.0311321838712	0.0224448934945	0.0148295051833	0.00818381639395	0.00865282198169	0.0903504744723
r	0.094854011988	0.222777526801	0.324610590231	0.117639451264	0.0490952450736	0.0369492593357	0.0264683829282	0.0124706820704	0.0156771727587	0.0101013945767	0.0893562105516
a	0.0521977983447	0.176539585867	0.435018218744	0.153217505221	0.0477130400912	0.0277244026572	0.0272503091127	0.00985030314147	0.0162039563609	0.00950974627763	0.0447750722787
s	0.0215047989921	0.097361012549	0.458601592248	0.232298991074	0.0677716672304	0.0262306677057	0.0198240480709	0.00843521173582	0.0118413312183	0.00736725797728	0.0487633846546
t	0.0290831873175	0.084977079643	0.385821640083	0.223333503358	0.0815832392768	0.0274972598552	0.0352087955303	0.0246612611986	0.0275281974834	0.0217937307891	0.0585121578792
è	0.0291727533888	0.0695975267477	0.375328148161	0.249043911453	0.0998122044256	0.0311866343851	0.0347606288701	0.0266752322195	0.0273520898835	0.0243175775564	0.0327533204864
o	0.0105383373284	0.0347311748926	0.36437119892	0.305549779484	0.156775854009	0.056089783335	0.02492043495	0.0105303055152	0.0111184984888	0.00991421621087	0.0154604474688
n	0.00726146478675	0.0178101290535	0.238273436107	0.324697978161	0.23156200267	0.0679445020183	0.0241218401367	0.00733750818307	0.00733107839027	0.00924084374362	0.0644193076549
m	0.0394537379921	0.0426894537972	0.147065289302	0.29801310072	0.238893239623	0.0537041531394	0.0231804239389	0.016829502637	0.00662022323876	0.0166257040559	0.116925232346
o	0.0475626566146	0.0497413786076	0.109652416049	0.270260515973	0.306461643274	0.0703164712465	0.0255723662196	0.019152797775	0.00501979714759	0.0176734755593	0.0785865306807
l	0.0304224032233	0.0302649328977	0.066716740965	0.249664627324	0.366211163758	0.0957685809488	0.0400719322732	0.0192966388343	0.0154432663572	0.0139350856938	0.0722046480829
ì	0.0240859845905	0.0239778751039	0.047555559019	0.236245942441	0.370333974586	0.12299912585	0.0507175302911	0.0214845489181	0.0198777242991	0.0104821067592	0.0722395912343
m	0.0135383293734	0.0121349618797	0.0402466365647	0.222400820347	0.417209891195	0.151299744583	0.0408130446304	0.0167648101727	0.011525937649	0.009009869737	0.0650558557441
o	0.0104168385704	0.00819830728581	0.0251648681625	0.139750853049	0.403113286065	0.247825095694	0.0653659553435	0.0190682126842	0.010138006739	0.00878684580127	0.062171678834
a	0.00406360002127	0.00428371396287	0.0102483076862	0.0614187996277	0.303672526955	0.371430123898	0.162506500848	0.0279188366947	0.0195730302197	0.00764020046669	0.027244368058
n	0.00346371141984	0.00309552703291	0.00486926159427	0.0320222431272	0.198269542052	0.388453061099	0.201395617456	0.0491815004982	0.0239044802466	0.0137744873049	0.081570602134
a	0.00350819423438	0.00258319731857	0.00268381797622	0.0211559143624	0.131833736484	0.3637765315	0.245180895992	0.0895149552994	0.0244224415689	0.0153028471223	0.100037507453
m	0.00267282989585	0.0034733449484	0.00217835243044	0.0140422059808	0.0871126174613	0.2971552649	0.335912222997	0.119412371	0.0272616899896	0.0174117872388	0.0933673621187
m	0.0152237285001	0.00736353287928	0.00561614547038	0.0174764524669	0.0749000535538	0.232388996513	0.331881892399	0.122758359833	0.0207103998565	0.0189887561949	0.152691747474
è	0.0412975323139	0.0131395737928	0.00767175599962	0.0169615574956	0.0612899862846	0.193188663718	0.326224799066	0.133086774878	0.0315992859455	0.0487348285003	0.126805250091
n	0.0794628009834	0.0270774181187	0.013159105324	0.0164317473005	0.0471396579615	0.157170822373	0.324997550955	0.144310590293	0.0663079575818	0.0594542502534	0.0644880934103
o	0.0703699684783	0.0265443073923	0.0136234366344	0.0138702497215	0.0328751378672	0.154299441058	0.294060518052	0.239885156764	0.0864129273939	0.0285077245911	0.0395511639901
c	0.0279983092745	0.0252022074798	0.00569925158481	0.0068269271349	0.0176382596957	0.118224320395	0.264982803084	0.355045121255	0.0898090620646	0.0340101796304	0.054563642812
e	0.0138559887743	0.0244763448059	0.00295392082436	0.0040397413447	0.0105206627786	0.0765046337277	0.240952536095	0.406146870752	0.121729294555	0.0366297513568	0.0621903104993
e	0.00591494975279	0.00959447481469	0.001773402458	0.00211051215505	0.00648661818307	0.0556011337492	0.201877668765	0.411640498251	0.208024132918	0.0591074854656	0.0378691532531
s	0.00282856048891	0.0041649557819	0.00110193026629	0.00148920316836	0.00624912007789	0.0324541626897	0.134580271722	0.35609993895	0.273559623173	0.0975146033285	0.0899576779577
t	0.00301095396963	0.00290668340529	0.00075667533011	0.00148377479199	0.0060335076793	0.0318714451166	0.0805157395273	0.296396490117	0.238907820591	0.121407041883	0.216709900931
è	0.00239667009971	0.00224976046026	0.00088498299287	0.00281104048526	0.00615903137977	0.0312468259589	0.0588894409291	0.246165851639	0.231481152197	0.144301485628	0.273413774535
o	0.00100521823397	0.00127786507042	0.000845687237453	0.0029930311374	0.00518694423799	0.0206541757463	0.0473979657564	0.206788314546	0.321492824066	0.170784519476	0.221573415845
n	0.0019678181563	0.00207575675063	0.000653770389064	0.00161110327331	0.0027837130396	0.0121519516288	0.0335472433655	0.200477771782	0.364344211355	0.176553242359	0.203833385615
e	0.00247289823185	0.00313368110499	0.000687910550097	0.00135644967097	0.00219188346247	0.0168827597676	0.0255558257485	0.196349510194	0.392677202452	0.167019641386	0.191672227205
a	0.00118522797142	0.00234672384993	0.000893365637585	0.00140144175717	0.00242428442336	0.0189198583545	0.0231539610562	0.151648068198	0.438133008151	0.217825296395	0.142068699068
s	0.00224560293565	0.00211261200593	0.000799845532673	0.0011690695073	0.00260034211219	0.0101356592755	0.0187714002454	0.132785548999	0.431094234717	0.229672528265	0.168613038843
s	0.00797417552754	0.00700824629688	0.00241087885062	0.00139909540641	0.00209473982162	0.00759741022917	0.0135859919798	0.11386617706	0.312380063372	0.252410221955	0.279272890601
ù	0.00819750125187	0.00773177024922	0.00303897670099	0.0020426679751	0.00214750890516	0.00809375911706	0.0117856762713	0.0679175138533	0.188888842257	0.360778561052	0.3393771887
n	0.00357039266486	0.00399229261901	0.00227696608861	0.00280298587283	0.00255185075025	0.00741377346902	0.0112765382698	0.0460681303244	0.232953315686	0.370314885684	0.316778945367
n	0.0189488272373	0.0191649079406	0.00675501546768	0.0045833574491	0.00427885615595	0.00869539334634	0.0129869988693	0.0501642226415	0.243767013229	0.251663543695	0.378991979989
i	0.0236177406858	0.0244081041006	0.0132871254186	0.00652932692961	0.0063250595964	0.016341141251	0.0149816859158	0.0497025832072	0.16933932721	0.261763074365	0.413704903063
t	0.00896404340997	0.0103229278014	0.0108073209464	0.00510245605745	0.00481979223915	0.0152305690372	0.0129951712199	0.0625479819957	0.14339289407	0.278175421588	0.447641455828
i	0.00497591174126	0.00833875720905	0.00618362350837	0.00340700804118	0.00368195945172	0.0212153879291	0.0131938104806	0.0775026295852	0.132780256757	0.187934267596	0.540786441416
</S>	0.00434075092914	0.0104234789188	0.00652587819113	0.00386884915893	0.00438387274996	0.0332879332025	0.0152406236783	0.0723819086726	0.123604173579	0.165811339198	0.560131264708
