 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.72224274683	0.03908444555	0.137292594886	0.0635153549155	0.0186179969103	0.0069619726302	0.0122849582035
n	0.643498473877	0.106925223469	0.113642167949	0.0291653355032	0.0426057863001	0.0354440606781	0.0287190173353
a	0.52595052543	0.212846612932	0.086236140983	0.0279697366251	0.0673360624688	0.0486292371605	0.0310316931151
v	0.31333679972	0.263376839771	0.199189013441	0.0724502944537	0.0747848694251	0.0466908537587	0.0301712571037
o	0.145856288465	0.260124609817	0.352924847147	0.0958508939779	0.0653425533964	0.0414452093796	0.0384554743512
r	0.150836556583	0.193470292126	0.397242948182	0.123837130019	0.0623343727988	0.0227336031465	0.0495449756957
à	0.125140403512	0.0877543432553	0.390973956527	0.200757338273	0.123675331263	0.0192039576622	0.0524945648772
s	0.0698112811743	0.0780405338984	0.422667714176	0.224752347491	0.136474704871	0.0259489470141	0.0423044247591
o	0.045448042164	0.123696478626	0.406290305125	0.267973963764	0.090437955297	0.0270105646214	0.0391427195864
o	0.0182608815526	0.137308458152	0.298051764042	0.326434312588	0.143299399099	0.0248214976638	0.0518236671755
s	0.00823902392127	0.104749183761	0.176553851814	0.384470982863	0.192155454833	0.0374398733746	0.0963915076705
s	0.00561933708642	0.0813013413643	0.144372112685	0.456825743621	0.159664163224	0.0419846064715	0.11023261278
o	0.0249451448463	0.0616238004341	0.124172277108	0.359573301607	0.158006626621	0.0787516946572	0.192927065651
m	0.0327400190868	0.0283992319234	0.074599057316	0.300294920936	0.256575274607	0.104141255686	0.203250137782
ì	0.0190587395893	0.0163772129885	0.042451197812	0.244179140712	0.389598571536	0.137182817562	0.151152300159
k	0.0393758346781	0.021603246286	0.0197071055687	0.110572071037	0.438166439845	0.225337474321	0.145237845653
a	0.0422035378118	0.0227591845153	0.0123245603545	0.0641789471343	0.380768095482	0.30851202924	0.169253673484
m	0.0168653824409	0.0110994168723	0.00785268531057	0.0313376691201	0.352329360694	0.38097386308	0.199541637839
è	0.0104062958477	0.00672240437129	0.00490802581032	0.0167204719216	0.306448544431	0.47606007836	0.178734144358
r	0.00848304411287	0.00484906538142	0.00384279840117	0.00987740202213	0.194012012344	0.60240641212	0.176529210633
i	0.00579201557839	0.00318537070321	0.00348700697972	0.00734066555368	0.101763915181	0.524064029573	0.354366947658
</S>	0.00450845032251	0.00214199515039	0.00228483527426	0.00451120781629	0.0548505171905	0.385073608087	0.546629338829
