 	li	vestono	i	genitori	</S>
t	0.7799452485	0.079474883534	0.009330072857	0.016160012154	0.11508980027
u	0.738409325833	0.158991363778	0.0130355101763	0.0152431849088	0.0743206095232
s	0.548433964804	0.297711265086	0.0320975154828	0.0553472287364	0.0664100348705
i	0.353010929595	0.449320456762	0.0499931530943	0.0715839044408	0.0760915652382
n	0.223677424554	0.565244586254	0.0578976346981	0.0814064946403	0.071773898807
d	0.1061365945	0.545871550085	0.054682735966	0.134294762953	0.159014413317
ì	0.08384487406	0.556085770695	0.057244823522	0.114968260151	0.187856299826
n	0.07173633552	0.660013408898	0.065537398374	0.068826381917	0.133886464909
n	0.0876527871	0.570453634099	0.0611177467913	0.102456301152	0.17831943987
o	0.0801339860607	0.361163092506	0.21466996873	0.149440592297	0.194592329823
n	0.0378129654456	0.208056006842	0.42107808491	0.160669624099	0.172383341214
e	0.0213688266993	0.108045583851	0.544037897637	0.178128611966	0.148419029077
i	0.00875777678257	0.047159376033	0.621998299879	0.218913486589	0.103171025192
g	0.0116179637824	0.0280743163237	0.545628836626	0.321918498863	0.092760345444
e	0.0130366845675	0.021318107448	0.398176372142	0.456568323621	0.110900444028
n	0.016641678636	0.0301550582133	0.266178443981	0.577825257874	0.109199582743
i	0.0175367738557	0.0320639956473	0.19359077376	0.624943617291	0.131864954381
t	0.016223096737	0.0292656979148	0.152280037127	0.663881409097	0.138349876167
ò	0.0161467101974	0.0292245779472	0.106470388996	0.691081265032	0.157077114496
r	0.007443902849	0.0136448397399	0.0756987221167	0.684492473011	0.218720097299
i	0.00413412518411	0.00727712680197	0.0372899497222	0.569820577004	0.3814782709
</S>	0.00249722442695	0.00451074209098	0.0232573794791	0.441871418502	0.52786327245
