 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.742151665	0.17182341191	0.017788187976	0.006952837473	0.0041637411205	0.00298338722267	0.00321006201516	0.00861475590915	0.0423119771636
ò	0.799297467267	0.146284494997	0.021562205392	0.007612301419	0.00253072433517	0.00151035492067	0.00203305484256	0.00350143595143	0.01566797008
t	0.761414350022	0.127887180892	0.0546932947573	0.0123596973743	0.00466188619506	0.00351010872889	0.00411870065402	0.0034718993756	0.0278828407644
t	0.663035273341	0.123679967231	0.0727113042524	0.0259546782721	0.0374184828297	0.0134255684496	0.025161845452	0.00425919948055	0.0343536398053
e	0.405975634362	0.328927576277	0.119761344351	0.0390466475247	0.0453204407432	0.0140204122165	0.0304121373725	0.00243388178349	0.0141019408047
è	0.150017544449	0.456490422559	0.291565109184	0.0551513123082	0.0169212738751	0.00555585039063	0.0149012815858	0.00281114254135	0.00658611912282
s	0.062536596423	0.32878303112	0.460586158661	0.0808304896161	0.0124418843304	0.00724844427201	0.0136570319706	0.00697026546076	0.0269461310483
t	0.0869344089343	0.244898390573	0.460808433154	0.0818966589854	0.0305619801348	0.0209954045607	0.016993513995	0.00904760558035	0.0478635701827
a	0.0891240644977	0.234917931498	0.482081612385	0.0875576803285	0.0327262958849	0.0217469724936	0.0141381352774	0.00575057996387	0.0319567217774
s	0.0321965372207	0.194084662606	0.552647544795	0.111920815976	0.027772806095	0.0157587875112	0.0417860405849	0.00338279397144	0.0204500528583
e	0.0131461307085	0.116762548142	0.535064306265	0.222256844925	0.0278209653317	0.0136695962904	0.0516431022483	0.00288887215961	0.016747691401
o	0.00511543930663	0.0611691385143	0.415078595242	0.458225302975	0.0218602757439	0.0066624101268	0.0229835818388	0.00230072303874	0.00660455567033
G	0.00309681187797	0.031800993365	0.312989476034	0.552046916992	0.0329925585813	0.00645259237227	0.0118960058183	0.0188367010995	0.0298879684197
i	0.00227910612807	0.021543897405	0.300250823211	0.530491318997	0.0611166753938	0.0118566983028	0.00737510997263	0.02549001244	0.0395964215362
u	0.00129954309893	0.014082297557	0.21116151407	0.570155758999	0.144089196998	0.0184909421663	0.0121781121614	0.0118437008941	0.0166989573727
v	0.00197631673659	0.00725497966233	0.110497771423	0.589097531	0.182215826199	0.0188167398288	0.0156317555125	0.0407150515977	0.033794001624
à	0.00273020583751	0.0114801271188	0.0883134922477	0.555150803	0.211268738733	0.0277004011696	0.0101125541085	0.0498702777679	0.0433733892938
n	0.00425192984985	0.0140937121145	0.0910403273892	0.464564347667	0.287406114178	0.0391698236565	0.00822571810117	0.0399970674633	0.0512510034873
n	0.00721366301087	0.0129616526438	0.0754878030631	0.399605136556	0.304045711859	0.0592020721522	0.0118342042864	0.0488318079651	0.0808179862838
i	0.00605189339997	0.0106439820801	0.0424448962944	0.364786222005	0.372539909286	0.0808894074507	0.0184919645821	0.0420242921497	0.0621274066813
t	0.00370719391829	0.00543961646676	0.0194092595875	0.299997993088	0.468673529762	0.0839922604169	0.022111928534	0.0403748591346	0.0562933486046
i	0.00289777952695	0.00361549357858	0.0112943330372	0.254675026329	0.506490625254	0.106040685272	0.0219020971827	0.0344495758122	0.0586343893803
n	0.00181001062767	0.00200539681695	0.00666094894413	0.20693935261	0.555402457085	0.135132736691	0.0185653476256	0.0262681047627	0.0472156249418
A	0.00113566260391	0.00174563441661	0.00468266780104	0.17089418057	0.533170673695	0.21703093263	0.0120231099939	0.0173156755109	0.0420014492677
n	0.000941671646193	0.00192697216	0.00493783402221	0.156656263223	0.522287776565	0.25091939621	0.01335193717	0.0132473773176	0.0357307579419
n	0.00409135244781	0.00492123008547	0.00644261034927	0.115838631541	0.527896459522	0.230896364737	0.0175957980233	0.0214495877645	0.0708679493466
a	0.00519735409224	0.00546995834871	0.00564291228622	0.0714167425803	0.418218723241	0.333165694246	0.0455942709144	0.0404683769615	0.0748259862822
ì	0.00231903227545	0.00225054903773	0.00275254264157	0.0386013058014	0.295598939414	0.496452818749	0.0804760918248	0.0446799561805	0.0368688357907
s	0.00113463311407	0.00134244160661	0.00175755807772	0.0245874306085	0.215936230071	0.562166352116	0.0698074426349	0.0720607420228	0.0512072665479
t	0.00103059369496	0.00120201705263	0.00205813849808	0.0196098018695	0.18777739309	0.506307577239	0.0423407345183	0.0879928422969	0.15168095698
i	0.00126035735099	0.00107683552372	0.00230641037033	0.0141135528298	0.158317698097	0.460447443746	0.102399597373	0.087689888179	0.172388284689
n	0.00152670207269	0.00122710123093	0.00222477496996	0.0126433552566	0.118727869766	0.475280908915	0.164918898458	0.0948354196597	0.12861504679
e	0.00208899687411	0.00132104383234	0.00243389649603	0.0114302435845	0.0962776432953	0.423848863972	0.241684440486	0.10380866282	0.117106208891
a	0.00196403878308	0.00166631379495	0.00294920472418	0.0123596361032	0.0767388358718	0.283059292724	0.397537360829	0.14608495374	0.0776402720703
n	0.0013456084334	0.00158631339783	0.0025567435684	0.0150266625957	0.0692641415573	0.211990652641	0.419512353323	0.182520192513	0.0961973376168
k	0.00300597053422	0.00143415248034	0.00251081357093	0.0127416566172	0.0593065821191	0.22427917628	0.294420003008	0.197897106504	0.204404680528
ò	0.00526488920355	0.00165119619052	0.00279778057311	0.00941741873907	0.0435430828397	0.298360438493	0.170048443989	0.171411075835	0.297505714479
r	0.00829910360585	0.00344573310613	0.0038691143583	0.00905618240636	0.0387357277199	0.305948054964	0.15919397593	0.237886859212	0.233565250026
a	0.0105009513983	0.00489658702991	0.00642118182963	0.0105517688448	0.0398363944466	0.199433265895	0.183067783577	0.371286898004	0.174005156342
m	0.00804458609615	0.00368336541656	0.00618607424009	0.00873504180607	0.0283970829322	0.111915139205	0.199396398992	0.443972876935	0.18966944958
a	0.00701714836076	0.00311542686586	0.00633063227054	0.00847858629202	0.0230043865171	0.0769342774083	0.192132570397	0.466941221645	0.216045814126
r	0.00616526838136	0.00345081327877	0.00629914376742	0.0110912885349	0.0234297700418	0.0562164522828	0.168190348759	0.465731315882	0.259425638099
è	0.0031768523375	0.00256792335846	0.00353581863029	0.00861517379803	0.0177752281971	0.0552633285676	0.130694327546	0.475339257294	0.303032085756
o	0.00173052534428	0.00135233903102	0.0025378858189	0.00695860510254	0.0156104501897	0.0549661408465	0.0720786490487	0.506183627098	0.338581707585
n	0.00314015172421	0.00974615771979	0.00772636735587	0.013719161945	0.0129858733457	0.0288876795462	0.0785734353296	0.521470780766	0.323750360195
t	0.00816902106337	0.0192575635436	0.0134041134772	0.0226219438383	0.0212237603135	0.0238391780541	0.0817230964232	0.489098502655	0.320662795532
a	0.00776377388195	0.0137356172062	0.0103312720589	0.019683273789	0.0230167557207	0.0198055190094	0.0683012684211	0.458339136885	0.379023302644
</S>	0.00428968397852	0.00731704893828	0.00670517547621	0.0138772337707	0.01644192998	0.0132006233937	0.0639054754306	0.447271033442	0.426991712322
