 	tu	quante	bottiglie	hai	rotto	dieci	</S>
e	0.5189925237	0.41496447751	0.0100900109623	0.0040244145782	0.000698478205479	0.00762373144977	0.0436064391096
s	0.3546419799	0.523751403437	0.0559227734408	0.0181803227853	0.00285735622948	0.00488997025724	0.0397562326025
ù	0.2467670773	0.603097611412	0.0771564878136	0.0267752443131	0.00457185683943	0.00400457898095	0.0376271811688
p	0.175783397347	0.653983649137	0.114154322805	0.0188140277624	0.00591734173141	0.00256951966885	0.0287778043721
ò	0.101763821769	0.544540175712	0.259244330135	0.0494704302875	0.00990070451027	0.00290961807895	0.0321709390092
s	0.0664521319963	0.366914857637	0.437708222312	0.0829917202158	0.0148348815079	0.00468579876498	0.0264123638164
e	0.041260153627	0.190520788759	0.602564102771	0.105911898272	0.0331534385493	0.00678621975499	0.0198033641975
b	0.0175343855906	0.078192766933	0.587434092924	0.227500494957	0.0422633346298	0.010531800365	0.0365431046742
o	0.0134534990705	0.0388809804443	0.487161208308	0.336328498719	0.0502980449433	0.0171159261617	0.0567618452665
t	0.0172803054814	0.0266916980481	0.408270791503	0.326937735573	0.0878336864478	0.0405479269606	0.0924378706638
t	0.0199340018513	0.0374123023427	0.283639602534	0.287623333524	0.117713281216	0.0954088455202	0.1582686554
ì	0.0150398521509	0.0338104454209	0.186892739878	0.365589694841	0.132935710205	0.12557701344	0.14015457783
g	0.0117614229096	0.0192182221536	0.144684727026	0.514354568947	0.144695607468	0.0925265120133	0.0727589430967
l	0.0154406314021	0.0220110772539	0.113150236495	0.472749244316	0.194220625623	0.0772366842044	0.105191412906
i	0.0125052837533	0.0185968182156	0.086407009885	0.316854883892	0.268776180341	0.138078573401	0.158781142289
e	0.00513306187769	0.00703245324867	0.058949722067	0.203756035424	0.331548095114	0.267754850734	0.12582570265
ì	0.00245525333616	0.00275719623496	0.0218910301877	0.122119663815	0.354362529885	0.422600690911	0.0738135836033
s	0.00188273259378	0.00155651872397	0.00919353528523	0.071143028205	0.347418394942	0.521171632304	0.0476341621344
e	0.00112268691723	0.000922436338103	0.00375415860354	0.037132997405	0.248636853321	0.605312739435	0.103118145145
g	0.00203332190137	0.0056559044667	0.00391062951338	0.0208652231943	0.12237634478	0.682268509812	0.162890043464
l	0.00295934103788	0.00957732787483	0.0116079265262	0.0366269259541	0.0806122641933	0.656814786604	0.20180141571
a	0.00191909193011	0.00567337884488	0.0117762773323	0.035408355927	0.0472906894244	0.596000817535	0.301931404043
m	0.00221691906334	0.00308588181735	0.00555425995757	0.0200135701153	0.0396006452948	0.604701022512	0.32482768178
m	0.00925627973554	0.0044551224783	0.00636900751706	0.0259662503024	0.0518803272583	0.566199705504	0.335873288772
è	0.0290427649315	0.0116528703719	0.0129150780133	0.0291613071625	0.0463377185966	0.521176783835	0.349713469071
n	0.0530882852619	0.0219409993967	0.019453068634	0.0403611596892	0.0737458200827	0.441513587278	0.349897076757
a	0.0431245486224	0.0180808132961	0.0143023116233	0.0377781936811	0.0768333403632	0.342286631093	0.467594130252
d	0.0239970003185	0.0186685613773	0.0148275387211	0.0378808216264	0.041372804352	0.408235933031	0.455017262444
è	0.0173316613867	0.0184474033099	0.0148042258122	0.0425233877861	0.0342432885987	0.46211130701	0.410538685641
k	0.0124318322695	0.0108400983982	0.0114467145629	0.0480924037727	0.0374585506612	0.497809392337	0.38192095188
a	0.0107429032328	0.00866225787485	0.0103727407475	0.0444957675536	0.0337592208487	0.417822022379	0.47414500216
</S>	0.00607000865506	0.00507567846691	0.00562105396895	0.0242803092888	0.0197295641434	0.289297940589	0.64992537508
