 	possono	essere	ancora	svegli	</S>
i	0.829924912	0.09585356269	0.029354279839	0.0047677410784	0.0400996097369
s	0.823656437333	0.0706187051433	0.0447274242263	0.0034528062023	0.0575446821946
ò	0.776292202444	0.124017384048	0.0329384588808	0.00283992099267	0.0639119826455
z	0.705013825481	0.225077831416	0.0176712501549	0.00407117963836	0.0481658401596
o	0.44655824676	0.469872700472	0.0290156519143	0.00958304507759	0.0449703132583
n	0.184045410613	0.714028450157	0.0312910875714	0.0243468760945	0.0462882101914
e	0.0809245662497	0.771031913386	0.0419109034571	0.0383027101264	0.0678299754491
ì	0.0467563210826	0.750474846462	0.100113123219	0.0466389201804	0.0560168363197
n	0.0311435583715	0.670732374821	0.124596435406	0.0754109311621	0.0981167713409
e	0.0182854362368	0.428350140927	0.371852515002	0.0745264488814	0.106985493158
a	0.0104275421016	0.168093771202	0.670631798334	0.0792133045465	0.071633605386
n	0.00683124693931	0.0718089223073	0.620344542751	0.146767455289	0.154247864385
k	0.0508938124522	0.0715678498024	0.402845309024	0.132439342023	0.342253683591
ò	0.102220268437	0.119241820701	0.244959668075	0.0644940958477	0.469084099277
r	0.0930932237755	0.134251653567	0.377706273625	0.0625171613226	0.332431583092
a	0.0593282740101	0.090347306509	0.498958500675	0.134697564041	0.216668292031
a	0.0317728420975	0.0437262599877	0.329899554625	0.392645649347	0.201955685477
t	0.0165018929183	0.0232582645406	0.185012192246	0.572981763969	0.202245872959
s	0.0347897292654	0.0359769949152	0.13974854069	0.462206146176	0.32727855172
ù	0.0395016853425	0.0390069170441	0.086414452354	0.494726118725	0.340350807373
n	0.0159349325891	0.018985361912	0.052880300138	0.629287318908	0.282912101924
n	0.058780286208	0.0422714409707	0.035354315206	0.489257682303	0.374336306841
i	0.07300817462	0.0495309894735	0.040002445654	0.474524928768	0.362933463214
t	0.0305896093081	0.0250946338351	0.0656253085673	0.462903159589	0.415787269205
i	0.021274758223	0.0205989974312	0.0602667961444	0.266403429196	0.631456064068
</S>	0.0212423840788	0.0215379263238	0.0407297552192	0.215767247598	0.700722768034
