 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.831991127	0.1164640861	0.008703946541	0.0016423416042	0.00272052853897	0.00366866484314	0.005467431524	0.0293418157432
i	0.729735827667	0.202854183033	0.017461210663	0.00343086454487	0.00291755798926	0.00331541436431	0.00291300210132	0.0373718648985
n	0.574749971022	0.309365044211	0.0312568414677	0.00556571332562	0.00359528510909	0.00325196949224	0.00333809418736	0.0688769978427
a	0.396785300007	0.477323899404	0.0405337858226	0.00830582600921	0.0038833708337	0.00327443105555	0.00378952831445	0.0661037980542
d	0.238056823916	0.631498287135	0.0569077672875	0.0114790194537	0.0074169031219	0.00380230103518	0.00353538570348	0.0473035097154
r	0.158722960485	0.645343211045	0.0705471546158	0.0282270356506	0.0166631445453	0.00721510056706	0.00587613108076	0.0674052791578
e	0.114912217322	0.679754840348	0.0817838603786	0.0398834262209	0.0175340294464	0.00800021642635	0.00556111418185	0.0525703122679
f	0.0561154218007	0.702232007449	0.10740088946	0.029405196457	0.0133480851928	0.0110566327261	0.0106281447199	0.0698136509626
f	0.0494193038002	0.583174101616	0.110876941687	0.0554749441497	0.0338164382063	0.0252470928798	0.021854200484	0.120136990307
ì	0.0632833590467	0.561947477005	0.0962080488757	0.0777463770386	0.0457636086174	0.0306620231737	0.0209102734812	0.103478853002
m	0.0916460556356	0.610793144335	0.110396124472	0.0541189957875	0.0346018540951	0.0209584361112	0.0121832591736	0.0653021073473
m	0.137575235919	0.596005114112	0.101230574224	0.0310076815518	0.0302881059944	0.0136746433684	0.0133638701579	0.0768547444091
u	0.113922601454	0.413408667771	0.278491423208	0.0564199169533	0.0373381609048	0.0161919025675	0.0131988657313	0.071028466503
a	0.041431798444	0.167241447997	0.483743617736	0.172082686318	0.0536011298016	0.0240956863892	0.0109202510558	0.046883407925
n	0.0155834055749	0.0600869971723	0.434747888305	0.215514576106	0.105620160667	0.0276032397964	0.0360919957653	0.104751796877
k	0.0409507625806	0.0413445434041	0.318293225828	0.141154791835	0.142282833422	0.0369722908721	0.0574168162151	0.22158476161
ò	0.0509659703232	0.0421062334747	0.211672478143	0.104740847078	0.167450007141	0.0885221300974	0.0447442345117	0.28979812279
r	0.0398211277482	0.0382238898049	0.237327337248	0.131516188026	0.20124584038	0.0984739046325	0.0423901117172	0.21100166745
a	0.0350403069599	0.029316949163	0.233511646416	0.216709624742	0.24514562346	0.102182011611	0.0420840428191	0.0960098192633
e	0.0138036864695	0.0121769257634	0.114130076205	0.252195936981	0.27779506182	0.174177205937	0.0897802535864	0.0659408239078
n	0.00535167454814	0.00569044702887	0.0455862595803	0.171141786127	0.24003804914	0.183251828646	0.239291119195	0.109648801763
ì	0.0025190255027	0.0038088076248	0.0204912627721	0.085124362169	0.20895115258	0.206421767282	0.308608262398	0.164075310121
r	0.00325828748059	0.00574245425588	0.0124380215134	0.050554007055	0.169821406393	0.204915541094	0.393594166799	0.159676089554
t	0.0109698277275	0.0123189743927	0.0111809290965	0.040885795517	0.148611083531	0.110640938031	0.465085274066	0.200307174185
e	0.01669750227	0.0162634299744	0.0191385734676	0.0446371793557	0.129561524607	0.0804263642903	0.389621088489	0.303654267062
e	0.0110508869372	0.0112797402243	0.019268359543	0.0389983787199	0.0679941421377	0.0762802457101	0.466831701496	0.308296509954
t	0.00624425125915	0.0067665216645	0.00832953633733	0.0182060663796	0.0326574023779	0.0449733067234	0.632806339832	0.250016676451
t	0.0181490091563	0.0237547154251	0.0100492605794	0.010257897551	0.0234629244326	0.0580177152451	0.623359747944	0.232948823017
ù	0.0198111508418	0.0277512623257	0.0110288502212	0.0103221936445	0.0169747722275	0.0844557561057	0.521612759981	0.308043268339
</S>	0.0101180833326	0.0146325413315	0.0071638625552	0.0109755962193	0.0127383942188	0.0827782112129	0.478892710991	0.382700576169
