 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.84116506	0.1222341195	0.003808176875	0.007135676571	0.0037134911	0.001849634886	0.0014893298084	0.0186044987396
è	0.725898218	0.229090365567	0.00719063886967	0.009722101685	0.00460606295467	0.002469081446	0.00143381357613	0.019589696579
o	0.494314651364	0.437953490922	0.0260568523679	0.00834922876633	0.00619215836422	0.00258400212615	0.00125207795758	0.0232975467266
p	0.231910897365	0.593705430307	0.066911824456	0.0189864364588	0.0119000261367	0.0049017071822	0.00223437866739	0.0694493900085
p	0.123833576475	0.614706466769	0.105683785685	0.0286304277169	0.0256867572556	0.00600390844073	0.0069969144558	0.0884582232637
ò	0.0832894667117	0.620008772256	0.165528996362	0.038186765653	0.0267313372865	0.00585919433291	0.00872588391793	0.0516696190374
r	0.0456381465172	0.531216377419	0.292533022054	0.0576180878377	0.0204433725622	0.00812977327697	0.00791267556131	0.0365085646925
k	0.0338905231724	0.422978006873	0.334344140018	0.0946095061459	0.0200568791341	0.0121359857343	0.0104698259778	0.0715150817495
e	0.0228544718388	0.308594203731	0.429174009339	0.116934391362	0.0283546667514	0.0110060267598	0.0096055132466	0.0734766372332
t	0.0122968659323	0.162670171084	0.553405171513	0.163077915587	0.0473661721171	0.0093727962596	0.00910324881887	0.0427076079057
e	0.00911302043213	0.0897280384387	0.476241636904	0.248201590329	0.120878781572	0.0138848849932	0.00908482969696	0.0328671360959
e	0.00492971814994	0.0511778990609	0.287854768835	0.296303035176	0.293000602524	0.0323463951711	0.00927893789299	0.025108613752
t	0.00739034430118	0.025506402031	0.174051941372	0.272877937459	0.383395879841	0.047586114257	0.0174931411677	0.0716983170827
r	0.0151095867714	0.0562011637703	0.168139552284	0.169355807886	0.36289368528	0.0593981744857	0.0259992665559	0.142902833134
ò	0.0132373269728	0.0638202607901	0.107666564601	0.096434597762	0.422909697427	0.106847503695	0.047453830912	0.141630243342
o	0.00606370874799	0.025691599718	0.0421759070423	0.0745988969207	0.470114770476	0.202648752565	0.0873062628773	0.0914000901807
p	0.00672446240536	0.0138131852408	0.0204167213228	0.0485703039296	0.353924372759	0.330845868188	0.120582836639	0.105122189014
ò	0.00630926709774	0.00913957886127	0.0124664033676	0.0329898452725	0.232110316653	0.428549651863	0.169624878546	0.108810018265
s	0.00450669605666	0.00535941780099	0.00794798696853	0.0243063190108	0.160924608618	0.477848949088	0.212328226515	0.106777842728
s	0.00685683347531	0.00520547717343	0.00793231920018	0.0145131373616	0.0956211574127	0.489648579296	0.241393661405	0.138828893956
a	0.00633149193408	0.00338708476414	0.00510994217868	0.008753991871	0.0585543364742	0.400310617832	0.342935410702	0.174617156899
t	0.00449102360169	0.00343330765474	0.00440903587687	0.0067021948768	0.0279440799081	0.251714213744	0.462572051567	0.238734045562
è	0.00309207053309	0.0032112885828	0.00393795596834	0.00803580186927	0.0174705893127	0.151002076515	0.596480089522	0.216770023849
l	0.00162942856631	0.00165124942539	0.00198433041834	0.00735988559476	0.0127973054487	0.102505245678	0.722044893174	0.150027632136
o	0.00171611523851	0.00133716767436	0.00146555024527	0.00389199324252	0.00610042314903	0.0789216971993	0.632230787725	0.274336273499
</S>	0.00192356695369	0.00109181257562	0.00114228371707	0.00271209927466	0.00361246954201	0.0691927641997	0.509894936862	0.41043005175
