 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
i	0.825026699	0.124485703	0.00952530874	0.003911546217	0.00457372295	0.0021286916154	0.00262212970939	0.00149603538546	0.00274065323736	0.000919937453886	0.00336655933015	0.00038319227697	0.00200075596114	0.00262065397551	0.0010045015012	0.000540546169975	0.000453451113646	0.000422072019834	0.00286676564923	0.000518342807551	0.00104406735001	0.00734860662969
m	0.602460817533	0.208226860867	0.07357709104	0.0269363969897	0.0363413831367	0.00373239184807	0.00585886880772	0.00125050255646	0.00359329012976	0.00162160679682	0.00205136291715	0.0020196721133	0.0012243192024	0.00389386325433	0.00256510812186	0.00112337713677	0.00166586165134	0.00125803341543	0.00223751570163	0.000271853986651	0.00245945246184	0.0156302283626
à	0.342278245044	0.355846976356	0.150723371613	0.0415994508006	0.0515587632922	0.00401522472269	0.00656687974324	0.00116372868382	0.00356152088459	0.00175379232461	0.00161252888938	0.0026097015781	0.0006637597728	0.00601876541053	0.00310888292462	0.00136902448659	0.00231417058871	0.00156527669281	0.00162653815814	0.000259348827284	0.00294018335523	0.0168437305956
n	0.272095016615	0.474186635119	0.140623264538	0.0305629229802	0.0261349118107	0.00267914827703	0.00330731442175	0.00086449864714	0.00190638907486	0.00132108573427	0.00142028854356	0.00181706302637	0.00140518603087	0.00869837282078	0.00278090456141	0.00118560489962	0.00177593176988	0.0011228039014	0.0010942799026	0.000296234558841	0.00146358326869	0.0232585252534
a	0.189861188178	0.438150562773	0.210864124713	0.0883064875934	0.0195198215636	0.00256249139448	0.00228583618438	0.00077940080038	0.00135626735165	0.00128108678825	0.00137186495735	0.00150118257638	0.00172575435341	0.00738547749689	0.00256272587567	0.00104496792778	0.00134602542333	0.000921389397809	0.000782818782915	0.000224551526923	0.000949745781963	0.0252162669402
c	0.0739304751353	0.316996938191	0.362283607571	0.156551055051	0.0306811121479	0.00340626924083	0.00354975380026	0.00123668589986	0.00214042441392	0.00369583888518	0.00246012406664	0.00277220399872	0.00121529770499	0.00576329096526	0.00506482771489	0.00161592193707	0.00257182945768	0.00200913068321	0.000769979294067	0.00066437211289	0.00163585630047	0.0189850137982
e	0.0316104343084	0.217104624397	0.437334877857	0.194731311804	0.0507394635826	0.00501781192228	0.00488285953642	0.00215832391555	0.00286416961231	0.00490490866453	0.00338165546181	0.00333149579681	0.0016465923672	0.00550864199713	0.0063166719973	0.00214720740534	0.00314686134938	0.0024485233178	0.000837528727389	0.00094131397915	0.00187979121766	0.0170649017731
o	0.0119822726932	0.138691212392	0.382731032819	0.329146826735	0.0892060818609	0.00785200713009	0.00509604675147	0.00250100741078	0.0024857960665	0.00448049091748	0.00236853706538	0.0014756703415	0.00154882152985	0.00324288197892	0.00479380412643	0.00120206800421	0.00161687323227	0.00108960424089	0.000570842093026	0.000486686623097	0.000670679511861	0.00676072425743
c	0.00685791864307	0.0791786140773	0.283665070673	0.381719613278	0.169532416287	0.00921760516003	0.00714722233269	0.00221669615466	0.00314678471657	0.00591249810233	0.0022175605241	0.0023278111345	0.00101426840253	0.00450194056414	0.00577039862881	0.00109323506732	0.00165811906567	0.00145194181399	0.000604725148045	0.000871962817086	0.00352013675896	0.0263734627428
i	0.00523839580022	0.0515971194124	0.254197387758	0.343114091859	0.248476647096	0.01492992981	0.00936601378576	0.00336271658902	0.00360808857119	0.00498075525344	0.0026865603427	0.0027254087245	0.00178480109084	0.00505663694338	0.00491223420094	0.00162728838977	0.00165659441196	0.00153174435313	0.000630161591722	0.00122647973774	0.00449003192552	0.0328009205585
