 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.839669365	0.040543350094	0.013836602883	0.013794777267	0.0036207695595	0.0085393652796	0.0799957476082
t	0.800216410333	0.0442392700313	0.0227852861143	0.032639414609	0.00813732532683	0.0193767014579	0.0726055790177
e	0.590484665444	0.270610680344	0.0321670487981	0.0392558719963	0.00893603400593	0.0252288319892	0.0333168585119
k	0.332197416815	0.475405505448	0.065864056026	0.0504487164654	0.0102605005923	0.0156171691529	0.0502066782279
a	0.196590507312	0.569594618483	0.102329108095	0.0541819759751	0.01048727145	0.011365164593	0.055451380498
m	0.0985682483973	0.621133202628	0.167700606518	0.035998558345	0.0078583625452	0.00931153503967	0.0594294338567
m	0.0891166729858	0.553349159343	0.197210803506	0.0326745820083	0.0108521687884	0.0122947634846	0.104501807161
è	0.112544425875	0.544419510448	0.179724337835	0.0494343462961	0.0106617876615	0.0181275584262	0.085088067069
n	0.108105839632	0.482508283149	0.258721773278	0.0709280051654	0.0117562141485	0.0209656040887	0.0470143366937
i	0.0690166280781	0.313660907383	0.464774210426	0.0856565656551	0.0143175462528	0.0192201648796	0.0333540437206
s	0.0275629467093	0.145862545894	0.621589365075	0.0999832577517	0.0207186845676	0.0202571175099	0.0640261607562
t	0.0284463771656	0.0733956839313	0.587574669958	0.119236306651	0.0674029576559	0.03039398815	0.0935500514201
o	0.0269834127772	0.0515130993324	0.515165326653	0.198221123484	0.102130738752	0.0371297473167	0.0688565763414
g	0.0139786604746	0.0294809414395	0.527328415551	0.223648817161	0.0850807091173	0.0350695419056	0.0854129457845
i	0.0144174745078	0.0171200343503	0.463011558517	0.298646992387	0.0852586803724	0.0313411308485	0.0902041682855
a	0.0115623666988	0.0112262488177	0.299993431372	0.474400567462	0.109339047024	0.0297719221428	0.0637064733485
r	0.00838353845607	0.00674802746927	0.213938006217	0.460046814487	0.140826796975	0.0694384992943	0.100618332503
d	0.0159072381838	0.00822378230602	0.164743990032	0.308431168829	0.176504493725	0.145967518765	0.180221802521
ì	0.0224633119006	0.019516443884	0.118708167831	0.29149320361	0.204502499642	0.161172109188	0.182144222907
n	0.0275388529959	0.0297419883623	0.121804071608	0.33887253307	0.216823718747	0.136366402983	0.128852356036
o	0.0228622829091	0.0220802732335	0.0972457571747	0.291996347423	0.319541835782	0.140182516981	0.106090893545
s	0.0116230366308	0.0101364286619	0.0409474586675	0.190379055541	0.465277758194	0.148248217794	0.133387942945
t	0.00994007616526	0.00733459527169	0.0244365722511	0.117236320314	0.492611819665	0.162693426065	0.185747114925
o	0.00799288015605	0.00457208768881	0.0153185995801	0.0873299261713	0.449560369422	0.252661782022	0.182564322355
c	0.00508284353613	0.00462453902107	0.0106511281446	0.0577853043304	0.410905947674	0.318221961607	0.192728317218
ì	0.00347904280797	0.00571553673958	0.00911105118412	0.0390933227035	0.353172356358	0.370068270802	0.219360478973
p	0.00349119591344	0.00548240475456	0.006545505891	0.0256544705278	0.288176174519	0.484307721334	0.186342510591
o	0.00538123958883	0.00471976189651	0.00553196748092	0.0175474766653	0.214741866973	0.519802448178	0.232275225797
</S>	0.00576819440494	0.00341013395659	0.00458449857349	0.0140891533066	0.160231570286	0.504888665089	0.307027826899
