 	il	ladro	poteva	entrare	da	qui	</S>
o	0.828494644	0.1523157234	0.00832552886	0.00276954306766	0.000684117444244	0.00059882774264	0.00681157026965
l	0.607301067493	0.3129825232	0.0204676979067	0.00784690276646	0.00687605906473	0.0239342369273	0.0205914887543
à	0.312549475258	0.565994521733	0.0442301828356	0.0113095981662	0.00894049249258	0.0316651483018	0.0253105546498
d	0.190595505286	0.700773862244	0.0690420187452	0.0081115390374	0.00322489724019	0.01136903226	0.0168831294963
r	0.202574138362	0.614946894748	0.128064290915	0.0108518622938	0.00446995369406	0.00594326425093	0.0331496258954
o	0.153420760621	0.394515870649	0.359805624505	0.0351595482179	0.00899768321802	0.00434664916764	0.0437538976725
ì	0.0672008206717	0.215080426283	0.595787558168	0.0666204850726	0.020209829446	0.00574397857255	0.0293569055288
s	0.0299604227019	0.151548373361	0.650259364723	0.0704570517909	0.0291289767107	0.0181488805888	0.0504968574179
o	0.0178319578063	0.0807946476843	0.659363847574	0.126179245297	0.0337274977989	0.0233097314036	0.058793014281
z	0.0125657783862	0.0374401886788	0.551592250125	0.227127247366	0.0539488481996	0.0463552388012	0.0709704447397
e	0.0150378365912	0.0222918390856	0.363912168575	0.304133914722	0.142660949933	0.0659907254004	0.0859725506726
è	0.0113863870561	0.00907455594787	0.204446512098	0.468646880907	0.193303898111	0.0670363748735	0.0461053606109
m	0.00718230312615	0.00933111896929	0.0996483251393	0.597154118302	0.15795745077	0.0636282256312	0.065098443553
b	0.0278158068312	0.0262612357831	0.0928073233131	0.488229096101	0.150869222457	0.0508954346437	0.163121901948
i	0.0378969707347	0.0273189999695	0.081716273419	0.266247949234	0.295278885619	0.0790689764479	0.21247197085
a	0.0193493250649	0.0102376653496	0.0439997379811	0.109930238463	0.385135645873	0.271001569683	0.160345777417
p	0.00898134897438	0.00655434178407	0.023366800948	0.0469454733257	0.277292808491	0.489080232561	0.147778915744
ò	0.0050222689205	0.00499465197302	0.012147839659	0.0229395388192	0.15279515083	0.653287262854	0.148813250853
t	0.00249761995035	0.00417117865879	0.00622322295717	0.0129905434171	0.0662834143767	0.795815592951	0.112018437418
t	0.00671132545321	0.00501572290571	0.0119912680658	0.0109231178624	0.0431775665322	0.742774482317	0.179406559673
u	0.0108845389519	0.00313727219768	0.0156084964519	0.00767980625927	0.0292176372974	0.544553587306	0.388918714758
</S>	0.0106884192249	0.0017823288418	0.0132520272838	0.00409660713234	0.0176270106687	0.431775546453	0.520778101379
