 	dove	aveva	per	stare	non	aveva	</S>
p	0.818631054	0.10835293625	0.0084747124607	0.0028355080604	0.0044821508921	0.0159440366432	0.0412796552158
u	0.650606376667	0.295142031083	0.0152825694856	0.00243874216613	0.00275334192277	0.0140362465578	0.0197406995566
ì	0.361658088702	0.587899989694	0.0286862406472	0.00302077976958	0.00267255915059	0.00757319912474	0.0084891588868
c	0.165757009047	0.694266939231	0.0802695685491	0.0164187421165	0.00465078879886	0.0143949264942	0.0242419869129
h	0.115518616416	0.714097781744	0.0981078589164	0.0208728615615	0.00450270674695	0.0152351004247	0.0316649823817
e	0.0814422167208	0.564797524248	0.286039720039	0.0328849490098	0.00500614056965	0.0107885458887	0.0190408738046
n	0.0377662800657	0.253952778963	0.543995697346	0.0895339940366	0.00858022237855	0.0139141868214	0.0522568012172
a	0.0213284533165	0.10183669498	0.504676934449	0.236354523346	0.0378094507062	0.0248808202251	0.0731130957481
s	0.0155965466854	0.044781911292	0.43073906215	0.333236761115	0.0524040022621	0.0349884058084	0.088253301169
t	0.0161684660104	0.027713665724	0.395416546717	0.349791077838	0.0416427038367	0.0445369884228	0.12473053287
a	0.0112586751606	0.0177679199761	0.251778772106	0.484472704079	0.0722787014682	0.0540754344543	0.10836784185
s	0.00948612095057	0.0128855101268	0.150526802569	0.510124403893	0.0825031168827	0.115316245885	0.119157818191
ì	0.00910009703366	0.0172412839196	0.10409782379	0.341915277031	0.144404149954	0.237366352962	0.145874981971
e	0.00593037882561	0.013345554427	0.0450529733033	0.245536530257	0.318855791251	0.256913429921	0.11436527757
n	0.00605434887561	0.00795299037778	0.0263033726078	0.214991251999	0.323136470417	0.301697337374	0.119864111663
ì	0.00400656117582	0.0065890416403	0.0158821540159	0.131963072886	0.198116851672	0.522383049125	0.121059183448
c	0.00250509665065	0.00795339168547	0.00998544123463	0.0630036475887	0.124946378711	0.717666499042	0.0739395626493
h	0.0028977795266	0.00779751076782	0.0123597684769	0.0450313009696	0.0697705021903	0.775931598347	0.0862115512074
e	0.00288571987053	0.00398685725049	0.01044597807	0.0300436432165	0.0637432216901	0.633230628649	0.25566386236
</S>	0.00287120143976	0.00296382697308	0.0075715325276	0.0239236986982	0.0745660022851	0.493822096125	0.39428150518
