 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.836636789	0.11625099635	0.01328797165	0.005699841043	0.00427243668	0.001624996865	0.0006177746987	0.00109151916545	0.0205176288414
a	0.744229206333	0.211962125883	0.0134281042367	0.00821260419233	0.00277647056067	0.00102118846422	0.000500308981756	0.000667409996477	0.0172025688861
t	0.519288245824	0.434386446894	0.0154982349922	0.0118449999221	0.00248385524529	0.00106667072343	0.000430934352975	0.000733591182199	0.0142670325004
r	0.361429778988	0.582398396465	0.0223895835107	0.0119220677827	0.00455983955016	0.00197425255394	0.00154917289659	0.00122329131635	0.0125536138735
a	0.326367803129	0.616588681655	0.0303114046369	0.00912951606023	0.00473636141019	0.00244838468625	0.00196498329032	0.00097888468399	0.00747392758649
v	0.201311209043	0.678703354018	0.0755802111456	0.0117074191814	0.00400271202886	0.00331920678275	0.00146117472076	0.00149689926774	0.0224177821379
ù	0.0826611563077	0.767125118139	0.100875639049	0.0125803039225	0.00358111734162	0.00310265896292	0.00120753000692	0.00180579299271	0.0270606989016
d	0.0525118431292	0.72867932598	0.134874433616	0.0124311260808	0.00389616063721	0.00295095412331	0.00204361069897	0.00347686047937	0.0591357247899
i	0.0467969748164	0.461101016327	0.371296225405	0.0324997663403	0.00641030078174	0.00347045439077	0.00295954401459	0.00449916442283	0.0709666017846
a	0.0249231283371	0.206592735016	0.657736529135	0.0583894993668	0.0100211246672	0.00389499577092	0.0021484265822	0.00315497284992	0.0331385590007
p	0.0109454653653	0.0828119640853	0.728448603712	0.0837420573223	0.0271536641557	0.00803455764831	0.00507226907047	0.00635868556357	0.0474326327178
l	0.0232097376254	0.0551319067351	0.607816915237	0.113928433154	0.0434945791652	0.0180548604961	0.0372122706408	0.0116193584715	0.089531856221
è	0.0298715305468	0.0582089866717	0.546140395079	0.156242266298	0.0486271090751	0.0237300054654	0.0457784382603	0.0118698587445	0.0795313616423
o	0.014898421725	0.0404737344474	0.531490365026	0.254456263433	0.068464336025	0.0276618963305	0.0181762715289	0.0084869671785	0.0358917266554
n	0.00612871911845	0.0178908882573	0.419329832809	0.372535999611	0.0732278556083	0.0312820688368	0.0100522848451	0.0134673872192	0.0560849577785
ò	0.00312210336944	0.0108947990711	0.265088058156	0.49839969967	0.0902242656028	0.0494527654036	0.00755625249237	0.0145932891311	0.0606687546762
r	0.00380825820653	0.00776802140903	0.152802592739	0.565867921223	0.122938609868	0.0748857882212	0.0102401446415	0.0144243227224	0.0472642648545
r	0.00755515244229	0.015528482365	0.112356761846	0.513576243274	0.107385564956	0.0748594961404	0.0380298921538	0.0350147362581	0.0956935959692
i	0.00681211634916	0.0153016999637	0.0691561412487	0.367428119091	0.231454114652	0.109439855913	0.0617344093846	0.0402335800594	0.0984400174764
a	0.00294752802964	0.00565111635063	0.0281405231489	0.219541373497	0.441354342217	0.178402011238	0.0512903546842	0.0240624886118	0.0486102989321
è	0.0011843027996	0.00259335986526	0.010886285707	0.181531751166	0.447720648739	0.285395201346	0.0333046165841	0.0152033836619	0.0221804523287
r	0.00115354762019	0.00199892848364	0.005896302924	0.147289047455	0.33877008198	0.399420760115	0.0379756675947	0.0313737200933	0.0361219138496
k	0.00830111172275	0.00953853022651	0.015969059545	0.113882751352	0.24895865606	0.356616306038	0.103822630998	0.0650324188978	0.0778784740719
u	0.0105735619637	0.0114499647735	0.0194752785123	0.0842088428553	0.169122279553	0.317455657546	0.212260063999	0.0842257754326	0.0912286337173
t	0.0052705349455	0.00493913547506	0.00904611117647	0.0383810960431	0.129809827518	0.372403442715	0.2603423532	0.0939225302109	0.0858850300103
t	0.0038052654651	0.00369634623005	0.00711019549386	0.0283610193477	0.114349613973	0.325616779572	0.2717071096	0.11523627327	0.13011738392
e	0.00234974705539	0.00246489654277	0.00647514707825	0.0192957851592	0.0784456423243	0.296866759704	0.2964422932	0.147421449917	0.150238192585
g	0.00216817134145	0.00225021897285	0.00374547037778	0.0121339277297	0.0536922163414	0.347738600548	0.290547026067	0.150028178132	0.137696122843
r	0.00223273566545	0.00293598208785	0.00304953597733	0.0118974095032	0.0390052544471	0.288090585783	0.270362964356	0.188422963377	0.194002601676
a	0.00117434395705	0.00194070913854	0.00261787409184	0.00813471467707	0.0203127704637	0.197106153748	0.281234017919	0.231654423526	0.255825045772
m	0.00138589670588	0.00161736525551	0.00202399326368	0.00556900032569	0.0121900845426	0.248615416656	0.246512939506	0.232689470642	0.249395851465
m	0.00273870467619	0.00250463687159	0.00245338593068	0.00565852263503	0.0110201650522	0.284018196289	0.161297506969	0.249321304947	0.280987535928
è	0.0117076391553	0.0227067975778	0.00742668024908	0.0173249876499	0.0136282848874	0.220853719884	0.14704023107	0.240896451116	0.318415135608
