 	oggi	io	non	ho	cosa	da	fare	</S>
s	0.907643761	0.03323318758	0.002990593201	0.003545498284	0.0024051596514	0.0009417846143	0.00833105517369	0.0409089999861
ì	0.854461637667	0.0947904041267	0.00338393813833	0.00349404391547	0.00251019449367	0.0007253974751	0.00379619938876	0.0368381583068
m	0.774316220889	0.164513130976	0.00501506462211	0.00639440942842	0.00354187677289	0.000927147980433	0.00346916592699	0.0418229633652
m	0.660280971496	0.204651684059	0.01094651629	0.0157263994295	0.0103444977104	0.00495978999028	0.0104013682467	0.0826887831928
e	0.528574327832	0.31064817962	0.0368524145167	0.0182751308585	0.0119149861411	0.00759670074009	0.011745343397	0.0743929249148
r	0.380252957544	0.405032777473	0.0725837672189	0.0371209761222	0.0211686319737	0.0174267253347	0.00810362557547	0.0583105056011
i	0.205388723915	0.440846527824	0.18301688474	0.0596534293741	0.0268631540846	0.0211642996249	0.00794786002756	0.0551190959495
e	0.0790467728237	0.422700537275	0.350767670247	0.065153156858	0.0261060932749	0.0115004034256	0.00564728067919	0.039078100545
v	0.0393039533066	0.335929502625	0.318579896949	0.157792094686	0.069260474245	0.0159761295079	0.0108706391737	0.0522873082903
ò	0.0404765800955	0.257205222408	0.228269708516	0.276393846495	0.092817301215	0.0202632146713	0.0333188315806	0.0512552408501
e	0.0303304806008	0.158424498803	0.286785055505	0.287891303498	0.139474918338	0.0230992588904	0.0388201661362	0.0351742935967
n	0.0131848618659	0.0682114818677	0.233623887968	0.308376234499	0.258845555846	0.0308010079035	0.0289957518681	0.0579612265789
è	0.012290939286	0.0359871973026	0.111097042189	0.334810514833	0.295646400749	0.0707172271012	0.0560126575227	0.0834379656596
c	0.013898203686	0.0271013031742	0.086061497063	0.295603374944	0.284726207716	0.1006448415	0.123753257753	0.0682112611465
h	0.0136339682967	0.0273767370381	0.074122805801	0.226309137381	0.313465508572	0.1004973485	0.184424160973	0.0601703016088
o	0.00980296121957	0.0208168329427	0.0437652069163	0.128364209714	0.307467053217	0.275096653033	0.142460508961	0.0722265085163
t	0.00499550205782	0.0091361918045	0.0170220082881	0.055731562358	0.282392553432	0.395095041811	0.122328796758	0.113298252601
i	0.00343530145084	0.0051970972105	0.00818976432003	0.0272675369927	0.201963970624	0.382949730737	0.187051475423	0.18394508163
k	0.00811763069828	0.00408375646007	0.00535970808668	0.0181934629576	0.126253138155	0.395082494646	0.217743148714	0.225166707948
à	0.0100963523247	0.00416969768726	0.00868325127889	0.0151987672059	0.0942406228357	0.299493682815	0.346732264611	0.221385429787
m	0.012948572181	0.00615786243289	0.024683068127	0.0108588382353	0.0608806359226	0.206377380605	0.50454425047	0.173549458662
i	0.0134800438369	0.0063064123153	0.0250653330331	0.00824496855203	0.0436516750329	0.145278717575	0.43252322429	0.325449685487
</S>	0.00716955039445	0.00329643291755	0.0133192394227	0.00536328553641	0.0248650591144	0.104437766647	0.324923058945	0.516625639743
