 	tutto	il	cibo	vuole	girato	</S>
ò	0.92318829	0.031603859392	0.016744216873	0.0074897575424	0.00279056824707	0.0181832131949
l	0.756798520333	0.142897506504	0.041782841391	0.0315138727055	0.00569714021954	0.0213100962633
o	0.485097031778	0.360918334835	0.0916574928837	0.0374431891238	0.00626640514251	0.0186175600477
o	0.254480598959	0.454729125612	0.250917669448	0.0253385024366	0.00293682975481	0.0115972598203
m	0.101920860933	0.406395443471	0.360006506669	0.0412326484789	0.0308120508589	0.0596325097892
a	0.049548048445	0.342954439157	0.436670289076	0.050637939293	0.0408489439283	0.0793403610204
r	0.0430771212157	0.274467462786	0.528430703625	0.0703825340977	0.0321172942494	0.0515248729401
ì	0.0400382908319	0.214140058862	0.517288743808	0.149477102033	0.0334619424298	0.04559387674
o	0.0216896629005	0.130041753207	0.494453085936	0.301532594678	0.0193846172033	0.0328983137133
t	0.0166336263293	0.0582613770557	0.342610431579	0.457051858226	0.0425076944344	0.0829349573898
è	0.0146799321356	0.0300381376719	0.14710325066	0.648939844075	0.0573163122581	0.101922431109
l	0.0070536099072	0.0132253762606	0.0641444717267	0.760255614692	0.0562100482627	0.0991108574997
i	0.00436915849733	0.00748887605887	0.0494634313596	0.563330056897	0.261881888818	0.11346661347
v	0.00911850046104	0.00608722968529	0.0407119254639	0.343669770632	0.473724263606	0.12668825975
o	0.0109986990009	0.00566487641583	0.020117286952	0.216979036431	0.594164281202	0.15207570311
t	0.0133307457397	0.00519383602981	0.013660167086	0.104267939097	0.707348139734	0.156199140963
i	0.0134871817665	0.00463608541714	0.0102226499929	0.052780654789	0.731011229911	0.187862179381
m	0.00525617452025	0.00241205110355	0.0073147508777	0.024746716353	0.744494625304	0.215775646357
m	0.00855989371138	0.00892400990662	0.00685132552637	0.019910727891	0.690020581768	0.265733477217
è	0.0125741609864	0.0130635783705	0.00958483698812	0.0195166819037	0.632904578389	0.31235617994
n	0.0277863100971	0.0226731065206	0.0197709055274	0.0367444136012	0.548195125796	0.344830140313
o	0.0295448168354	0.023559936271	0.0238920160465	0.0383345375224	0.407765200265	0.476903480771
</S>	0.0151418776257	0.0123678934875	0.0188217055312	0.0217172861442	0.350745410832	0.581205792385
