 	io	la	casa	la	posso	pulire	ogni	sabato	e	mia	mamma	la	puliva	ogni	giorno	perché	lo	poteva	aveva	la	possibilità	di	pagarlo	ogni	giorno	</S>
e	0.803657796	0.068376185486	0.008367074538	0.0026095890195	0.002818932881	0.0021488689407	0.00443041183707	0.00150461903306	0.00540303454049	0.00735427760575	0.0081637101721	0.00511332236566	0.00469424989248	0.00961183884401	0.0122851952792	0.0048539843755	0.00529863929071	0.00642034099281	0.00707217531132	0.00347951987509	0.00381764718533	0.00309104531696	0.00179060628139	0.00145248883235	0.00350535761953	0.0126791370648
v	0.735961007467	0.109376956362	0.0429081862193	0.0166774024032	0.022175630603	0.00682916490737	0.00424627491014	0.00454399748352	0.00311103520553	0.00431674879242	0.00478654297144	0.00287552736026	0.00211909427648	0.00359605970254	0.00479777075351	0.00395814318697	0.00379023808851	0.00267101392374	0.00276107197372	0.00150220418842	0.00149035002033	0.00134282041603	0.00143773239679	0.000755524497804	0.00163147120293	0.0103380905294
ò	0.448262032022	0.338106890321	0.0947492127398	0.0224258813744	0.030319346221	0.00881692726046	0.00439778426605	0.00556700527644	0.00244587720462	0.00353987729414	0.00374717247655	0.00233744551969	0.00146509576736	0.00174419842398	0.00268564256897	0.00412506249766	0.00341216157052	0.00487023098378	0.00192757881267	0.000985178308873	0.000847899407443	0.000924139512143	0.0014551177408	0.000699768308475	0.00114047663844	0.0090020633292
o	0.205514936941	0.547367030107	0.176449385113	0.0127613603515	0.0133720933537	0.00407294577082	0.00228550278708	0.00256081306666	0.00117991517809	0.00176892764205	0.00170045681466	0.0013701712206	0.00108995707735	0.00109730491786	0.00194823641092	0.00215394155762	0.00155137675589	0.00564264520925	0.00145403564551	0.000587821319271	0.000536364940701	0.000571969989956	0.000711118434404	0.000462833272332	0.000570928272241	0.0112179730468
s	0.087794694247	0.546078780702	0.269076900371	0.0229434837238	0.0121121481712	0.00379570541627	0.00494991039409	0.00192119925814	0.00105757880365	0.00185188388468	0.00169936603997	0.0020841236273	0.00324898500882	0.00578655246602	0.00389211172724	0.00245951145827	0.0030028924592	0.00278815559481	0.000873306228295	0.000718833740937	0.00142923799505	0.00102803683469	0.000904638637872	0.000836913867324	0.000605758022028	0.0170593517934
p	0.052214689869	0.461237185834	0.283334779457	0.0455538812679	0.0290096129637	0.0118804937654	0.0177860593207	0.00413212863005	0.00415793322228	0.00787695601023	0.00556124035599	0.0055520112595	0.00906812784027	0.0118007191248	0.00723653705235	0.00591928781409	0.00610266280027	0.00387744149227	0.00182510501963	0.00221329218391	0.00339288161062	0.0028858391901	0.00187741633202	0.00142855281703	0.000971351966796	0.0131038851366
ì	0.033473720739	0.358602100878	0.352792676486	0.0683923162626	0.0448269543212	0.0161122291951	0.0203179235402	0.00662471186535	0.00556960464409	0.0100716041101	0.0077472464344	0.0064243584285	0.0100478338094	0.00924437718227	0.00694459194545	0.0078749987447	0.00526512073942	0.00760938955142	0.00277571910548	0.00258820107264	0.00317002722647	0.0029695058395	0.00174755882274	0.00111620368254	0.000870223511932	0.00682087143047
t	0.020891322769	0.294156709626	0.436845176162	0.0683842775942	0.0441253275071	0.0134266296717	0.0134356466534	0.00624771873045	0.0034088594367	0.00627374737537	0.0065233346512	0.00494436543683	0.0076920979658	0.0132963627581	0.0130959896765	0.00723527444157	0.00783835325781	0.00727458710714	0.00224721253876	0.00198756345621	0.00339311161442	0.00286758398463	0.00223027110031	0.00531177946938	0.00159068273964	0.00527604639816
i	0.0146913078931	0.198008859742	0.481490022721	0.145315518105	0.0383001797024	0.0148344740172	0.0118739265511	0.00425078822332	0.0026834415446	0.00450390325846	0.00481695309769	0.00374550839954	0.0062297516682	0.0144162135134	0.0142451881355	0.00513660026319	0.0087127068028	0.00357075808678	0.00135677657561	0.00155190794034	0.00326064064401	0.00265888748328	0.00229360279595	0.00660143714413	0.00169585006197	0.00375477912519
o	0.00545516822937	0.0801892506473	0.423966432907	0.329550105635	0.0873891099008	0.0143057265924	0.00847204257703	0.00454498782781	0.00238931210517	0.00345255484735	0.00315829943186	0.00230982423211	0.003503133307	0.0056260064958	0.00579640169383	0.00265518253506	0.00410816867667	0.00175487411009	0.00090325663395	0.000833972288633	0.00135458066474	0.00115215343789	0.00093448589383	0.00236935134398	0.000697610048043	0.00312802985213
