 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.7192061513	0.0717759586	0.06051469421	0.0153188673495	0.0112860394127	0.040122318209	0.0579732137315	0.0238027572377
è	0.773267494633	0.0389320272667	0.0620556800967	0.0133423424552	0.00946137496543	0.0344292479574	0.0509161588768	0.0175956660934
l	0.798093274211	0.0458083159556	0.0390716079322	0.0075772094824	0.00584519868834	0.0134998332955	0.0257943924105	0.0643101326889
o	0.547304642204	0.293933573785	0.0457239346641	0.00700458620747	0.00564827156811	0.00793279350183	0.0186028447548	0.0738493343512
k	0.249103114535	0.526423317928	0.117375481481	0.0182622791892	0.014521421116	0.0118418652966	0.0110321707096	0.0514404119982
a	0.111601334105	0.579852089976	0.180975245387	0.0334773920831	0.020590194872	0.0177397616562	0.0094756135192	0.0462884321867
i	0.0533873727513	0.450136362725	0.378150807662	0.056324870521	0.0136417225107	0.0135955808741	0.0112784567224	0.0234848745462
M	0.0318526710201	0.281463157688	0.468734079421	0.101606815607	0.0551381958436	0.0138409811267	0.0214721429341	0.0258920630307
a	0.0307983086467	0.272699931129	0.390406053485	0.105678160236	0.0748175714012	0.0504736940242	0.0231631741118	0.0519632544536
r	0.0296984643422	0.24184532583	0.372430887506	0.079616536812	0.0919314871004	0.0731103200967	0.0176633911843	0.0937037004085
ì	0.0314135275474	0.172490136277	0.339700245169	0.128806107871	0.1105452685	0.0675183343922	0.0633754473681	0.0861509803948
a	0.0211029633497	0.0875043696229	0.32365898093	0.293323479024	0.0939162629	0.0538212237107	0.0851372991027	0.0415353955183
è	0.00920220224889	0.0472218643715	0.248405719983	0.381266906475	0.1391333847	0.0322980130702	0.114733938881	0.0277379660194
n	0.00726408145908	0.0284274334546	0.202260713648	0.279508676092	0.228773060433	0.0224015250967	0.167102408894	0.0642620865545
a	0.0122946716706	0.0296494834556	0.136132141367	0.167947677797	0.292390777411	0.130879087406	0.159147183498	0.0715588931328
r	0.0190442005946	0.0320295789151	0.0574800197537	0.115763771699	0.355573936004	0.190422788135	0.133425135299	0.0962605620043
t	0.0491322794361	0.0270520437016	0.0421050219046	0.112127766166	0.367781655801	0.0957952546517	0.0819783788997	0.224027650841
i	0.0577956801341	0.0207231102514	0.0321056195325	0.1057943244	0.265586919667	0.177167800491	0.11303515432	0.227791425287
à	0.0267288970426	0.0137508783187	0.0174976521846	0.0583945606647	0.140153595064	0.223932009519	0.38487448506	0.134667941696
v	0.0115551108988	0.00753581772665	0.0122562865477	0.0256689352912	0.07017380847	0.113875119377	0.617519957687	0.141414986905
v	0.0317871353511	0.0154552472694	0.0228018613686	0.02111361398	0.104179259337	0.0718473121741	0.464246558182	0.268569054548
r	0.0937725086438	0.0271282690476	0.0258747367322	0.02757957728	0.144912222752	0.0565473657914	0.209118351414	0.415067010423
i	0.103241763441	0.0228836343742	0.0122230227411	0.02268899985	0.110853898014	0.0819973241971	0.101487584385	0.544623859541
</S>	0.0732218429442	0.0147278211841	0.00734138809607	0.01383507583	0.078179378652	0.116032469199	0.0702603704625	0.626401783771
