 	qui	dentro	vuole	un	tappeto	</S>
e	0.797884345	0.10888964078	0.0039869028032	0.00993266215236	0.00679679414021	0.072509677839
t	0.821255854333	0.0747498879133	0.0196206283365	0.0158226150848	0.00761048840361	0.0609405550667
t	0.815284720778	0.0724450370378	0.0244630717722	0.0205654407605	0.00875681204139	0.0584849141527
ù	0.602019495126	0.336757666346	0.0185269275174	0.0120676336257	0.00460294526865	0.0260253505994
m	0.281643691042	0.635389876115	0.0509637571925	0.00854660896857	0.00272175603622	0.0207343188831
è	0.158352466567	0.724876944038	0.0916505397508	0.00758474293619	0.00189200919807	0.015643300655
s	0.0689832778423	0.665712259346	0.208454332184	0.0274117993787	0.00713009886602	0.022308289959
a	0.0473020634134	0.399081334182	0.447522914995	0.0692358578596	0.0105531737973	0.0263047282763
t	0.0325374448625	0.183486000394	0.598825401532	0.11429883182	0.0273313600544	0.0435209998661
è	0.0158161668144	0.0885699622647	0.694134143711	0.118102929407	0.0337698584848	0.0496069069894
l	0.0104719209197	0.0556639097082	0.745991931237	0.106519226069	0.0307973012949	0.0505556529965
i	0.00958634938037	0.0296366408541	0.530157803212	0.293674574023	0.0766024446983	0.0603421380255
è	0.00467877471546	0.0122129949644	0.253022983204	0.588190583341	0.102765346166	0.0391293173952
n	0.00253436245193	0.0070358487098	0.130359202001	0.681665500447	0.128115017455	0.0502901013517
a	0.00385121030454	0.00366922350207	0.0664559727203	0.588763715082	0.259648357152	0.0776115046306
t	0.00437209413521	0.00179552494862	0.0257199785801	0.387518900761	0.485440064651	0.0951533988655
a	0.00670518691431	0.00143142445268	0.012887657425	0.18725412072	0.69075406955	0.100967549097
p	0.00960881452816	0.0019039701463	0.008781273496	0.09043957324	0.757219875183	0.132046505132
p	0.0271467498572	0.00554680092763	0.0106760211662	0.0696624769267	0.706764581061	0.180203365399
è	0.0566132883126	0.0123197442045	0.0166784160156	0.0861714129889	0.613704569687	0.214512556188
t	0.0596107583566	0.0251260190138	0.0230182487579	0.086391906323	0.563716247896	0.242136770876
o	0.0437125009286	0.02420729254	0.0225311360395	0.059369471585	0.484914181965	0.365265392039
</S>	0.0362435332977	0.0140797701015	0.0178375735241	0.0428439182685	0.404588926983	0.484406288019
