 	io	voglio	che	Maria	venga	qui	</S>
e	0.787867302	0.13341722917	0.002413857945	0.0069655209244	0.005812846201	0.00212788019433	0.0613953459386
v	0.685214884733	0.189322019277	0.0243042978217	0.0245504389748	0.0154597453237	0.00722312015093	0.0539254760576
ò	0.445008098978	0.406198025759	0.0382562881339	0.0311470564876	0.0200445889312	0.00909142060838	0.0502544939162
t	0.231170395393	0.60490277792	0.030517145338	0.0506771530152	0.0485725581851	0.00507406465086	0.0290858495027
è	0.100493565151	0.72893132464	0.031498983986	0.0561085932217	0.057542189509	0.00365176554395	0.0217735469949
l	0.0453817256237	0.805982088213	0.0702796032753	0.0307860793046	0.028629789577	0.00313344845965	0.0158073039934
o	0.0224782723315	0.592886102071	0.298178332532	0.0441749006589	0.0228864180903	0.00415095881415	0.0152450985802
n	0.0102144468859	0.315904914824	0.520352806177	0.0736713648063	0.0322206569121	0.00783904382565	0.0397968198081
a	0.00844630583081	0.169190147275	0.572489279392	0.141315732122	0.0442185383994	0.00984270539922	0.0544972981488
r	0.0118459359573	0.0878154490717	0.578571875797	0.177126993874	0.0489746554598	0.0193360126637	0.0763290648286
t	0.0144224547158	0.131353249071	0.507003723266	0.117296921545	0.0536136752799	0.0302065269212	0.14610339973
i	0.00981504203843	0.142372124175	0.442495417089	0.103603631868	0.125218048693	0.0235962370137	0.152899455002
e	0.00439511708836	0.0562926192937	0.323983744296	0.276961704089	0.215303277431	0.0230875396779	0.0999759545187
M	0.00688395955697	0.0243834627952	0.267628730165	0.339808225696	0.202375537744	0.062082245026	0.0968377583329
a	0.033494423469	0.025521998232	0.285548792322	0.253146096212	0.165351810515	0.0749555712487	0.161981299314
r	0.0484775822622	0.0295994689509	0.239823839641	0.198796539717	0.155081036572	0.126105298723	0.202116276399
ì	0.0411163343378	0.026138410037	0.1656310865	0.170812058706	0.219207112591	0.185700053908	0.19139491836
a	0.0281244033885	0.0206231796747	0.0934846744353	0.158500574409	0.319528766197	0.218472661503	0.16126573972
e	0.0105634609523	0.0123985204573	0.0650088025718	0.099135671143	0.277457056066	0.416130371368	0.119306169273
t	0.00450811434643	0.0063870458663	0.0294101361927	0.051489472781	0.163143341255	0.615098779123	0.129963129324
t	0.00381214651182	0.0083545699911	0.0175062871296	0.0228423560643	0.0861082234463	0.650067255041	0.211309180348
ù	0.00904843293683	0.00957404545971	0.0129367330491	0.0207270268388	0.0624909348034	0.593473594347	0.291749298623
</S>	0.0133115245123	0.00620762488607	0.00746963787155	0.0264898045894	0.0765389991917	0.547887101174	0.322095405611
