 	mi	si	gonfiò	il	dito	</S>
m	0.5302704409	0.18268263805	0.03210373034	0.017166802018	0.0479957931542	0.189780686424
u	0.4073613503	0.32399001375	0.0805850968067	0.0264064927327	0.0289119221847	0.132745177012
p	0.2719268987	0.399865222983	0.193184396802	0.0382639253909	0.0281969847816	0.0685626679557
r	0.170595945967	0.374382222394	0.282510757267	0.0455986377703	0.0401508620005	0.0867616642059
ì	0.106929626101	0.297877350465	0.390257899756	0.0675626062568	0.0531729573535	0.084199584602
s	0.0609450736261	0.227866113355	0.496004107719	0.0889368649523	0.0752425139112	0.0510053417807
t	0.0408558395887	0.164441964185	0.454358508173	0.0719678899508	0.120054372744	0.148321467494
i	0.0226922548115	0.0847744406617	0.392645106524	0.220048407884	0.115386503581	0.164453359237
t	0.0205652343011	0.0536149059539	0.314816964841	0.404456212628	0.114559870194	0.0919868441103
o	0.0192695612643	0.0379055825693	0.230476167814	0.510127668209	0.128801956551	0.0734190745134
d	0.0111535378422	0.0217987608278	0.174563159071	0.529519194256	0.199568839937	0.0633965369725
à	0.0083231449007	0.0163764231306	0.10619286749	0.415439362939	0.392731695912	0.0609364964148
t	0.00597324353939	0.0102842527545	0.0824301309967	0.291351321913	0.551621791304	0.0583392280916
t	0.00603631996446	0.00928364108777	0.0807182122522	0.163199272138	0.529592109768	0.211170451077
i	0.00373635644384	0.00564631658422	0.0563429282307	0.100755197346	0.505397919256	0.328121325759
l	0.0057733120499	0.0064853679697	0.0292449323296	0.078409486082	0.618397285085	0.261689642587
o	0.00627974890783	0.00689349825123	0.0207262073899	0.0647186159073	0.606844899962	0.294537018597
</S>	0.00366803403132	0.00414215779761	0.0189179560259	0.0620454364236	0.539748182381	0.371478202298
