 	questo	muro	vuole	uno	specchio	</S>
c	0.725949518	0.14380008689	0.015126687434	0.0198807700496	0.0125498856332	0.0826930404869
ì	0.765836446667	0.14825202043	0.0164738616768	0.0185004832297	0.00670103062731	0.0442361857061
t	0.748146119556	0.151771320343	0.0318518428951	0.018638616885	0.0061672938751	0.0434248405659
t	0.695178271852	0.165076786714	0.0433424516984	0.0253716855134	0.0156402400909	0.055390555202
o	0.597657389551	0.265486630505	0.0627089630328	0.0242432127565	0.0161867403076	0.0337170550934
t	0.336202683964	0.481458622568	0.0747019984776	0.0253543440375	0.0386907872639	0.0435915415476
ì	0.132933513968	0.694101402589	0.0566095589125	0.0206413130825	0.0461057116233	0.0496084473996
c	0.0657671470827	0.72551645753	0.144044721724	0.0142882339242	0.0185273048898	0.0318560807865
h	0.0667602989476	0.598988171177	0.256905783675	0.0124507588701	0.0204130796239	0.0444818308102
o	0.0676184517812	0.377578132659	0.461907328992	0.0257439291587	0.0245844451953	0.0425676235714
t	0.0392113748112	0.15529354982	0.584304540497	0.0685577841862	0.0809952106651	0.0716374600698
è	0.016703759991	0.0799695812	0.595233742999	0.0916864707287	0.108929281588	0.107477102443
l	0.00999597963173	0.0449130890067	0.6783149646	0.0901765566829	0.0798694549853	0.096729892221
i	0.00715548309864	0.0224514121196	0.5278586898	0.244887991801	0.104100222244	0.0935461382337
è	0.00314382173389	0.00899274961173	0.285085598067	0.443514637934	0.164083114561	0.0951800586379
n	0.00391108161224	0.00617548086611	0.174380409422	0.480417306645	0.252853247534	0.0822624625726
a	0.00407033784868	0.00435113624884	0.0989615383873	0.514476662882	0.299429096005	0.0787112237242
n	0.00352172656863	0.00312996996072	0.0374892843824	0.477740277627	0.352713111802	0.12540565452
j	0.00443584413196	0.00537702327888	0.0209394880008	0.383296277676	0.326883941647	0.259067408417
a	0.00328400970558	0.00489802286029	0.0140643201956	0.330627091559	0.313404321462	0.333722249771
l	0.00448955737612	0.00380718850236	0.0074082144272	0.263209570253	0.388809241387	0.332276317556
ì	0.00488910916513	0.00373340264239	0.0190224679067	0.169848591161	0.391086345162	0.411420171217
</S>	0.00279902186387	0.0027774550912	0.0317828959497	0.106789293396	0.387571739581	0.468279679609
