 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.897049904	0.0463589613	0.0111766385	0.00826114374	0.0036584344424	0.010390227677	0.002364404019	0.0075367804965	0.0132035739531
o	0.689020495333	0.236988552367	0.0245387507267	0.01783957352	0.00398375000973	0.0108565360277	0.00201514567067	0.00669523248369	0.00806203558951
f	0.399878248644	0.424168988256	0.0608884970422	0.03511950504	0.0103612133012	0.0134348568532	0.00924478499869	0.036387755001	0.0105162165575
à	0.252877252748	0.525471334219	0.0760113532141	0.0433082217467	0.0131563539537	0.0155338583771	0.0121964431722	0.0480282506161	0.0134169942149
i	0.136763489383	0.59495713674	0.184735950871	0.0380681701822	0.0068029983379	0.0077820987637	0.00497044183233	0.0180720666744	0.00784768596635
e	0.0534701440257	0.414616022047	0.450688871624	0.0584316789274	0.0049935593393	0.00464978404657	0.00191968206958	0.00632239771321	0.0049078563985
e	0.0186415113308	0.192422537549	0.550655999208	0.204240603642	0.0134595917464	0.0107757319109	0.00146846026026	0.00281044008728	0.00552513124217
t	0.0124873994678	0.0818389304763	0.414329470403	0.378598718547	0.0372681460488	0.026326611159	0.00562846572009	0.0145363184661	0.0289860402027
è	0.0103381044502	0.0578949180788	0.283002858468	0.514967249516	0.0458983652163	0.0259300667797	0.0070402947347	0.0184543040347	0.0364739851436
l	0.00908018556233	0.0510992967929	0.224679208789	0.614143496505	0.0354352426388	0.0171908279732	0.0038281381749	0.0101174074196	0.034426322378
i	0.00859189628898	0.027644403951	0.186223601496	0.543343012168	0.145020456046	0.0351635759111	0.00924259472697	0.00879009774947	0.0359804031755
f	0.00587290570549	0.0143800907717	0.136251565899	0.435922689389	0.226980150349	0.0706177531037	0.0199760405023	0.0468387705794	0.0431600388985
a	0.00503620033214	0.0093600661237	0.086569745073	0.350424383796	0.279884778783	0.0923238167012	0.0331630481541	0.0697274207131	0.0735106148728
m	0.00797598155197	0.00919625786243	0.058863141895	0.274809712332	0.329462120261	0.1342263949	0.0519152704514	0.0504951759777	0.0830560065329
è	0.0102710871102	0.0120982352349	0.043462904009	0.258370100511	0.31313572142	0.185703405967	0.0549333297505	0.0600400380592	0.0619852252263
n	0.0247543398704	0.0234041619385	0.0323319531877	0.240005830504	0.299439941807	0.241549714989	0.0351924116835	0.0583417016997	0.0449800172021
o	0.028303745662	0.0231094832073	0.0221586276356	0.170233360331	0.281164597402	0.31325219433	0.0835472859945	0.0350202887799	0.043210497374
s	0.016170483757	0.0160465667962	0.0178365108239	0.099768233895	0.258403125867	0.386614001723	0.123843832798	0.0383474687733	0.042969821988
ù	0.0119464800696	0.0140570027584	0.0165785847637	0.075925593447	0.201968029289	0.429828472388	0.111675135999	0.102931832204	0.0350888365393
b	0.00889897846647	0.00960973339606	0.0130160020414	0.066326140009	0.188724751496	0.380662777663	0.110667002933	0.188359672168	0.0337348651698
i	0.00833234490319	0.00788538992125	0.0115986150961	0.0522912253517	0.166043371312	0.316291495221	0.195944914844	0.190565860856	0.0510467345599
t	0.00454857273287	0.00503876891005	0.00771163185099	0.0315989338592	0.103868777357	0.28676286048	0.278470861615	0.203601585619	0.0783979857866
o	0.00364953452116	0.00440981476514	0.00772770017759	0.0228229251407	0.063467549271	0.214756129233	0.310841896672	0.27902143034	0.0933029964289
è	0.00213010466043	0.00326192717093	0.00724444588576	0.0175664031941	0.0441647032223	0.131415483556	0.319571352291	0.39123712658	0.0834083798763
p	0.00123014808936	0.00265443375499	0.00483816742738	0.0117639997322	0.0310053446061	0.0970385697969	0.239096982364	0.523906409527	0.0884658593121
r	0.0013669112895	0.00181067937701	0.00271601348873	0.00954503601905	0.024370680908	0.0676876140936	0.156165679655	0.603645513176	0.132691871241
è	0.00110560594171	0.00175323552	0.00236952413651	0.00823384612528	0.017437107154	0.0407262983135	0.0969797610817	0.676952423725	0.15444222473
s	0.00223745309177	0.0021913720339	0.00218493285252	0.0063640413849	0.0137140666163	0.0272511245019	0.0857613270439	0.716479117242	0.14381655171
t	0.00291862379784	0.00180459173305	0.00141851437086	0.00478229162984	0.00941749560523	0.0181226777789	0.0955024902613	0.693162016414	0.172871295608
o	0.00335539839067	0.00207579256269	0.00305160109149	0.00593569750758	0.00789140290941	0.0130751697433	0.0800638617711	0.570298024805	0.314253090041
</S>	0.00459068625889	0.00294477270598	0.00515880250506	0.00808226397464	0.008871931378	0.0116405408944	0.0644671435716	0.465293915402	0.42894999002
