 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.829209779	0.1047261772	0.012815571273	0.002679707769	0.0011369127805	0.00457879807509	0.0010704930671	0.0009404234624	0.0428421575256
a	0.6011210822	0.333731524933	0.026898815951	0.00370859052233	0.00145519779883	0.00363329832186	0.000911099429567	0.000619744448688	0.027920623274
m	0.296434511333	0.556516005911	0.097448283717	0.0176511919208	0.00330206945228	0.00717781059906	0.00211197697806	0.00124499550558	0.0181131464746
à	0.144088939622	0.642542954237	0.154621709906	0.0273416284603	0.00483167580743	0.00837945837569	0.00262189934242	0.00148678260379	0.0140849425679
t	0.0753529297853	0.664700143746	0.189880226235	0.0273948447801	0.00492240322581	0.0081079279439	0.0124677068612	0.0017342839204	0.0154394748176
i	0.0493454864331	0.512102883982	0.350674597412	0.0423487906334	0.00455607541527	0.00816225414263	0.0156287370697	0.00174322445403	0.0154379385757
è	0.0197014334297	0.325634065394	0.520573408471	0.102241083144	0.00645158715176	0.00576152260888	0.00679027355577	0.00142206568091	0.0114246100697
n	0.00893445119657	0.188204228798	0.56979851949	0.187089911981	0.0105008365706	0.0127083505236	0.00460528841579	0.00225864550174	0.0158998372518
a	0.00491657856572	0.100903182857	0.477373459163	0.328678056394	0.0574060473502	0.0138356434299	0.00309769764593	0.00180051963008	0.0119888064391
p	0.00851457381557	0.0442851262143	0.321384294388	0.448619141198	0.118657564183	0.0304366527113	0.00730425144864	0.00665759898909	0.0141407787844
r	0.0149868997513	0.0411950336094	0.221410533463	0.409078914799	0.126845936261	0.0846255298371	0.0175128049895	0.0285254438664	0.0558189315301
à	0.011360347199	0.0405978439365	0.173086196554	0.3513075096	0.14164244502	0.160869337546	0.0232586014632	0.0321980892421	0.0656796726774
m	0.0100921657351	0.0295830518988	0.148606292318	0.3396400452	0.187652969273	0.190685005649	0.0193533396211	0.0187784122074	0.0556087881725
a	0.0094555607345	0.0192792647813	0.0966845157327	0.279049888467	0.314260911558	0.199193037883	0.0166479393404	0.0132321021358	0.0521968121908
n	0.0050335056861	0.00909300444703	0.0444982449576	0.195838086422	0.407862521453	0.260218115961	0.0209013672001	0.0111440215253	0.0454111504703
a	0.00422585128017	0.00589804514234	0.0241308112285	0.134696688607	0.399359854751	0.320982578654	0.04236713402	0.0148556132418	0.0534834642568
s	0.0037407336284	0.00416516122738	0.0134956958442	0.087412823269	0.341806046984	0.405102883551	0.0602542793133	0.0223067124806	0.0617156714325
t	0.00313632533707	0.00427620518066	0.0117710892467	0.075377697023	0.241789256195	0.443976632517	0.0646797193044	0.0505377399602	0.104455318686
u	0.00232833709269	0.00348145461389	0.0114295897609	0.0571709002877	0.182623812532	0.455915120839	0.0987196183281	0.0757631158534	0.11256803709
d	0.0072927252257	0.00337654209579	0.0091410514323	0.0300510850426	0.129351685511	0.50862400028	0.110244026909	0.0930970800178	0.108821785119
i	0.00915508416643	0.00389861362396	0.00830864089143	0.0206797893675	0.0841082533703	0.440796748427	0.175640235836	0.110895263473	0.146517377822
è	0.00393695689229	0.00277730290009	0.00911089487648	0.0175283696596	0.0571984412034	0.374368371542	0.287165845012	0.116834004491	0.131079812454
t	0.00206597671685	0.0021922740254	0.00786839928509	0.0140844311147	0.0291887978611	0.416054987981	0.269798194004	0.16258831583	0.0961585512333
s	0.00159675791554	0.00221926481813	0.00383939401863	0.00902565690923	0.0176100558337	0.341592240527	0.172160426335	0.28609956761	0.165856543288
i	0.00119500555091	0.00181445144681	0.0027815799141	0.00642466810181	0.0123283734612	0.171175602362	0.215779549845	0.377227528537	0.211273239091
è	0.000766670151296	0.00117460848884	0.0019989166401	0.003024822627	0.00581530256667	0.0779427638207	0.390164983015	0.366745087246	0.152366865364
n	0.00187179741326	0.00337983394777	0.00197143622088	0.00221785900313	0.00402402002516	0.0713614405202	0.448784091872	0.358130256815	0.108259275788
a	0.00236397335189	0.00421755287118	0.00229608760778	0.00179711728464	0.00305416436772	0.0574797461267	0.366600590691	0.425829853605	0.136360969063
p	0.012918057524	0.00788640078847	0.00581798142568	0.00287933909664	0.00269458175577	0.0261629293809	0.228072906897	0.515347869868	0.198220013128
r	0.0166012552947	0.00984150400624	0.00691058802469	0.00394166983617	0.00416077833846	0.0169225018166	0.112589571352	0.546817020623	0.282215211409
à	0.00606482173009	0.0047945908897	0.0030486803351	0.00244331409769	0.00421406118275	0.0107820447832	0.087514263104	0.543658824874	0.33747944953
m	0.00551634502413	0.00584981581711	0.003212181406	0.00238151475955	0.00501125968018	0.0148284857231	0.108420084741	0.546031736958	0.308748622377
a	0.00610911547749	0.0062718599391	0.00429433327831	0.00261648159412	0.00439439970739	0.0133830592404	0.0885324164737	0.502059504986	0.372338910659
</S>	0.00446078232575	0.0040072927251	0.00410146165766	0.00199815587744	0.0024771409917	0.0070899721362	0.0610097366168	0.456002936493	0.45885258533
