 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.75281664773	0.0022063322596	0.164266361892	0.032844156318	0.015271407088	0.0325950487891
c	0.751803473474	0.0213288485844	0.176890273414	0.021143040172	0.0103682905407	0.0184660497984
h	0.716800186855	0.0425270699596	0.163400673733	0.0360251807657	0.0233334918322	0.0179134296928
a	0.569564560414	0.189659905133	0.15271723987	0.04540308037	0.0295811325067	0.0130741262076
n	0.408825250687	0.330707192498	0.132920931187	0.0470746604363	0.0583995618196	0.0220724686992
a	0.359886072964	0.347459538699	0.127147615686	0.0650526353988	0.0696890392065	0.0307651326397
v	0.242205257493	0.357763986166	0.213935770372	0.0931333211329	0.0560976344288	0.0368640341866
o	0.147404602338	0.319924502122	0.318173859457	0.103542895351	0.0593387665163	0.0516154625022
r	0.18034632483	0.301074353087	0.295737658152	0.119809697217	0.0465257527988	0.0565062575241
à	0.160886566627	0.269488742776	0.279721803517	0.190158893239	0.0410406184263	0.0587033384647
s	0.0957504760197	0.238506624392	0.340648194972	0.20187246428	0.0614933123421	0.0617288922216
o	0.08027333578	0.209199619884	0.360013015057	0.195205014493	0.0718204623807	0.0834885577405
t	0.0601642463437	0.135000092668	0.354984667752	0.255167779231	0.0699297451936	0.124753503541
s	0.0320025328328	0.105275147763	0.376991636317	0.272547096457	0.0784918568179	0.134691721148
o	0.0271313455903	0.0836080208403	0.315518086666	0.256877480866	0.114574863826	0.202290209456
m	0.0258755782641	0.0415958243908	0.219236700115	0.355407837622	0.141932525942	0.215951586685
ì	0.0204797736286	0.0204308619623	0.146058995138	0.448277945207	0.191232369447	0.173520128028
k	0.0461995176512	0.0223488348674	0.058408549006	0.442382741736	0.273172437549	0.157487949209
u	0.0467043168542	0.022443876118	0.0333241524424	0.367647592945	0.35358531885	0.176294701336
à	0.0170568311745	0.00947398277676	0.0185932671493	0.239614019515	0.506254134883	0.209007724579
i	0.00681667760921	0.00357749204815	0.00826913288143	0.144103744205	0.633927582961	0.203305403926
m	0.00377381858346	0.00183190095512	0.00747427693641	0.0870869170017	0.68383150232	0.216001639842
è	0.00385855870577	0.00187399820677	0.00735198435024	0.0743633710806	0.70130942144	0.211242691881
r	0.00339007756183	0.00176789515746	0.00625778944725	0.0588136880935	0.73432154648	0.19544901396
i	0.00297404747802	0.00104379901769	0.00562903543795	0.0289074395281	0.542637300493	0.41880838832
</S>	0.00346812282346	0.000651037079845	0.00343828076517	0.0162759884295	0.316927454746	0.65923913816
