 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.846080406	0.1177229091	0.006541379584	0.003457520867	0.00784801526963	0.00410196170346	0.00253567296547	0.00107087274203	0.000637559977614	0.0100036450236
p	0.586492829	0.232866936367	0.045211576136	0.0507922054257	0.0191853218268	0.0273811832055	0.0028191374252	0.0067119374521	0.00131790875643	0.0272208864203
è	0.309660078	0.455761404789	0.0650379669053	0.0658871222692	0.0235742854949	0.0350948609715	0.0034770959156	0.00903528870661	0.00179999155801	0.0306718464321
n	0.2137988364	0.644587942263	0.0569989142484	0.0259006831671	0.010821403559	0.0138075525011	0.00199649996613	0.00381779296412	0.00110062255405	0.0271697189287
s	0.140004613867	0.639751476754	0.0912976613695	0.0164118748157	0.032695461061	0.0082947696383	0.00787193475511	0.00568773207404	0.00843217301395	0.0495522782303
e	0.069169895785	0.543380528251	0.23011848299	0.0401606873186	0.0410977417443	0.00682660298143	0.0100902006905	0.00674371820535	0.0111279501788	0.0412842337057
t	0.0264836982243	0.417243916884	0.386305447663	0.0640432271062	0.0345883116721	0.00675451067448	0.00503352608033	0.00744149866912	0.00627548003454	0.0458304082101
s	0.0212904854748	0.352678283095	0.382118349888	0.0844974437287	0.0447452442907	0.0201408320104	0.0106816684868	0.0173664711964	0.00939183420951	0.0570893563965
e	0.0177649965921	0.268767079432	0.393652370629	0.176904000603	0.0407577727302	0.0289772573904	0.0136294006029	0.0187064673961	0.00967480037853	0.0311658388101
k	0.0100722036302	0.137172122811	0.471207297543	0.238158425601	0.0539378942101	0.0256226944235	0.00944084716163	0.012598399796	0.0067635829522	0.0350265561323
a	0.0078562714718	0.074728807397	0.385164391848	0.362796081267	0.0734863010034	0.0319585791545	0.00995237077388	0.0110216434387	0.00602621805631	0.0370093614956
o	0.00415196957891	0.037650407311	0.198830639749	0.523854903089	0.130066016901	0.0535937930915	0.01081474768	0.0132942593676	0.00651467812741	0.0212285986985
l	0.00339374035188	0.0200668210003	0.093050857243	0.413994204696	0.348329382734	0.0586843162305	0.0142511299353	0.0210273458372	0.0073038414762	0.0198983770795
à	0.00295763231477	0.0116772368958	0.051122660001	0.215734879499	0.566078124245	0.0803724225435	0.0237834105118	0.0242964270524	0.00696500839367	0.0170122078532
d	0.0021051689184	0.00698180892293	0.0279603133537	0.1187411403	0.641534957415	0.101945754181	0.0402640257239	0.0231021974841	0.00965044011949	0.0277142007071
r	0.00369397123547	0.00944987901431	0.0336463954579	0.0865785107667	0.560895764272	0.11247210566	0.084382670508	0.030964025888	0.0155454305665	0.0623712392697
o	0.00380639021507	0.0101514496192	0.0301852243886	0.0672234798889	0.317515037424	0.26177673542	0.123590519569	0.0773327507293	0.0301722442568	0.0782461645666
m	0.00336142030122	0.0090268236656	0.0143286242922	0.034935585883	0.197213981608	0.309414752887	0.214570216123	0.0955338604431	0.0383871155096	0.0832276230045
b	0.00725961321902	0.017335468434	0.0140324369907	0.0326237964943	0.183181683469	0.193583111576	0.331392955441	0.0603454414144	0.0339261712259	0.126319348997
ì	0.011437235677	0.0275036489544	0.0112401714769	0.0318378690848	0.118689354423	0.163740594125	0.350151089814	0.124095512871	0.0472685779286	0.114036013546
k	0.0130344925867	0.0224240574923	0.00583675391897	0.0175593049683	0.0833868638677	0.141856767522	0.390134454138	0.18167894509	0.0691776093295	0.074910782534
e	0.0104477864555	0.0125564617849	0.00375360816012	0.00865117562157	0.0525683668766	0.0916554469873	0.324287753793	0.34692777983	0.0793762506432	0.06977537801
à	0.00496525545567	0.00771479715925	0.00200164377625	0.00405308696026	0.0215383021482	0.0583465069758	0.144505412844	0.613488959943	0.0929589698144	0.0504270722767
t	0.00226114127993	0.00373984242436	0.00112685690746	0.00190715742769	0.0140194303247	0.0398859103719	0.081201110468	0.619948643314	0.159189675005	0.0767202179856
t	0.0027451189343	0.00636820308708	0.000975586486127	0.00151886206923	0.00942305378157	0.0258834014706	0.0707593898427	0.441982349705	0.236901949668	0.203442013889
i	0.0029731679781	0.00929136958899	0.000920825058585	0.00146572074397	0.00494570645199	0.0165380020249	0.0441228644449	0.329203349835	0.303794739556	0.28674415359
f	0.00279479728266	0.00763269068035	0.00228114427187	0.00144544854822	0.00430163117546	0.0108337106296	0.028524750379	0.275007280812	0.395771730185	0.271406769805
i	0.00280775551162	0.00784934084591	0.00275533706027	0.00151996098644	0.00408200224655	0.00871913231453	0.0221694637942	0.225112620071	0.482550460062	0.242433876544
n	0.00207477736934	0.00712535827163	0.00205865910299	0.00120544302708	0.00345972401825	0.00554019834324	0.0105065342973	0.198227455224	0.557907510021	0.211894296848
è	0.00136291909548	0.00358661589863	0.00155231871487	0.000847805438409	0.00350461508315	0.00295033146481	0.00640427336577	0.151285687675	0.646340700007	0.182164760283
s	0.00142127516879	0.0021645329759	0.00121836956973	0.000603982730665	0.00210679404972	0.0026345728176	0.00531145488352	0.109250879055	0.719369208002	0.155918983228
t	0.00188425853975	0.00244343338971	0.0012581897332	0.000538946978728	0.00203900113217	0.00410346047453	0.0109561743608	0.0763250453017	0.660860426667	0.239591088583
r	0.00208029120598	0.00379528120551	0.00138810289266	0.00111409489751	0.00471990104472	0.00521467725818	0.0125498259136	0.0519106831472	0.576587774889	0.340639390564
a	0.00215259719447	0.00486195385972	0.00163328858729	0.00154949598607	0.00494278078586	0.00362735667513	0.00651201592953	0.0317239596824	0.49645529363	0.446541304851
</S>	0.00196025417882	0.00483406508124	0.00146096648486	0.00143237521569	0.00261322574236	0.00227935975516	0.00374761092227	0.0206782329012	0.421596004815	0.539397949426
