 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.777881629	0.128882524089	0.0744579368126	0.00860327198505	0.00131347862758	0.00160805203781	0.00114462268796	0.000683935177831	0.00542446212309
a	0.560870139667	0.31150945983	0.0875931796122	0.0117320226731	0.0028733908492	0.00354439394454	0.00578654153173	0.00897019626404	0.00712062849487
r	0.378835196316	0.43796505241	0.0908087203941	0.0343190901104	0.00953298183207	0.00818415417938	0.0145535177124	0.0130534132843	0.0127478635338
ì	0.252244290532	0.549704386403	0.101992515865	0.0435111519761	0.0110631483854	0.00813055946753	0.013228556508	0.00696874156659	0.0131565914594
s	0.184862521297	0.626161734801	0.096978463235	0.035525965852	0.0124103186965	0.0109785476892	0.0179406049285	0.00441547954526	0.0107263259598
a	0.12340658315	0.6755702536	0.113612880145	0.0330719315173	0.0129241107722	0.0115155388929	0.0192694271174	0.00281946116469	0.00780983910071
e	0.054271494742	0.5488111204	0.329471565648	0.0412530182791	0.00738993032407	0.00435445822497	0.00683349649473	0.00157307890411	0.00604192051222
N	0.048121202122	0.284663502667	0.544251054949	0.075475931593	0.00626980906202	0.0137956737565	0.00359647552664	0.00144010288978	0.0223863589899
ì	0.0395821406613	0.223645429556	0.52909993205	0.125211497464	0.017530427968	0.0314653804555	0.00309604449421	0.00213304599619	0.0282361907283
c	0.0209897128244	0.236465719385	0.47167812055	0.150233986135	0.0251712715467	0.0439696399189	0.003567857419	0.00561716382553	0.0423065538198
h	0.0153814444855	0.308558907328	0.383972184517	0.121785688885	0.0288943477026	0.04586922844	0.00929251519593	0.0126073906012	0.0736382650579
o	0.0116272807618	0.255767312876	0.251140464772	0.307833137755	0.0512785033772	0.0338493284727	0.0145520704866	0.0127988233424	0.061153080864
e	0.00716836186446	0.09976083424	0.125695414591	0.511557982585	0.128890647526	0.0438374588242	0.0407444134822	0.00810571097773	0.0342392645653
n	0.00657468815828	0.0382330407614	0.076209745397	0.450403608862	0.146117151842	0.118829525781	0.0809664896167	0.0195446353692	0.0631211950131
è	0.00527897401142	0.0172613864765	0.0574008391723	0.305599671154	0.130693205614	0.29818090046	0.0798448550322	0.0273530409014	0.078387146725
c	0.0089467478434	0.0129037585113	0.0793766860708	0.188252400851	0.138735709471	0.376613745487	0.0818463569441	0.0436255087205	0.069699092175
h	0.0164736399467	0.0276092563202	0.132314618067	0.149144941484	0.11447618169	0.297379888162	0.110213519915	0.0714968498202	0.0808911116983
u	0.0132877333172	0.0279322898147	0.099878412337	0.107722763828	0.108752195963	0.299755132387	0.183301577638	0.0624852084067	0.0968847399128
n	0.006564487411	0.0128435968787	0.0370961173423	0.0576680556493	0.082291884421	0.373362866129	0.248789417613	0.0434941372852	0.137889504433
f	0.00540403742407	0.0123204671883	0.0222457766994	0.0369637127898	0.0469907758403	0.387406669376	0.217345984671	0.0953199107674	0.176002717121
a	0.00400865523136	0.01062843859	0.0142725327271	0.0258224736833	0.0307844969068	0.327346589125	0.18746233289	0.205104783245	0.194569731621
m	0.00434272059467	0.00578753523266	0.0063418432255	0.0138239563611	0.0224213130556	0.292754033042	0.23684014863	0.220380977947	0.197307533645
è	0.00569742768678	0.00397852687199	0.00409298785537	0.00885059017703	0.0163470130785	0.271754455214	0.27271666521	0.214046817314	0.202515606453
n	0.0141913855217	0.00638724973038	0.00762421569799	0.00766026729034	0.0157402545395	0.223671957271	0.31482270907	0.223535882838	0.186366108284
a	0.0157516935444	0.00756484526039	0.0082033128767	0.00665691464478	0.0124973086365	0.138413452244	0.26592327149	0.358236658679	0.186752552895
m	0.00992604450288	0.00574293201834	0.00522466934927	0.00416142843226	0.00628051763417	0.0708493446347	0.189593935963	0.465795903504	0.242425252589
a	0.00811241847029	0.00506328957806	0.00419383127276	0.00293746609002	0.00346928092672	0.0472237788429	0.158811781721	0.510842161113	0.259345987153
i	0.00399205946949	0.00400357174349	0.00271288175725	0.00345907413394	0.00222690076557	0.0298330432856	0.0831871587737	0.543760201038	0.326825101718
</S>	0.00314538894144	0.00414763365745	0.00318769784583	0.00477347703997	0.00234709091278	0.0303509843028	0.0617595265869	0.480764631519	0.409523583859
