 	vuole	vuole	mangiato	caldo	</S>
t	0.81626588	0.0844304252	0.022988935286	0.0254652818494	0.0508495524694
è	0.82650441	0.1026729448	0.0249563881447	0.0172602261073	0.0286060743409
l	0.735439078667	0.1744289592	0.0188679209976	0.0319134244406	0.03935066657
i	0.531453494556	0.3552117584	0.0324886098392	0.0383860086482	0.0424602426747
t	0.304212607532	0.552453064933	0.0667435166797	0.0231536372507	0.0534372769912
è	0.125301865524	0.715366333778	0.0857294591599	0.0159645273691	0.0576378581087
l	0.0661824403747	0.753521923926	0.11219572952	0.0171654023486	0.0509345229302
i	0.0387095817889	0.501870602842	0.34100557164	0.0653648694962	0.0530493860854
f	0.0190776807284	0.247817118814	0.524320593213	0.126493494832	0.0822911494971
a	0.0122488711023	0.137147711131	0.490625387738	0.218778530744	0.141199569634
m	0.0101687250032	0.0635596733703	0.467012865246	0.271697728248	0.187561009733
è	0.0109378716093	0.0509348776768	0.440153129749	0.285118112083	0.212855974233
n	0.0263806725894	0.0753356742456	0.412304979916	0.298525504161	0.187453124744
o	0.0295979294004	0.068699909483	0.274677014299	0.449757874854	0.177267233848
t	0.0118265560775	0.0252206138828	0.10322241286	0.577210160285	0.282520283055
r	0.007303049591	0.0119594886149	0.049716370808	0.599135747428	0.331885383746
e	0.00423759530468	0.00569486824792	0.025436282756	0.615026438476	0.349604810604
m	0.00233626745815	0.00303613236506	0.0115262532773	0.550248118825	0.432853217141
m	0.00201155604589	0.00342069403069	0.0181724048284	0.521704695942	0.454690685651
ò	0.00900637348066	0.00988374870323	0.0353322669301	0.429693003914	0.516084674615
</S>	0.016332169376	0.0158820654868	0.043607714782	0.350861970357	0.573316154308
