 	è	pericoloso	di	nuotare	nella	notte	</S>
è	0.6243816852	0.3375784601	0.004699736208	0.004646116003	0.00153102070055	0.0043675430712	0.0227954336822
p	0.365791810647	0.556834262033	0.0268274372547	0.021164949103	0.00254840282629	0.00478419553404	0.022048965263
e	0.203683142829	0.717073796011	0.0380815871516	0.024345444981	0.00210674502443	0.00230124453152	0.0124080204387
r	0.115394941776	0.744541678004	0.0933806924505	0.022052600127	0.00608064313448	0.0057150821845	0.012834353429
i	0.0521660812787	0.706862620001	0.183198375283	0.028728386129	0.00806233002149	0.0071289408055	0.0138533256594
k	0.0245833368329	0.6191877222	0.273047770228	0.0410543385963	0.0096164599065	0.00860756030583	0.0239028658228
u	0.014800826689	0.517377021493	0.366304735409	0.0481988078654	0.0113810581588	0.00969546401461	0.0322420823306
l	0.0173020203757	0.427855621664	0.42430349647	0.0715176682885	0.0135799647516	0.0136288854975	0.0318122853309
ò	0.0205441955732	0.282785697828	0.48933874749	0.13892345163	0.0147040690372	0.0175665812985	0.0361372011843
s	0.0208622686864	0.198133747983	0.528440568497	0.17151868921	0.0134919629591	0.0181100679988	0.0494426576214
o	0.0169712063288	0.122438325249	0.534697598832	0.243324550203	0.0182835259197	0.0176110865756	0.0466736584071
n	0.00852757725543	0.0534667098221	0.471109577611	0.363871142068	0.0389860263266	0.0193294830079	0.0447094180117
a	0.00573422191937	0.0246119855821	0.350020834204	0.481170465356	0.0627967253955	0.023249645936	0.0524160488332
n	0.00457820028899	0.0136299387046	0.255516756268	0.514043680452	0.116546264332	0.0355294480587	0.0601556604141
a	0.00421990167826	0.00976551196367	0.201721914336	0.462779810817	0.203905433044	0.0481677600396	0.0694396328744
t	0.00373113600455	0.00752107039989	0.149917181879	0.382401432272	0.301748190748	0.0766760905665	0.0780048393835
è	0.00337284757743	0.0064426638551	0.0831660272797	0.352163284091	0.364700110649	0.112746224256	0.0774087385532
t	0.00380970823825	0.00607756756277	0.0469357708212	0.35031606163	0.378765319816	0.136185725819	0.0779097848511
s	0.00447450899994	0.00721200920773	0.0327606880684	0.22133737281	0.370040233539	0.195344304606	0.16883085965
i	0.00255912307905	0.00512503546011	0.0228786969361	0.10185719971	0.405739284513	0.226616038735	0.23522459765
a	0.00130515894995	0.00300935497424	0.0142943308774	0.09120012897	0.449224383238	0.231136202112	0.209830398997
t	0.000887197507183	0.00235315415541	0.00677675593647	0.0830841928833	0.449219357879	0.291791364037	0.165887886607
s	0.000693922107041	0.00171291105638	0.00527924513482	0.0378852952344	0.372713412293	0.384234211346	0.197480927922
è	0.000762649582687	0.00122042353226	0.00451209691494	0.0400156423648	0.228340744431	0.477274215115	0.247874154999
n	0.00129179138035	0.00139462699956	0.00331007593551	0.0675434437296	0.153940540924	0.582273684372	0.19024572882
ì	0.00155361817195	0.00145742109148	0.00269140392071	0.0582613181279	0.106488638935	0.655822690124	0.173724820827
t	0.00184485818159	0.0014317965674	0.00181211973029	0.029859636906	0.063653856929	0.696741325375	0.204656314782
t	0.001780389398	0.00218870500549	0.00237833549201	0.0156962107829	0.0433537818097	0.715331833125	0.219270623952
a	0.00148154492082	0.00269250101139	0.00250970708747	0.00898977663183	0.0399003091286	0.523561002375	0.420865070702
</S>	0.00155036793875	0.00271843841329	0.00202897916463	0.00585518561081	0.0438482636583	0.338930428188	0.605068287351
