 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.63760698432	0.13362040867	0.10340940353	0.00557183364	0.003372910675	0.0096381235807	0.002994338955	0.0012165754492	0.00135102365808	0.000639040428953	0.00371806910999	0.0968612709746
n	0.398579481329	0.246317642223	0.20401054447	0.0214384051293	0.0112237268197	0.0137820600509	0.00334870803807	0.00130295886387	0.00141995288308	0.000739250402687	0.00383322768132	0.0940039815622
ì	0.143594780592	0.415595819324	0.333636178823	0.0274037813898	0.0131328922186	0.0107198836056	0.00445863909236	0.00388034635369	0.00327485214769	0.000992191037896	0.00231676777897	0.0409938155408
c	0.0684441773773	0.486664977158	0.331003782941	0.0314790747433	0.0102458737115	0.00632635479987	0.00505103952545	0.0049698775127	0.00451560677048	0.00126386408033	0.00169902507112	0.0483362830447
h	0.0598044248324	0.460925861186	0.340128062314	0.0419176466678	0.0124686899772	0.00729201423596	0.00642964800515	0.0044521272714	0.00593918838121	0.00341529058907	0.00230700230464	0.0549200210436
a	0.0412578880318	0.378716494662	0.367904134771	0.139036098443	0.0167646487324	0.00915437904999	0.00635978503138	0.00368298497177	0.0059125982448	0.00365943314198	0.00185788545288	0.0256937014463
n	0.0152161810203	0.237278349661	0.40476291759	0.267299758814	0.0309974178841	0.009325021292	0.00483045251979	0.00437847437446	0.00387921862847	0.00262789602229	0.00155066656763	0.0178536786474
d	0.00978808399543	0.15117187146	0.391818725663	0.295080901205	0.054838552228	0.021202022812	0.0127432522293	0.0124991303095	0.00889074152016	0.00729030180116	0.0115316021639	0.0231447871857
ì	0.00838862060114	0.124973313747	0.321735747538	0.356892761735	0.077614151076	0.0332684670813	0.0143167066564	0.0142798462698	0.00997665568245	0.00763498741519	0.0143864770409	0.0165321871363
s	0.00589258211398	0.0991818405757	0.299717898696	0.427898001645	0.0841713632253	0.0309947334404	0.0075110531988	0.0140344754879	0.00712742992082	0.00434398071973	0.0079837210799	0.0111429106388
o	0.00434790112982	0.0579924628072	0.215235243914	0.419624351215	0.209564780808	0.0454555757935	0.00982626302627	0.0134955009666	0.00675673573494	0.00320689112791	0.00561729256263	0.00887707465427
n	0.00194916382124	0.0249633571315	0.123522849127	0.392565710072	0.354757529603	0.0516603946112	0.0124476477354	0.00967633025487	0.00614624512565	0.00280611680997	0.00390555191154	0.0155991400691
t	0.00142279622609	0.0172892958576	0.0990196167157	0.388755726357	0.354802265868	0.0459895097171	0.0209571173851	0.0114434152983	0.0120593324612	0.00540632007932	0.00983894783851	0.0330155908078
a	0.000976792823775	0.0115632385192	0.0537731738468	0.326481733252	0.453817933956	0.0612715126724	0.0263662669017	0.0095436799505	0.0132968262751	0.00492130211471	0.0104964259428	0.027491058311
i	0.000433388960381	0.00452610327751	0.0194835867468	0.184160388104	0.526112377985	0.193724805224	0.0360428531272	0.00729308159617	0.00920468482137	0.0022002174289	0.00489449773593	0.0119240273803
k	0.000488217413664	0.00376439074194	0.0173439466295	0.116285158521	0.501727725328	0.249386603941	0.0502474374424	0.0111659942803	0.0141887404688	0.00288289064537	0.010859977837	0.0216589493681
i	0.000513703340375	0.00353302588151	0.0168409668226	0.105464154567	0.463076099109	0.26561105258	0.0697808999475	0.0180706021801	0.0146738526769	0.00334795515412	0.013067864319	0.0260198627514
a	0.000303273497762	0.00178542753248	0.00617195135487	0.062566504121	0.335135181636	0.413862761527	0.121605764982	0.0243402928827	0.0110262015796	0.00237755376724	0.00750765599633	0.0133174323965
t	0.000910828767991	0.002437028049	0.00865825998339	0.040508658579	0.247231692879	0.367044991376	0.174967406794	0.0716323136969	0.0158515578932	0.0106540626793	0.0273953895554	0.0327078102155
è	0.00110332409013	0.00355389756727	0.00986562195296	0.0318860076397	0.170686296693	0.265908445325	0.164570348465	0.216585715632	0.0239730309244	0.0170469923918	0.0360493600291	0.0587709969065
r	0.00192098412641	0.00482878778748	0.00689911035261	0.0234221185199	0.110860442631	0.308949787108	0.127175547755	0.263017675257	0.0298765655415	0.0131461997626	0.0385513929204	0.0713513956955
a	0.0021690297855	0.00409309796047	0.00544377507256	0.0204347791606	0.0845524006237	0.312920372169	0.236802845118	0.168295864999	0.0579711911205	0.0119308641075	0.0378219318668	0.0575637919785
i	0.000921537064762	0.00169706567901	0.00204540285232	0.0093322977552	0.0518474240306	0.23148009479	0.400739539706	0.14615170704	0.0865782121735	0.0126392156225	0.0296801275556	0.0268872966662
n	0.000721894787593	0.00133177410236	0.00225658528502	0.0058174035234	0.0438867441329	0.135552657663	0.374534588102	0.248321165453	0.0835344762912	0.0211111475808	0.0475947650785	0.0353367919807
