 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.761041336	0.18250690454	0.03410144359	0.00316592714464	0.00138055131939	0.0026074951788	0.0151963774188
ò	0.788626728667	0.169464713893	0.0288473804393	0.00333073167564	0.000840693268097	0.00182962132324	0.00706011531799
p	0.708630847556	0.214882811211	0.0314943652958	0.0172010236835	0.00182530220507	0.00261146449552	0.0233541172
u	0.484493587052	0.41881961087	0.0407992302053	0.0218614736372	0.00219896516557	0.00248996653404	0.0293371248065
o	0.253344707049	0.66984045829	0.0514565336418	0.0101964623237	0.00138660569687	0.00137091986128	0.0124042845833
G	0.104491828714	0.72681304143	0.119734504414	0.00851212634657	0.00249756578409	0.00632437416149	0.03162653078
i	0.052260412094	0.75570782381	0.130994120378	0.0101816257725	0.00430993237456	0.00901533798083	0.0375307866992
o	0.0243188107429	0.717170523937	0.205966996033	0.0271118308711	0.00537108976072	0.00438789859594	0.0156729142881
v	0.0115866648736	0.488070938646	0.385775208344	0.0501723996337	0.00657670364091	0.00729017527665	0.0505278966934
à	0.0105786876745	0.399013551349	0.426819578781	0.0835793610112	0.00692608992964	0.00983398205955	0.0632487115998
n	0.0133377067856	0.361788805583	0.442543426527	0.0925689002704	0.00538561778055	0.00757845574452	0.0767971204726
n	0.0206830792098	0.275541764328	0.438026643109	0.0945246033368	0.00889296372018	0.0352561705735	0.127074831532
i	0.0187766000215	0.188658470356	0.50617793837	0.113193482492	0.0267507875561	0.0452980384932	0.101144752651
j	0.0085118751439	0.0948428823653	0.553145196123	0.168457409364	0.0421455664387	0.0387227766344	0.0941743728527
ù	0.00458934091467	0.0510030518284	0.457350788708	0.315306366121	0.0455559812129	0.0405294826515	0.0856650737599
r	0.0043625410919	0.0417013138495	0.352567936903	0.46564721604	0.049931546871	0.0332933689905	0.0524961712933
i	0.00456691598875	0.0295802978765	0.231087422408	0.488200497347	0.147962382357	0.0493072766635	0.0492952819578
s	0.00335098889463	0.0134262214722	0.146076095043	0.498734955782	0.218716855452	0.0569470842878	0.0627478567829
e	0.0038931997001	0.00744180975473	0.087222468821	0.432633492461	0.293245815817	0.102496655496	0.073066672018
è	0.00296861412603	0.00494972745424	0.0462560645937	0.26982180602	0.395714739939	0.232071484832	0.0482176578393
s	0.00158695785421	0.00385568223675	0.0237234139846	0.204005226407	0.383954197313	0.327422235611	0.0554522495598
s	0.00186897391669	0.00316847370558	0.0176599395682	0.165719495249	0.306813589771	0.327005984537	0.177763481338
u	0.00275129681589	0.00323277053426	0.0150239565667	0.104343400875	0.192468699257	0.389826170179	0.292353687951
</S>	0.00316504683898	0.00355504861573	0.0119588426993	0.0643530930555	0.139704656629	0.47069826709	0.306565029975
