 	il	morto	vuole	pianto	</S>
t	0.872764065	0.04454252892	0.03535537994	0.0080878385545	0.0392501389755
o	0.750822854333	0.17587808384	0.0430885678267	0.00375379183079	0.0264566913605
n	0.531387892144	0.375443537947	0.0612013749756	0.00460799061622	0.0273592370585
a	0.356873288548	0.531425238649	0.0759382501919	0.00548892944541	0.0302743838042
p	0.213132820809	0.64383787555	0.067645965064	0.0086173139018	0.0667660339374
e	0.0995170250963	0.738038785183	0.061891053288	0.0124383271939	0.0881147868418
s	0.0683870834454	0.776816468394	0.081029739496	0.0129387880313	0.0608279765439
a	0.0490073588085	0.683405832131	0.146955001432	0.0248771217304	0.0957547715113
m	0.0337864222475	0.62567796871	0.172944876477	0.0291180408901	0.138472715431
m	0.0484816781472	0.590449920237	0.154889532452	0.02884977975	0.177329084178
è	0.0738806263824	0.482943840346	0.208819826044	0.063774722654	0.170581007379
n	0.10305385043	0.330386158049	0.379749573615	0.080819987122	0.10599042678
o	0.0839898094136	0.188970540416	0.540115418538	0.0940282393473	0.0928959977933
t	0.0361062543421	0.102983663821	0.623464445513	0.117895867716	0.119549779604
è	0.0181801183194	0.0440636917603	0.665826465838	0.152298286505	0.119631419741
l	0.0072150842428	0.0200967149841	0.646544729946	0.214193969502	0.11194950492
i	0.00433017669733	0.0116236174855	0.427907370129	0.437304667167	0.11883419878
g	0.0273820722165	0.0106815823754	0.197920433856	0.586105025722	0.17791091242
l	0.0368750668995	0.0099556273332	0.108502598732	0.604727211241	0.239939479461
e	0.0154047718765	0.00617477571455	0.042885899084	0.65104560508	0.284488889381
m	0.00652930760318	0.00530713869692	0.0207375135213	0.654682191027	0.312743816634
m	0.006138790544	0.00844562421256	0.0135247376804	0.616642612342	0.355248208238
è	0.0166632927736	0.00934411675208	0.0114839530495	0.590877266781	0.3716313446
n	0.0275528537698	0.0192497369677	0.0189500534392	0.57656912626	0.357678245867
o	0.0205559404658	0.0228111844777	0.0211493399677	0.45090809942	0.484575487289
</S>	0.0118481911925	0.0151363271685	0.0141402717058	0.37570363871	0.583171640645
