 	voglio	che	Maria	viene	domani	</S>
t	0.7167212841	0.06119481775	0.063577573848	0.0170455296566	0.107366741297	0.0340940522638
è	0.768486921433	0.0312114719967	0.067966352496	0.0154457031722	0.0910369276206	0.0258526215824
l	0.797745035811	0.0375109514789	0.0409952104253	0.0084284004314	0.0412230807911	0.0740972961088
o	0.55636697847	0.28193813746	0.0408478660818	0.0130334014338	0.0267345461617	0.0810790467057
e	0.245029356167	0.411263631887	0.242917095867	0.0262330375079	0.0332474860519	0.0413093813694
M	0.120780468932	0.342480709829	0.375495651422	0.0660261698426	0.0570946090506	0.0381223832615
a	0.0899112722747	0.37761820323	0.329914995794	0.112394862366	0.0466394338035	0.0435212216942
r	0.0605368061889	0.398217975897	0.314083285051	0.113061869067	0.0300626563545	0.0840374015241
ì	0.0665617447296	0.307623191166	0.29409867495	0.152822923156	0.0896468628982	0.0892466322567
a	0.0531545413397	0.162836217917	0.36662197345	0.243982137652	0.118243815346	0.0551613492322
n	0.0261614766117	0.136877897408	0.35807456695	0.242995230817	0.124898344449	0.110992481744
a	0.0294827995544	0.159506281996	0.276835432303	0.240710049606	0.167101914083	0.126363481428
r	0.0612271854207	0.207467159745	0.202115765354	0.218622709402	0.180185447228	0.130381644076
t	0.125137091894	0.238926911442	0.144649945118	0.113408362434	0.131264693676	0.246612952135
i	0.127990248477	0.178246479374	0.136092274113	0.144915483911	0.150709274559	0.262046251881
à	0.0615643927077	0.0815641633764	0.094495770983	0.188566950304	0.404201428586	0.169607295627
v	0.0254733206484	0.0364593329234	0.049748214243	0.140126447962	0.605394392862	0.142798260079
v	0.0649994214959	0.048482788244	0.065969533891	0.108740882348	0.462443228241	0.249364100263
r	0.144423847821	0.097376337412	0.0722750924437	0.078089158656	0.2241830495	0.383652480888
i	0.141194965423	0.0895860268892	0.0361477547807	0.049117879072	0.1157994233	0.568153926063
</S>	0.104012256808	0.0507606186214	0.0210793013695	0.034499071256	0.08070658865	0.708942143031
