 	lo	sentii	ee	che	arrivava	</S>
t	0.94899359	0.01441439239	0.005887075964	0.002221071958	0.012283509739	0.0162003496126
o	0.835286756	0.115576134563	0.026180532468	0.00355986550133	0.00923510868067	0.0101616131982
n	0.564661017133	0.265530001788	0.0552871852227	0.0169201557051	0.0581698074612	0.0394319448207
ì	0.292525131978	0.459618135663	0.0799728802742	0.023696659727	0.0812018488937	0.0629854415956
k	0.280625733726	0.519437968221	0.104095677158	0.0129222076543	0.0372402793787	0.0456781396652
u	0.270996930475	0.398146483474	0.249725665719	0.0144138451914	0.038290949605	0.0284261307151
s	0.129618839558	0.292171718225	0.445572933906	0.0351261784971	0.0502412448263	0.0472691249104
a	0.0730535261193	0.163585688695	0.573755349969	0.0909594722324	0.0373732596621	0.0612727699655
e	0.0296140164772	0.0848764570223	0.613885174656	0.196953710744	0.0300885618074	0.0445821282985
e	0.0131947920156	0.0487417862101	0.422154965619	0.435774146915	0.0435868012691	0.0365475317195
k	0.00952369065327	0.0249119689954	0.188365269606	0.581378958305	0.101047733023	0.0947724176845
a	0.0109247456876	0.0129097288425	0.130712928535	0.581091939435	0.144034165341	0.120326454606
è	0.00811099613661	0.0234303653727	0.121434449398	0.521385766145	0.243580212714	0.082058096802
s	0.00462535891441	0.0286943745226	0.071937112486	0.390694430848	0.397216358238	0.106832364054
t	0.00495906476206	0.0139495455447	0.0354002903353	0.243648108216	0.522573621413	0.179469463797
a	0.00997803744709	0.00556388377623	0.0219927212616	0.122868818502	0.585585245804	0.254011379591
z	0.0122342575376	0.00344104073766	0.0120484893903	0.099225091064	0.550486387935	0.322564733718
z	0.031640310851	0.00412643609521	0.0122026773168	0.0713482859213	0.484099749312	0.396582466884
e	0.0405194868214	0.00364915127557	0.012974636243	0.0429117277298	0.431224895104	0.468720075418
</S>	0.0278871416352	0.00234339072594	0.00920802983755	0.0348520810489	0.420264647552	0.505444714709
