 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.6881913769	0.13284783575	0.0474889302	0.005826530187	0.002221757562	0.00075188713553	0.014282113988	0.108389570351
n	0.398169663	0.198322810417	0.201813363327	0.041744009369	0.02703344704	0.00385389072253	0.0123661282858	0.116696688539
è	0.160047098723	0.252914426972	0.368900703176	0.072136880003	0.044942060742	0.00552750551884	0.00690739650733	0.0886239591162
r	0.086670795751	0.262518970324	0.440444094459	0.0749418490937	0.0277448657827	0.00471905982695	0.01117235277	0.0917880510231
t	0.056478330233	0.221605502361	0.41496817282	0.110404487277	0.0247509687142	0.020961277805	0.0209542532227	0.129877001564
i	0.0340712924221	0.193094159507	0.464404984273	0.136850075926	0.0236243686247	0.0245747622117	0.0164125047118	0.106967838694
s	0.0146227657638	0.136251444702	0.554366980091	0.173133691842	0.0238877101682	0.0233481227472	0.00864777087353	0.0657414999366
t	0.00966380214847	0.0958798797673	0.490700710697	0.233384328814	0.0261147967027	0.0359292386224	0.0330030851825	0.0753241468425
e	0.00737035854336	0.0774931050691	0.475050878232	0.304318721605	0.0203530976809	0.0262407856275	0.0390439181822	0.0501291348715
s	0.00690034338514	0.0513957914564	0.437753648144	0.365830322868	0.0530171721403	0.0241320855492	0.0171620834387	0.0438085527927
e	0.00808559282004	0.0592055413095	0.313005522715	0.434944335956	0.0994577338268	0.0260102852364	0.0146402760754	0.0446507176085
t	0.00716832883491	0.0734853483278	0.217962252274	0.438100750985	0.168473347342	0.0274309942388	0.0198310144566	0.0475479818145
t	0.0054039722909	0.0722799239099	0.183273589394	0.385912286795	0.177331338314	0.0311718018663	0.0595099257055	0.0851171931528
à	0.00514410650517	0.0571099048966	0.128320542331	0.285784648398	0.265939816238	0.0578385314754	0.0766625599522	0.123199911339
e	0.00453922220445	0.0283370986953	0.0601258047243	0.130272885666	0.479520638746	0.151800310425	0.0447919588061	0.10061213212
v	0.00346860938269	0.0147579266424	0.0335487571262	0.0603561101553	0.469056386915	0.271789356408	0.0806855552367	0.066337326524
ò	0.00362088885494	0.0076360549842	0.0205964996575	0.0332524117851	0.371496335972	0.389704704136	0.101260507666	0.072432647732
s	0.00636710488481	0.00602372480591	0.0119136048351	0.0169552270122	0.263651336124	0.494715892045	0.122132978422	0.078240195844
t	0.00761789643534	0.010073039424	0.0103905430163	0.0344871080879	0.130629087975	0.483436513615	0.149141536541	0.174224284641
e	0.00412584936619	0.0125093398688	0.010967431336	0.0411995505886	0.0711306020517	0.343569462805	0.28062005998	0.23587771644
m	0.00369631146668	0.00913251627192	0.0120475932303	0.0200140413489	0.0374566167439	0.289762782602	0.421414834393	0.206475337751
a	0.00363793802924	0.0108975688269	0.0125179916166	0.0142943666404	0.0233745269823	0.242185126267	0.485917667864	0.207174836855
r	0.00181169306524	0.0103353740204	0.0107155413226	0.0135424182176	0.0157329475578	0.176596763556	0.532219708088	0.239045544115
è	0.00124389962004	0.00534164236392	0.00591853790802	0.00876963454181	0.0168633288939	0.161863142652	0.510041173496	0.289958605868
o	0.000830988983215	0.00630113960239	0.00487616741084	0.00454702510986	0.0151237979	0.100171644644	0.510523153165	0.357626073956
</S>	0.000548791458885	0.00790691821219	0.00600517891437	0.00407404335485	0.011956046735	0.064768775362	0.501687777582	0.403052518978
