 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.702529371	0.19599729103	0.00803538568	0.006525308929	0.0025563002504	0.003519406175	0.0682549565295	0.00117104904456	0.00318672846483	0.00822412633405
a	0.429712508373	0.365028763363	0.0655771417867	0.018346194823	0.00944002396693	0.00242166714833	0.0955989171412	0.00404745399289	0.00396217743102	0.0058651256339
p	0.187179937831	0.482731791188	0.159903192929	0.0457445441143	0.0178515310716	0.00577605914944	0.0622573687001	0.00668536366276	0.00622565684253	0.025644585835
e	0.086347447297	0.632710014663	0.14618746911	0.0438814612048	0.0141153382772	0.00661769753248	0.0288292571892	0.00527394362492	0.00544135232774	0.0305960433425
s	0.051313461899	0.727420214221	0.133662076237	0.0289879640349	0.0104007554791	0.00600428127683	0.0173771933076	0.00633120237591	0.00326944619014	0.0152334364978
a	0.033924614157	0.665915851407	0.206112867412	0.030460432545	0.0128553697864	0.00752813377228	0.0219487186379	0.00795574623997	0.00272120684098	0.0105770479539
m	0.0245958836063	0.602406288469	0.259100306737	0.0299775982483	0.0119274851021	0.00614886133276	0.0231438216833	0.00640010140252	0.00313346715393	0.0331661342197
m	0.0389969126788	0.606673472156	0.231433671846	0.0328251570828	0.0108640253407	0.0116888281149	0.011046860014	0.00785615572604	0.00430604793931	0.0443088339877
è	0.0560891970263	0.611493094719	0.193761601282	0.0603245872943	0.0109229358136	0.0189391079136	0.0106442159423	0.00789532308801	0.0081109365223	0.0218189419033
n	0.0667058658421	0.493613110106	0.250372377761	0.0884308317648	0.0140925859445	0.0297556545579	0.0198907328674	0.007486066526	0.0121700002633	0.0174826901138
o	0.0522936013322	0.280436961902	0.406391654587	0.130347994588	0.0302371087815	0.030160288706	0.0306029797105	0.00812165619533	0.0149717059266	0.0164360084839
o	0.0184429180009	0.105825369907	0.452246881196	0.249343561529	0.0849422447272	0.0211579750553	0.0383212293248	0.00822319176911	0.0120233179452	0.00947330745263
k	0.00887592942251	0.0419916039223	0.321085336732	0.34800166151	0.135422581109	0.0270023280984	0.0357242032349	0.010066743889	0.0113158820193	0.0605137619475
l	0.0179983057206	0.0270865400434	0.199943103177	0.350106960037	0.167758319103	0.0475613543261	0.0281179778383	0.015150209005	0.0218910169531	0.124386203287
